#,Date,Board,North,South,East,West,EPBot1 Result,EPBot1 Score, IMPs  or MPs,Par Result, EPBot1  Par Score,Vs. Par,DD Bidding,DD Play,
202,2024.09.29,202,EPBot1,EPBot3,EPBot2,EPBot4,4H S -2,-200,0.00%,2N S,120,-8,We overbid - undoubled,-,
203,2024.09.29,203,EPBot1,EPBot3,EPBot2,EPBot4,2N S =,120,0.00%,1N NS+1,120,0,Par was bid,-,
204,2024.09.29,204,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,3D NS,110,-1,We missed best contract,-,
205,2024.09.29,205,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,3N NS+2,660,0,Par was bid,-,
206,2024.09.29,206,EPBot1,EPBot3,EPBot2,EPBot4,3H W +1,-170,0.00%,4H EW,-420,6,They missed game,-,
207,2024.09.29,207,EPBot1,EPBot3,EPBot2,EPBot4,1N S -2,-200,0.00%,3C E,-110,-3,We missed partial,-,
208,2024.09.29,208,EPBot1,EPBot3,EPBot2,EPBot4,4S N =,420,0.00%,4H NS,420,0,Par was bid,-,
209,2024.09.29,209,EPBot1,EPBot3,EPBot2,EPBot4,2SX N -1,-100,0.00%,2H S,110,-5,We overbid - doubled,-,
210,2024.09.29,210,EPBot1,EPBot3,EPBot2,EPBot4,1D S +1,90,0.00%,3SX EW-1,100,0,We missed best contract,-,
211,2024.09.29,211,EPBot1,EPBot3,EPBot2,EPBot4,5HX S -3,-500,0.00%,2NX NS-1,-100,-9,We overbid - doubled,-,
212,2024.09.29,212,EPBot1,EPBot3,EPBot2,EPBot4,1N S +3,180,0.00%,3N NS+1,630,-10,We missed game,-,
213,2024.09.29,213,EPBot1,EPBot3,EPBot2,EPBot4,2N S +1,150,0.00%,3N NS,600,-10,We missed game,-,
214,2024.09.29,214,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,2C EW,-90,5,They missed partial,-,
215,2024.09.29,215,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,5DX EW-1,200,9,They missed sacrifice,-,
216,2024.09.29,216,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N NS+1,430,0,Par was bid,-,
217,2024.09.29,217,EPBot1,EPBot3,EPBot2,EPBot4,5C N -2,-100,0.00%,3NX NS-1,-100,0,They missed double,-,
218,2024.09.29,218,EPBot1,EPBot3,EPBot2,EPBot4,4H N -1,-100,0.00%,4CX E-2,500,-12,We overbid - undoubled,-,
219,2024.09.29,219,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,490,0.00%,6N NS,990,-11,We missed small slam,-,
220,2024.09.29,220,EPBot1,EPBot3,EPBot2,EPBot4,6N S -1,-100,0.00%,3N NS+2,660,-13,We overbid - undoubled,-,
221,2024.09.29,221,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,3N S,600,0,Par was bid,-,
222,2024.09.29,222,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,3S NS,140,-5,We overbid - undoubled,-,
223,2024.09.29,223,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,1N NS,90,0,Par was bid,-,
224,2024.09.29,224,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,450,0.00%,4S NS+1,450,0,Par was bid,-,
225,2024.09.29,225,EPBot1,EPBot3,EPBot2,EPBot4,2H E -3,150,0.00%,2N NS,120,1,They missed sacrifice,-,
226,2024.09.29,226,EPBot1,EPBot3,EPBot2,EPBot4,2H E -1,50,0.00%,3C NS+1,130,-2,We missed partial,-,
227,2024.09.29,227,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS,400,0,Par was bid,-,
228,2024.09.29,228,EPBot1,EPBot3,EPBot2,EPBot4,3D S +1,130,0.00%,3D NS+1,130,0,Par was bid,-,
229,2024.09.29,229,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,3H NS,140,-6,We overbid - undoubled,-,
230,2024.09.29,230,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N NS+1,430,0,Par was bid,-,
231,2024.09.29,231,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
232,2024.09.29,232,EPBot1,EPBot3,EPBot2,EPBot4,5S S +1,480,0.00%,6N S,990,-11,We missed small slam,-,
233,2024.09.29,233,EPBot1,EPBot3,EPBot2,EPBot4,2H S +1,140,0.00%,4H N,420,-7,We missed game,-,
234,2024.09.29,234,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,4H NS+1,650,-13,We missed game,-,
235,2024.09.29,235,EPBot1,EPBot3,EPBot2,EPBot4,6S S +1,1010,0.00%,7S NS,1510,-11,We missed grand slam,-,
236,2024.09.29,236,EPBot1,EPBot3,EPBot2,EPBot4,4H S -1,-100,0.00%,3SX EW-1,100,-5,We overbid - undoubled,-,
237,2024.09.29,237,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
238,2024.09.29,238,EPBot1,EPBot3,EPBot2,EPBot4,4C S +1,150,0.00%,5SX EW-2,300,-4,We missed game,-,
239,2024.09.29,239,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,3N N+1,630,-1,We wrong-side contract,-,
240,2024.09.29,240,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-50,0.00%,2S EW,-110,2,They missed partial,-,
241,2024.09.29,241,EPBot1,EPBot3,EPBot2,EPBot4,2N S -1,-50,0.00%,1S NS+1,110,-4,We overbid - undoubled,-,
242,2024.09.29,242,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,Par was bid,-,
243,2024.09.29,243,EPBot1,EPBot3,EPBot2,EPBot4,1N S +2,150,0.00%,3N NS,400,-6,We missed game,-,
244,2024.09.29,244,EPBot1,EPBot3,EPBot2,EPBot4,6S S +1,1460,0.00%,7S NS,2210,-13,We missed grand slam,-,
245,2024.09.29,245,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,620,0.00%,6N S,1440,-13,We missed small slam,-,
246,2024.09.29,246,EPBot1,EPBot3,EPBot2,EPBot4,3C S =,110,0.00%,3N NS,400,-7,We missed game,-,
247,2024.09.29,247,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,690,0.00%,6N NS,1440,-13,We missed small slam,-,
248,2024.09.29,248,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,490,0.00%,6N NS,990,-11,We missed small slam,-,
249,2024.09.29,249,EPBot1,EPBot3,EPBot2,EPBot4,1N S -2,-100,0.00%,2C EW+2,-130,1,They missed double,-,
250,2024.09.29,250,EPBot1,EPBot3,EPBot2,EPBot4,1N S +3,180,0.00%,3N NS+1,630,-10,We missed game,-,
251,2024.09.29,251,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,2H NS+1,140,-5,We missed partial,-,
252,2024.09.29,252,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,650,0.00%,4S NS+1,650,0,Par was bid,-,
253,2024.09.29,253,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,3N S,600,0,Par was bid,-,
254,2024.09.29,254,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,450,0.00%,3N NS+2,460,0,We missed best contract,-,
255,2024.09.29,255,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4SX EW-2,300,8,They missed sacrifice,-,
256,2024.09.29,256,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N NS+1,430,0,Par was bid,-,
257,2024.09.29,257,EPBot1,EPBot3,EPBot2,EPBot4,3C N =,110,0.00%,3C NS,110,0,Par was bid,-,
258,2024.09.29,258,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,3N S+2,660,0,Par was bid,-,
259,2024.09.29,259,EPBot1,EPBot3,EPBot2,EPBot4,3C S =,110,0.00%,1N NS+1,120,0,We missed best contract,-,
260,2024.09.29,260,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,2N NS,120,0,They missed partial,-,
261,2024.09.29,261,EPBot1,EPBot3,EPBot2,EPBot4,1N S -4,-400,0.00%,3N E+1,-430,1,They missed double,-,
262,2024.09.29,262,EPBot1,EPBot3,EPBot2,EPBot4,1N S -2,-100,0.00%,2S EW,-110,0,They missed double,-,
263,2024.09.29,263,EPBot1,EPBot3,EPBot2,EPBot4,3D E +1,-130,0.00%,3D EW+1,-130,0,Par was bid,-,
264,2024.09.29,264,EPBot1,EPBot3,EPBot2,EPBot4,5D S =,400,0.00%,4H NS,420,-1,We missed best contract,-,
265,2024.09.29,265,EPBot1,EPBot3,EPBot2,EPBot4,3H S -1,-50,0.00%,4D EW,-130,2,They missed partial,-,
266,2024.09.29,266,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,Par was bid,-,
267,2024.09.29,267,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,Par was bid,-,
268,2024.09.29,268,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,3H EW,-140,6,They missed partial,-,
269,2024.09.29,269,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,Par was bid,-,
270,2024.09.29,270,EPBot1,EPBot3,EPBot2,EPBot4,2N S +1,150,0.00%,3N NS,400,-6,We missed game,-,
271,2024.09.29,271,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,3N NS+2,660,0,We missed best contract,-,
272,2024.09.29,272,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,4S NS,420,-7,We missed game,-,
273,2024.09.29,273,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS+1,450,0,Par was bid,-,
274,2024.09.29,274,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,3N NS+2,660,0,Par was bid,-,
275,2024.09.29,275,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS,400,0,Par was bid,-,
276,2024.09.29,276,EPBot1,EPBot3,EPBot2,EPBot4,1N S -2,-200,0.00%,4SX NS-2,-500,7,They missed game,-,
277,2024.09.29,277,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-100,0.00%,2H EW,-110,0,They missed double,-,
278,2024.09.29,278,EPBot1,EPBot3,EPBot2,EPBot4,3S S -1,-50,0.00%,3SX NS-1,-100,2,They missed double,-,
279,2024.09.29,279,EPBot1,EPBot3,EPBot2,EPBot4,1N S -3,-300,0.00%,2H EW+1,-140,-4,We missed partial,-,
280,2024.09.29,280,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N NS+1,430,0,Par was bid,-,
281,2024.09.29,281,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS+1,450,0,Par was bid,-,
282,2024.09.29,282,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,4S NS,620,0,Par was bid,-,
283,2024.09.29,283,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,4H NS,420,-10,We missed game,-,
284,2024.09.29,284,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,3N NS+2,660,0,Par was bid,-,
285,2024.09.29,285,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,690,0.00%,6N NS,1440,-13,We missed small slam,-,
286,2024.09.29,286,EPBot1,EPBot3,EPBot2,EPBot4,4S W =,-420,0.00%,5CX NS-2,-300,-3,We missed sacrifice,-,
287,2024.09.29,287,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,3N S+1,630,0,We missed best contract,-,
288,2024.09.29,288,EPBot1,EPBot3,EPBot2,EPBot4,6S S +1,1010,0.00%,7S NS,1510,-11,We missed grand slam,-,
289,2024.09.29,289,EPBot1,EPBot3,EPBot2,EPBot4,2H S =,110,0.00%,2NX NS-1,-100,5,They missed partial,-,
290,2024.09.29,290,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,3N NS+2,660,0,Par was bid,-,
291,2024.09.29,291,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,1N NS+1,120,0,Par was bid,-,
292,2024.09.29,292,EPBot1,EPBot3,EPBot2,EPBot4,2H S -2,-200,0.00%,1D EW+3,-130,-2,We overbid - undoubled,-,
293,2024.09.29,293,EPBot1,EPBot3,EPBot2,EPBot4,2D E +2,-130,0.00%,3N EW,-400,7,They missed game,-,
294,2024.09.29,294,EPBot1,EPBot3,EPBot2,EPBot4,1N S -2,-100,0.00%,2S NS,110,-5,We missed partial,-,
295,2024.09.29,295,EPBot1,EPBot3,EPBot2,EPBot4,3N S -2,-200,0.00%,1H NS+2,140,-8,We overbid - undoubled,-,
296,2024.09.29,296,EPBot1,EPBot3,EPBot2,EPBot4,2S S +3,200,0.00%,3N NS+2,460,-6,We missed game,-,
297,2024.09.29,297,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N S,400,0,Par was bid,-,
298,2024.09.29,298,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,3N NS,600,0,Par was bid,-,
299,2024.09.29,299,EPBot1,EPBot3,EPBot2,EPBot4,1N S -2,-100,0.00%,1N EW+1,-120,1,They missed double,-,
300,2024.09.29,300,EPBot1,EPBot3,EPBot2,EPBot4,6N S +1,1470,0.00%,7N NS,2220,-13,We missed grand slam,-,
301,2024.09.29,301,EPBot1,EPBot3,EPBot2,EPBot4,3N S -4,-400,0.00%,2C NS+1,110,-11,We overbid - undoubled,-,
302,2024.09.29,302,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,420,0.00%,4H NS,420,0,Par was bid,-,
303,2024.09.29,303,EPBot1,EPBot3,EPBot2,EPBot4,6S N -1,-100,0.00%,3N NS+2,660,-13,We overbid - undoubled,-,
304,2024.09.29,304,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,2H NS+1,140,-5,We missed partial,-,
305,2024.09.29,305,EPBot1,EPBot3,EPBot2,EPBot4,4S S +2,480,0.00%,6S NS,980,-11,We missed small slam,-,
306,2024.09.29,306,EPBot1,EPBot3,EPBot2,EPBot4,2D W -1,50,0.00%,2N NS,120,-2,We missed partial,-,
307,2024.09.29,307,EPBot1,EPBot3,EPBot2,EPBot4,6S S -2,-100,0.00%,4S NS,420,-11,We overbid - undoubled,-,
308,2024.09.29,308,EPBot1,EPBot3,EPBot2,EPBot4,2N S -2,-200,0.00%,3S EW,-140,-2,We missed partial,-,
309,2024.09.29,309,EPBot1,EPBot3,EPBot2,EPBot4,3S W +1,-170,0.00%,4S EW,-420,6,They missed game,-,
310,2024.09.29,310,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,1N NS+1,120,-5,We overbid - undoubled,-,
311,2024.09.29,311,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,1N NS+1,120,0,Par was bid,-,
312,2024.09.29,312,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,5D NS,400,-10,We missed game,-,
313,2024.09.29,313,EPBot1,EPBot3,EPBot2,EPBot4,1N S +2,150,0.00%,4H NS,420,-7,We missed game,-,
314,2024.09.29,314,EPBot1,EPBot3,EPBot2,EPBot4,1N S -2,-200,0.00%,1S EW+2,-140,-2,We overbid - undoubled,-,
315,2024.09.29,315,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,1N NS,90,0,Par was bid,-,
316,2024.09.29,316,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,2S NS,110,-1,We missed best contract,-,
317,2024.09.29,317,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-100,0.00%,2H EW+1,-140,1,They missed double,-,
318,2024.09.29,318,EPBot1,EPBot3,EPBot2,EPBot4,3H N -2,-100,0.00%,2S EW+1,-140,1,They missed double,-,
319,2024.09.29,319,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,2S EW,-110,5,They missed partial,-,
320,2024.09.29,320,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS+1,450,0,Par was bid,-,
321,2024.09.29,321,EPBot1,EPBot3,EPBot2,EPBot4,2H W =,-110,0.00%,2SX NS-1,-100,0,We missed sacrifice,-,
322,2024.09.29,322,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,4H NS+1,650,0,Par was bid,-,
323,2024.09.29,323,EPBot1,EPBot3,EPBot2,EPBot4,3D N -2,-100,0.00%,1N EW,-90,0,We overbid - undoubled,-,
324,2024.09.29,324,EPBot1,EPBot3,EPBot2,EPBot4,6N S =,1440,0.00%,6N NS,1440,0,Par was bid,-,
325,2024.09.29,325,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,Par was bid,-,
326,2024.09.29,326,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS+1,450,0,Par was bid,-,
327,2024.09.29,327,EPBot1,EPBot3,EPBot2,EPBot4,6S S +1,1460,0.00%,7N NS,2220,-13,We missed grand slam,-,
328,2024.09.29,328,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,Par was bid,-,
329,2024.09.29,329,EPBot1,EPBot3,EPBot2,EPBot4,3H N +1,170,0.00%,4H NS,420,-6,We missed game,-,
330,2024.09.29,330,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-100,0.00%,1H EW+1,-110,0,They missed double,-,
331,2024.09.29,331,EPBot1,EPBot3,EPBot2,EPBot4,3S S =,140,0.00%,1H NS+2,140,0,Par was bid,-,
332,2024.09.29,332,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,650,0.00%,5SX EW-1,100,11,They missed game,-,
333,2024.09.29,333,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,3N NS,600,0,Par was bid,-,
334,2024.09.29,334,EPBot1,EPBot3,EPBot2,EPBot4,2S S =,110,0.00%,3CX EW-1,100,0,They missed sacrifice,-,
335,2024.09.29,335,EPBot1,EPBot3,EPBot2,EPBot4,3S N +1,170,0.00%,4S NS,620,-10,We missed game,-,
336,2024.09.29,336,EPBot1,EPBot3,EPBot2,EPBot4,6H S =,980,0.00%,6N S,990,0,We missed best contract,-,
337,2024.09.29,337,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,6H S,980,-11,We missed small slam,-,
338,2024.09.29,338,EPBot1,EPBot3,EPBot2,EPBot4,6H S -1,-100,0.00%,6N NS,1440,-17,We missed small slam,-,
339,2024.09.29,339,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS,400,0,Par was bid,-,
340,2024.09.29,340,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,6DX EW-4,1100,-10,We missed small slam,-,
341,2024.09.29,341,EPBot1,EPBot3,EPBot2,EPBot4,6H S -1,-100,0.00%,6SX EW-6,1400,-17,We wrong-side contract,-,
342,2024.09.29,342,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,Par was bid,-,
343,2024.09.29,343,EPBot1,EPBot3,EPBot2,EPBot4,2N S -2,-200,0.00%,2S EW+1,-140,-2,We overbid - undoubled,-,
344,2024.09.29,344,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,6N NS,990,-11,We missed small slam,-,
345,2024.09.29,345,EPBot1,EPBot3,EPBot2,EPBot4,6N S =,990,0.00%,6N NS,990,0,Par was bid,-,
346,2024.09.29,346,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,4S NS,620,0,Par was bid,-,
347,2024.09.29,347,EPBot1,EPBot3,EPBot2,EPBot4,3H N =,140,0.00%,3SX E-1,100,1,They missed sacrifice,-,
348,2024.09.29,348,EPBot1,EPBot3,EPBot2,EPBot4,2H W +1,-140,0.00%,3N EW,-400,6,They missed game,-,
349,2024.09.29,349,EPBot1,EPBot3,EPBot2,EPBot4,3D E +1,-130,0.00%,5S EW,-650,11,They missed game,-,
350,2024.09.29,350,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,450,0.00%,4S NS+1,450,0,Par was bid,-,
351,2024.09.29,351,EPBot1,EPBot3,EPBot2,EPBot4,2S S +1,140,0.00%,3S S,140,0,They missed sacrifice,-,
352,2024.09.29,352,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS+1,450,0,Par was bid,-,
353,2024.09.29,353,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,3DX EW-1,100,0,We missed best contract,-,
354,2024.09.29,354,EPBot1,EPBot3,EPBot2,EPBot4,6H S =,1430,0.00%,6N NS,1440,0,We missed best contract,-,
355,2024.09.29,355,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,1N NS+1,120,-5,We overbid - undoubled,-,
356,2024.09.29,356,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,3N NS+2,660,0,Par was bid,-,
357,2024.09.29,357,EPBot1,EPBot3,EPBot2,EPBot4,3N S -3,-300,0.00%,3C NS,110,-9,We overbid - undoubled,-,
358,2024.09.29,358,EPBot1,EPBot3,EPBot2,EPBot4,4S S -1,-50,0.00%,4S N,420,-10,We wrong-side contract,-,
359,2024.09.29,359,EPBot1,EPBot3,EPBot2,EPBot4,2S S =,110,0.00%,2S NS,110,0,Par was bid,-,
360,2024.09.29,360,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,2S NS+1,140,-2,We missed best contract,-,
361,2024.09.29,361,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS+1,450,0,Par was bid,-,
362,2024.09.29,362,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,650,0.00%,4S NS+1,650,0,Par was bid,-,
363,2024.09.29,363,EPBot1,EPBot3,EPBot2,EPBot4,4H E =,-420,0.00%,4H EW,-420,0,Par was bid,-,
364,2024.09.29,364,EPBot1,EPBot3,EPBot2,EPBot4,2H S +1,140,0.00%,2H NS+1,140,0,Par was bid,-,
365,2024.09.29,365,EPBot1,EPBot3,EPBot2,EPBot4,2S S -1,-100,0.00%,1N NS,90,-5,We overbid - undoubled,-,
366,2024.09.29,366,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,6C NS,920,-10,We missed small slam,-,
367,2024.09.29,367,EPBot1,EPBot3,EPBot2,EPBot4,4H S -1,-100,0.00%,1H NS+2,140,-6,We overbid - undoubled,-,
368,2024.09.29,368,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,3N NS+2,460,0,We missed best contract,-,
369,2024.09.29,369,EPBot1,EPBot3,EPBot2,EPBot4,3D E -2,100,0.00%,2H NS+1,140,-1,We missed double,-,
370,2024.09.29,370,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,3N NS+2,660,0,Par was bid,-,
371,2024.09.29,371,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-50,0.00%,3SX NS-1,-100,2,They missed partial,-,
372,2024.09.29,372,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,4S NS,620,0,Par was bid,-,
373,2024.09.29,373,EPBot1,EPBot3,EPBot2,EPBot4,1N S -4,-400,0.00%,1N E+1,-120,-7,We overbid - undoubled,-,
374,2024.09.29,374,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS,400,0,Par was bid,-,
375,2024.09.29,375,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,4H NS+1,650,0,Par was bid,-,
376,2024.09.29,376,EPBot1,EPBot3,EPBot2,EPBot4,5H S +1,480,0.00%,7DX EW-3,500,-1,We missed small slam,-,
377,2024.09.29,377,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,4H NS,420,-1,We missed best contract,-,
378,2024.09.29,378,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,4H NS+1,650,0,Par was bid,-,
379,2024.09.29,379,EPBot1,EPBot3,EPBot2,EPBot4,4H E +1,-450,0.00%,5H EW,-450,0,We missed sacrifice,-,
380,2024.09.29,380,EPBot1,EPBot3,EPBot2,EPBot4,3C S -1,-100,0.00%,4S EW,-420,8,They missed game,-,
381,2024.09.29,381,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,1H NS+2,140,-1,We missed best contract,-,
382,2024.09.29,382,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,4N NS+1,460,0,They missed sacrifice,-,
383,2024.09.29,383,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,1N NS+1,120,-6,We overbid - undoubled,-,
384,2024.09.29,384,EPBot1,EPBot3,EPBot2,EPBot4,2S E +1,-140,0.00%,1H E+2,-140,0,Par was bid,-,
385,2024.09.29,385,EPBot1,EPBot3,EPBot2,EPBot4,3D E =,-110,0.00%,3HX NS-1,-100,0,We missed sacrifice,-,
386,2024.09.29,386,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,4H NS+1,650,0,Par was bid,-,
387,2024.09.29,387,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,1N NS+1,120,0,Par was bid,-,
388,2024.09.29,388,EPBot1,EPBot3,EPBot2,EPBot4,2S S +1,140,0.00%,1S NS+2,140,0,Par was bid,-,
389,2024.09.29,389,EPBot1,EPBot3,EPBot2,EPBot4,5C S -2,-200,0.00%,3SX EW-1,100,-7,We overbid - undoubled,-,
390,2024.09.29,390,EPBot1,EPBot3,EPBot2,EPBot4,2H S +1,140,0.00%,4DX NS-1,-100,6,They missed partial,-,
391,2024.09.29,391,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,2H EW,-110,5,They missed partial,-,
392,2024.09.29,392,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,1N NS,90,0,Par was bid,-,
393,2024.09.29,393,EPBot1,EPBot3,EPBot2,EPBot4,3H S +1,170,0.00%,4H NS,420,-6,We missed game,-,
394,2024.09.29,394,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
395,2024.09.29,395,EPBot1,EPBot3,EPBot2,EPBot4,4S N -2,-100,0.00%,2S NS,110,-5,We overbid - undoubled,-,
396,2024.09.29,396,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,6DX EW-2,300,8,They missed sacrifice,-,
397,2024.09.29,397,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,1H NS+2,140,-6,We overbid - undoubled,-,
398,2024.09.29,398,EPBot1,EPBot3,EPBot2,EPBot4,3D E +1,-130,0.00%,4S EW+1,-450,8,They missed game,-,
399,2024.09.29,399,EPBot1,EPBot3,EPBot2,EPBot4,2N S -1,-100,0.00%,2S EW,-110,0,They missed double,-,
400,2024.09.29,400,EPBot1,EPBot3,EPBot2,EPBot4,3D S -3,-150,0.00%,2SX NS-1,-100,-2,We overbid - undoubled,-,
401,2024.09.29,401,EPBot1,EPBot3,EPBot2,EPBot4,5SX N -2,-300,0.00%,4DX W-2,300,-12,We overbid - doubled,-,
402,2024.09.29,402,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,1H NS+2,140,-6,We missed partial,-,
403,2024.09.29,403,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,3N NS+1,430,0,We missed best contract,-,
