../bba/Spiral_Raise.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
159   S  2S-N                    KQJ7.J93.Q8.QJ82 T82.QT8.AK54.965 6543.AK2.J2.AT73 A9.7654.T9763.K4 | 1C-P-1S-P-2S
160   S  3H-N                    K62.9765.K4.KQJ9 743.K4.QJT8.8542 J95.AQJ3.9732.A6 AQT8.T82.A65.T73 | 1D-P-1H-P-2H-P-3H
161   S  2N-S                    AK62.J65.T9.QJ83 J7.Q932.762.AK64 954.AT87.AKJ43.2 QT83.K4.Q85.T975 | 1D-P-1S-P-1N-P-2N
162   S  2S-S                    AJ62.Q652.76.AT8 T8.984.AKT8.J932 KQ54.AJ3.J542.Q4 973.KT7.Q93.K765 | 1D-P-1H-P-1S-P-2S
163   S  4H-N                    763.AKT3.J432.A3 QJ42.64.K75.KT76 AT8.QJ92.Q86.QJ8 K95.875.AT9.9542 | 1C-P-1H-P-2H-P-4H
164   S  4S-N                    AK95.A97.932.JT3 632.Q64.AJ54.Q74 QJT7.JT5.KT76.AK 84.K832.Q8.98652 | 1D-P-1S-P-3S-P-3N-P-4S
165   S  4H-N                    AK63.A982.T86.J6 QT75.J6.QJ3.KT43 J942.KQT5.A4.Q98 8.743.K9752.A752 | 1C-P-1H-P-2H-P-4H
166   S  4H-N                    AKJ9.J975.Q94.J2 QT84.8.JT2.K9763 753.A643.A87.AQ5 62.KQT2.K653.T84 | 1C-P-1H-P-2H-P-4H
167   S  2S-N                    AT97.543.K65.A73 843.A7.Q983.K652 QJ52.KQJ8.J42.Q4 K6.T962.AT7.JT98 | 1D-P-1S-P-2S
168   S  2H-N                    T64.AQJ4.T87.AT6 A95.K5.9543.J984 KQ32.9863.A6.K52 J87.T72.KQJ2.Q73 | 1C-P-1H-P-2H
169   S  2S-N                    QJ86.Q65.AQ93.73 A952.K8.654.K952 KT43.A97.JT8.AJ4 7.JT432.K72.QT86 | 1C-P-1S-P-2S
170   S  4H-N                    JT8.KJ53.KJ87.Q7 Q653.A86.A942.54 AK7.QT92.65.KJ82 942.74.QT3.AT963 | 1C-P-1H-P-2H-P-3H-P-4H
171   S  4S-N                    KQJ8.A73.KT9.862 62.QT82.Q876.AJ7 A974.K965.J53.KQ T53.J4.A42.T9543 | 1D-P-1S-P-2S-P-3S-P-4S
172   S  4S-N                    A832.AQJ.Q652.86 54.T72.J743.KQJ4 Q976.K984.K8.AT9 KJT.653.AT9.7532 | 1C-P-1S-P-2S-P-4S
173   S  4S-N                    J532.A95.AJ3.QJ3 T76.JT7.QT2.K874 KQ84.KQ2.98.A965 A9.8643.K7654.T2 | 1C-P-1S-P-2S-P-4S
174   S  3S-S                    KT76.QJ43.Q54.K3 85.K96.K876.J854 QJ94.A85.JT.AT72 A32.T72.A932.Q96 | 1C-P-1H-P-1S-P-3S
175   S  3N-N                    KJ6.J543.Q3.A764 832.KQ72.87.T985 AQ9.T98.AKJT64.2 T754.A6.952.KQJ3 | 1D-P-1H-P-2D-P-2N-P-3H-P-3N
176   S  2H-N                    QJ63.K854.Q5.K98 KT4.J96.AT8.Q752 A97.AQT7.J43.JT3 852.32.K9762.A64 | 1C-P-1H-P-2H
177   S  4S-S                    AJT9.QT93.JT4.A7 Q32.J86.Q863.J83 K854.A42.A7.KT95 76.K75.K952.Q642 | 1C-P-1H-P-1S-P-4S
178   S  4H-N                    K984.K864.Q9.AT5 753.J95.A753.KQ2 AJ2.AQT2.KT42.64 QT6.73.J86.J9873 | 1D-P-1H-P-2H-P-3H-P-4H
179   S  4H-N                    Q63.K532.AKJ7.T4 KT9.T7.T843.KJ76 AJ8.QJ64.652.A92 7542.A98.Q9.Q853 | 1C-P-1H-P-2H-P-4H
180   S  3S-N                    AQ97.AT4.Q95.752 JT3.K96.643.AJT6 K652.QJ7.AJ2.Q94 84.8532.KT87.K83 | 1C-P-1S-P-2S-P-3S
181   S  3S-N                    J982.AK3.32.AJ84 Q75.T62.KJ5.9752 AT43.J75.AT76.KT K6.Q984.Q984.Q63 | 1D-P-1S-P-2S-P-3S
182   S  2S-N                    AQ84.Q42.K85.T63 75.K763.9642.AQ2 KT93.J85.AQJT.K4 J62.AT9.73.J9875 | 1D-P-1S-P-2S
183   S  4H-N                    QT2.KQ82.KQ8.JT7 A985.J64.T95.A64 KJ4.9753.A2.KQ92 763.AT.J7643.853 | 1C-P-1H-P-2H-P-3H-P-4H
184   S  3H-N                    K83.KQJT.KJT.873 Q654.A85.862.QJ9 AJ2.7643.A43.K62 T97.92.Q975.AT54 | 1C-P-1H-P-2H-P-3H
185   S  4S-N                    AK93.953.AT5.J62 JT.876.QJ72.Q875 Q762.AKT2.83.K93 854.QJ4.K964.AT4 | 1C-P-1S-P-2S-P-3S-P-4S
186   S  2H-N                    QJ2.A654.K63.Q63 AT84.82.98.K9754 965.KQT3.AJ75.AT K73.J97.QT42.J82 | 1D-P-1H-P-2H
187   S  4H-N                    543.AK93.AJ3.863 9862.62.987.AQ75 AQJ.JT85.KT4.KT9 KT7.Q74.Q652.J42 | 1C-P-1H-P-2H-P-3H-P-4H
188   S  3N-N                    K84.JT87.AT87.K2 JT53.A42.5432.J3 AQ72.K63.K.QT954 96.Q95.QJ96.A876 | 1C-P-1H-P-1S-P-2N-P-3H-P-3N
189   S  4H-N                    984.A754.K4.KQT2 Q765.KT8.AJT3.97 AKJ3.J963.65.AJ3 T2.Q2.Q9872.8654 | 1C-P-1H-P-3H-P-3N-P-4H
190   S  3S-N                    AT92.J97.K2.A983 854.K843.AT73.T2 KQ76.AQ6.J95.754 J3.T52.Q864.KQJ6 | 1C-P-1S-P-2S-P-3S
191   S  3H-N                    A52.6432.QJ9.KJ3 KJT9.A9.432.Q984 876.KQ75.A5.A652 Q43.JT8.KT876.T7 | 1C-P-1H-P-2H-P-3H
192   S  4S-S                    AJ87.KJ42.T9.KJ2 94.AT86.8762.974 KQ32.975.AJ5.A85 T65.Q3.KQ43.QT63 | 1C-P-1H-P-1S-P-4S
193   S  4H-N                    QT74.AKT9.A4.965 J963.J8.Q872.QT7 AK8.Q653.KT5.832 52.742.J963.AKJ4 | 1C-P-1H-P-2H-P-4H
194   S  4H-N                    K954.AK52.KT3.54 JT72.63.AQ65.962 A86.Q974.87.KQJ7 Q3.JT8.J942.AT83 | 1C-P-1H-P-2H-P-4H
195   S  3N-N                    Q92.AKQ6.QT63.96 T8.T975.A854.KJ5 AK65.J43.2.A7432 J743.82.KJ97.QT8 | 1C-P-1H-P-1S-P-3N
196   S  3S-N                    AJ42.A97.JT4.Q42 85.QT2.A753.A873 KT93.J43.KQ.KJT9 Q76.K865.9862.65 | 1C-P-1S-P-2S-P-3S
197   S  3S-S                    Q863.J652.J5.AK2 A74.93.9762.QT84 KJ52.Q84.AK4.753 T9.AKT7.QT83.J96 | 1C-P-1H-P-1S-P-3S
198   S  3N-N                    A53.KQ84.KT.J753 QT7.T2.J97.KT962 K862.J65.AQ642.Q J94.A973.853.A84 | 1D-P-1H-P-1S-P-3N
199   S  4H-N                    A83.9732.A63.A54 KT62.QT5.J9.QT82 Q74.AK84.KT84.93 J95.J6.Q752.KJ76 | 1D-P-1H-P-2H-P-4H
200   S  4S-N                    JT63.842.KQ87.AQ 872.JT53.AJ9.J53 AKQ4.KQ97.T5.742 95.A6.6432.KT986 | 1C-P-1S-P-2S-P-3S-P-4S
201   S  3H-N                    KQ2.9654.85.AK72 A5.QT3.A976.8654 843.AKJ7.QJ2.J93 JT976.82.KT43.QT | 1C-P-1H-P-2H-P-3H
202   S  4S-N                    KT82.A83.A73.JT4 964.QJ72.T82.K82 AQ73.KT6.KQ4.953 J5.954.J965.AQ76 | 1C-P-1S-P-2S-P-4S
203   S  4H-N                    K743.A876.AJ.843 T6.Q53.Q743.9762 A85.KT42.8652.AK QJ92.J9.KT9.QJT5 | 1D-P-1H-P-3H-P-3N-P-4H
204   S  4S-S                    KJ73.QJ52.63.KQ8 96.T64.AQT9.J765 AQT8.A83.854.AT2 542.K97.KJ72.943 | 1C-P-1H-P-1S-P-3S-P-4S
205   S  3N-S                    AK54.963.A42.J85 JT3.K75.J9865.64 962.AQ42.T.AKT73 Q87.JT8.KQ73.Q92 | 1C-P-1S-P-1N-P-2N-P-3S-P-3N
206   S  4S-N                    AT97.K64.QT85.K4 J32.T85.AK3.Q987 KQ65.AQJ3.J4.J53 84.972.9762.AT62 | 1C-P-1S-P-2S-P-4S
207   S  4H-N                    KQ4.8653.K62.A62 965.974.AJ7.JT43 JT7.AKQJ.T94.K87 A832.T2.Q853.Q95 | 1C-P-1H-P-2H-P-3H-P-4H
208   S  4H-N                    AT5.7542.AT43.A9 K873.93.K72.J653 J92.AKQ6.Q65.T84 Q64.JT8.J98.KQ72 | 1C-P-1H-P-2H-P-4H
209   S  4H-N                    8542.AK86.J2.A52 JT73.43.AT83.863 KQ6.QJT5.Q74.KJ7 A9.972.K965.QT94 | 1C-P-1H-P-2H-P-3H-P-4H
210   S  2S-N                    KQ86.AT4.Q72.T95 T9.QJ82.J543.K32 A543.K76.AT8.J64 J72.953.K96.AQ87 | 1C-P-1S-P-2S
211   S  2S-N                    QJT3.942.J52.AK2 65.AT87.A74.Q843 AK42.QJ63.Q83.J9 987.K5.KT96.T765 | 1D-P-1S-P-2S
212   S  3S-N                    K743.Q75.AT93.Q5 AT2.KT42.K5.8743 Q865.A83.J64.AJ6 J9.J96.Q872.KT92 | 1C-P-1S-P-2S-P-3S
213   S  4H-N                    KQ9.Q542.AJ65.75 AT54.97.Q74.J832 872.AKT8.K98.KT9 J63.J63.T32.AQ64 | 1C-P-1H-P-2H-P-4H
214   S  4S-N                    QT92.KJ4.Q8.KJ97 AJ3.Q93.6543.862 8764.AT2.KT9.AQ5 K5.8765.AJ72.T43 | 1C-P-1S-P-2S-P-3S-P-4S
215   S  3S-N                    A986.952.QJ54.A6 7.Q74.KT96.QT852 KJ53.AK6.87.J943 QT42.JT83.A32.K7 | 1C-P-1S-P-2S-P-3S
216   S  4H-N                    AK86.Q852.T5.Q54 T32.64.AQ86.J932 QJ54.AK93.432.KT 97.JT7.KJ97.A876 | 1D-P-1H-P-2H-P-3H-P-4H
217   S  4S-S                    AJT2.J532.AQ8.J5 Q65.964.T94.Q874 K973.AK8.765.AT6 84.QT7.KJ32.K932 | 1C-P-1H-P-1S-P-4S
218   S  4H-N                    AKQT.7652.852.A4 32.KQT4.K94.JT93 987.AJ83.AQT6.Q5 J654.9.J73.K8762 | 1D-P-1H-P-2H-P-4H
219   S  4S-S                    AKJ6.T986.2.AJ76 82.K42.AJT4.T932 Q743.AQ7.Q98.K85 T95.J53.K7653.Q4 | 1C-P-1H-P-1S-P-3D=1=-P-3H-P-4S | Splinter
220   S  4H-N                    A96.9842.AT76.KJ Q52.Q63.Q82.9754 J83.AKJ5.K4.Q832 KT74.T7.J953.AT6 | 1C-P-1H-P-2H-P-4H
221   S  3N-N                    Q753.A92.AQ.JT98 J86.QJT5.J64.A62 AKT.K43.T98732.Q 942.876.K5.K7543 | 1D-P-1S-P-2D-P-3N
222   S  4H-N                    K92.A642.K853.Q8 QT543.Q9.76.K952 A86.KT85.AJ2.T76 J7.J73.QT94.AJ43 | 1C-P-1H-P-2H-P-4H
223   S  3S-S                    AQ74.KT94.863.QT K95.Q32.Q94.J974 T632.A75.KJ2.A62 J8.J86.AT75.K853 | 1C-P-1H-P-1S-P-3S
224   S  4S-N                    QT73.KT8.AT86.A9 KJ4.J7.KJ72.J543 A862.A654.Q95.K2 95.Q932.43.QT876 | 1D-P-1S-P-2S-P-4S
225   S  2H-N                    K86.KT52.654.KQJ Q972.J9.Q72.9832 AJ5.A873.JT8.AT6 T43.Q64.AK93.754 | 1C-P-1H-P-2H
226   S  4D-S                    A98.AKT8.J2.T983 652.Q743.98.KQJ5 J73.965.AKQ543.A KQT4.J2.T76.7642 | 1D-P-1H-P-2D-P-3D-P-4D
227   S  3H-N                    K62.K765.AK4.943 8743.A8.875.KT52 AQT.QJT9.QJT9.J8 J95.432.632.AQ76 | 1D-P-1H-P-2H-P-3H
228   S  2S-N                    AJ86.J72.J9.AT97 Q5.Q83.T643.K543 KT74.A95.A752.Q6 932.KT64.KQ8.J82 | 1D-P-1S-P-2S
229   S  4S-S                    QT52.Q975.KT5.A8 87.T642.AQJ.Q742 KJ93.AK8.8764.KT A64.J3.932.J9653 | 1D-P-1H-P-1S-P-3S-P-4S
230   S  4S-N                    AQ53.T43.75.AK32 72.J752.KT63.Q87 KT64.A96.AQ98.54 J98.KQ8.J42.JT96 | 1D-P-1S-P-2S-P-4S
231   S  3N-S                    Q852.A72.K762.KJ J963.Q43.AQJ.T76 AK4.KJ98.9.Q9543 T7.T65.T8543.A82 | 1C-P-1S-P-1N-P-3N
232   S  4S-N                    AJ82.972.KT2.A54 K75.654.Q874.832 Q643.AKQ3.65.QJ6 T9.JT8.AJ93.KT97 | 1C-P-1S-P-3S-P-3N-P-4S
233   S  4S-S                    K865.AKJ5.Q643.9 97.T72.JT87.AJ76 AQT3.643.K2.KQ32 J42.Q98.A95.T854 | 1C-P-1H-P-1S-P-4S
234   S  3S-N                    Q965.AK2.853.Q76 JT.J986.AJT.K953 K872.T743.KQ6.AT A43.Q5.9742.J842 | 1D-P-1S-P-2S-P-3S
235   S  3S-N                    AT72.KQ7.972.A97 J54.85.A654.Q865 K863.AJ94.KJ3.T3 Q9.T632.QT8.KJ42 | 1D-P-1S-P-2S-P-3S
236   S  3N-S                    AT93.T53.AT4.A73 J54.A972.QJ95.T9 K62.KQJ6.8.KQ864 Q87.84.K7632.J52 | 1C-P-1S-P-1N-P-3N
237   S  3H-N                    J32.KJ97.AK2.J62 KT87.5.865.KT983 AQ9.QT64.Q93.Q74 654.A832.JT74.A5 | 1C-P-1H-P-2H-P-3H
238   S  3S-S                    K732.QJ83.Q63.QJ J854.975.A4.A972 QT96.AKT.J952.K3 A.642.KT87.T8654 | 1D-P-1H-P-1S-P-3S
239   S  2S-N                    8732.KQ8.652.AQ9 KT9.A742.KT83.53 AQ54.T53.AJ7.KT7 J6.J96.Q94.J8642 | 1C-P-1S-P-2S
240   S  6D-S                    K82.A943.Q7.AT86 J97.KJ76.64.KQ94 AT4.QT8.AKJ9832. Q653.52.T5.J7532 | 1D-P-1H-P-3D-P-4N-P-5C=1=-P-6D | A=0/5 or 3/5
241   S  4S-S                    J764.AQ74.AT2.Q5 95.865.KJ76.AJ72 AK82.KJ9.Q854.T9 QT3.T32.93.K8643 | 1D-P-1H-P-1S-P-4S
242   S  4S-N                    A975.854.AQ42.Q4 K82.KJ9.J97.J865 QJ63.AQ76.T53.K3 T4.T32.K86.AT972 | 1D-P-1S-P-2S-P-3S-P-4S
243   S  4H-N                    T95.AJ72.K985.A9 J742.Q3.AJ2.Q843 AK6.K986.QT4.T52 Q83.T54.763.KJ76 | 1C-P-1H-P-2H-P-4H
244   S  4H-N                    KT6.AT84.K2.K854 QJ82.92.A86.QJT7 A73.KQJ7.QJT9.63 954.653.7543.A92 | 1D-P-1H-P-2H-P-4H
245   S  4H-N                    QT6.KT62.QT87.AQ A983.QJ9.64.J763 KJ4.A873.A32.T82 752.54.KJ95.K954 | 1C-P-1H-P-2H-P-4H
246   S  4S-N                    T863.AK2.A743.Q9 A95.T954.K962.53 KQ72.Q86.QT.KJ64 J4.J73.J85.AT872 | 1C-P-1S-P-2S-P-4S
247   S  4S-S                    AK76.9875.AJ4.93 Q9.T642.862.KQT5 J543.AJ3.Q97.A84 T82.KQ.KT53.J762 | 1C-P-1H-P-1S-P-4S
248   S  2H-N                    A62.Q953.J4.KQT8 Q74.4.A987.J5432 KT3.AJ82.Q62.A97 J985.KT76.KT53.6 | 1C-P-1H-P-2H
249   S  4H-N                    AJT.AQ86.QT97.52 94.KJT7.654.QJT6 KQ32.9542.AJ8.A3 8765.3.K32.K9874 | 1D-P-1H-P-3H-P-3N-P-4H
250   S  4H-N                    AQT7.K874.Q75.62 943.Q52.T962.KJ7 K65.JT93.KJ.AQT9 J82.A6.A843.8543 | 1C-P-1H-P-3H-P-3N-P-4H
251   S  2H-N                    943.K875.AQ6.Q85 KJ8.J63.J98.9763 AQ2.T942.K42.AJ4 T765.AQ.T753.KT2 | 1C-P-1H-P-2H
252   S  4H-N                    A75.KT96.QT9.K92 K62.72.8742.Q543 QJ93.AJ85.KJ5.J8 T84.Q43.A63.AT76 | 1D-P-1H-P-2H-P-4H
253   S  2H-N                    A86.QJ65.AT65.97 J72.982.KJ98.KQ6 Q43.AKT4.Q2.JT85 KT95.73.743.A432 | 1C-P-1H-P-2H
254   S  4S-S                    AQJ4.J652.K9.QT4 T75.Q98.Q73.A653 9862.AK3.A84.K98 K3.T74.JT652.J72 | 1C-P-1H-P-1S-P-4S
255   S  4H-N                    AK82.AT92.J952.T 975.J76.AQ64.K32 JT3.KQ85.K8.QJ97 Q64.43.T73.A8654 | 1C-P-1H-P-2H-P-4H
256   S  3N-N                    K965.KJT5.AT97.J 82.Q986.KQJ5.985 AT7.432.8.AKQ643 QJ43.A7.6432.T72 | 1C-P-1H-P-2C-P-3N
257   S  3H-N                    KQ4.A952.K42.J73 T983.J.T53.A8654 AJ5.T743.AJ87.Q2 762.KQ86.Q96.KT9 | 1D-P-1H-P-2H-P-3H
258   S  4H-N                    Q982.A872.Q8.KQ4 765.953.K53.AT83 KJ3.QJ64.AJ72.96 AT4.KT.T964.J752 | 1D-P-1H-P-2H-P-4H
259   S  3N-N                    J732.Q73.AKQ3.73 KT94.A96.8752.T4 AQ8.KJ5.J.QJ9862 65.T842.T964.AK5 | 1C-P-1S-P-2C-P-3N
260   S  4S-N                    JT97.AQT.A54.J32 Q43.J52.J632.QT6 AK52.K764.T7.A54 86.983.KQ98.K987 | 1C-P-1S-P-2S-P-4S
261   S  4H-N                    T54.QJT9.AK72.K3 K32.6432.J543.QJ AQ9.AK75.T8.T654 J876.8.Q96.A9872 | 1C-P-1H-P-2H-P-4H
262   S  4S-N                    QT62.AQJ.Q953.QT 3.543.A762.K7543 AKJ9.T72.KJT.986 8754.K986.84.AJ2 | 1C-P-1S-P-2S-P-4S
263   S  4S-N                    Q765.K76.AK84.96 832.QT42.75.AKT3 KJT4.AJ85.Q32.Q7 A9.93.JT96.J8542 | 1D-P-1S-P-2S-P-3S-P-4S
264   S  4S-S                    A962.7543.A98.K6 Q54.QJ6.Q652.QJ9 KT73.A98.K43.A82 J8.KT2.JT7.T7543 | 1C-P-1H-P-1S-P-3S-P-4S
265   S  4H-N                    K862.A965.T62.KJ QT.JT7.K873.A842 A53.KQ83.AJ.T963 J974.42.Q954.Q75 | 1C-P-1H-P-2H-P-3H-P-4H
266   S  2S-N                    J854.T84.K63.AK8 T3.9762.AJ2.JT65 AKQ2.KQ5.9874.32 976.AJ3.QT5.Q974 | 1D-P-1S-P-2S
267   S  3H-N                    JT96.KT97.QJ.A82 AQ2.54.T852.KJ43 K84.AJ83.A963.97 753.Q62.K74.QT65 | 1D-P-1H-P-2H-P-P-X-P-3C-3H
268   S  4S-N                    A953.QJ2.A75.J42 842.AT8.K983.653 KQJ6.976.42.AKT7 T7.K543.QJT6.Q98 | 1C-P-1S-P-2S-P-3S-P-4S
269   S  4S-N                    J542.AK2.874.AJ8 T9.T73.KQ53.6532 AQ86.J65.AT6.K74 K73.Q984.J92.QT9 | 1C-P-1S-P-2S-P-4S
270   S  4S-N                    QT85.AJ7.K2.K953 A64.843.QJ8.Q642 K932.Q62.A53.A87 J7.KT95.T9764.JT | 1C-P-1S-P-2S-P-4S
271   S  2H-N                    KT8.AT32.J63.K76 J43.Q98.K95.9843 AQ96.J765.A87.Q2 752.K4.QT42.AJT5 | 1D-P-1H-P-2H
272   S  3N-S                    AQ85.KT2.K642.43 KT42.Q8.T9873.Q9 J63.A963.A.K7652 97.J754.QJ5.AJT8 | 1C-P-1S-P-1N-P-3N
273   S  4S-S                    AT92.J852.3.AK93 Q83.T6.KJT8.JT62 KJ76.AQ7.Q752.Q8 54.K943.A964.754 | 1D-P-1H-P-1S-P-4S
274   S  2H-N                    KJ7.A876.AT2.T53 Q9.KT2.K985.Q842 AT3.J953.Q6.AJ76 86542.Q4.J743.K9 | 1C-P-1H-P-2H
275   S  3H-N                    AJ95.QJ53.T98.A9 74.A64.J732.8743 QT63.KT82.K4.KQ6 K82.97.AQ65.JT52 | 1C-P-1H-P-2H-P-3H
276   S  2N-S                    AK62.Q82.K8.6432 J3.A643.654.KJT8 T98.K975.AJT97.A Q754.JT.Q32.Q975 | 1D-P-1S-P-1N-P-2N
277   S  4H-N                    KJ62.A972.Q9.Q62 Q75.863.AJ8.K987 AT98.KQJ5.T74.A4 43.T4.K6532.JT53 | 1D-P-1H-P-2H-P-3H-P-4H
278   S  4S-N                    QT85.K83.AT53.Q6 643.AQ4.K82.T853 AKJ9.J962.96.A94 72.T75.QJ74.KJ72 | 1C-P-1S-P-2S-P-3S-P-4S
279   S  4H-N                    AQ3.K753.T7.KJT9 J96.QJ2.A862.543 KT82.AT84.QJ5.Q8 754.96.K943.A762 | 1D-P-1H-P-2H-P-4H
280   S  3H-N                    K82.K532.A985.J4 A75.JT7.J76.7532 Q43.AQ64.QT2.K96 JT96.98.K43.AQT8 | 1C-P-1H-P-2H-P-3H
281   S  3N-S                    J972.A75.AK.JT43 K85.T642.T9.AQ85 AQ4.KJ93.QJ653.7 T63.Q8.8742.K962 | 1D-P-1S-P-1N-P-3N
282   S  4H-N                    K83.KT83.AJ52.94 AQT6.52.973.K753 J95.AJ74.KQ8.Q62 742.Q96.T64.AJT8 | 1C-P-1H-P-2H-P-3H-P-4H
283   S  4H-N                    QT4.K876.K2.A874 A65.942.A53.Q653 732.AQT3.QJT6.K2 KJ98.J5.9874.JT9 | 1D-P-1H-P-2H-P-4H
284   S  4H-N                    J97.9632.AT.AK87 864.AK5.842.T963 AQ2.JT87.KJ65.Q2 KT53.Q4.Q973.J54 | 1D-P-1H-P-2H-P-4H
285   S  4S-N                    AJ75.AT8.KJT9.T7 K6.K954.8643.Q85 QT98.QJ3.A7.K643 432.762.Q52.AJ92 | 1C-P-1S-P-2S-P-4S
286   S  3S-N                    K954.K73.974.AQ9 QJ7.JT9.QJ83.K87 AT82.A542.K52.J6 63.Q86.AT6.T5432 | 1D-P-1S-P-2S-P-3S
287   S  4S-S                    K973.A763.J7.A43 J2.KQ5.KT92.T975 AQ86.J82.Q643.QJ T54.T94.A85.K862 | 1D-P-1H-P-1S-P-4S
288   S  4C-S                    J86.Q962.AKJ9.62 974.T4.QT542.A54 QT52.AJ3..KQJ987 AK3.K875.8763.T3 | 1C-P-1H-P-1S-P-1N-P-2C-P-4C
289   S  4S-N                    K986.QJ3.A52.K42 A53.54.JT863.JT8 QT72.9762.KQ.AQ7 J4.AKT8.974.9653 | 1C-P-1S-P-2S-P-3S-P-4S
290   S  4H-N                    J52.J852.AQT7.QJ AQ87.T64.J8.K532 KT94.AK97.65.AT4 63.Q3.K9432.9876 | 1C-P-1H-P-2H-P-3H-P-4H
291   S  4S-S                    T875.KJ96.AQ5.J3 Q9.8742.974.A962 AJ63.AQ5.KT3.875 K42.T3.J862.KQT4 | 1C-P-1H-P-1S-P-3S-P-4S
292   S  3H-N                    KQ83.QJ96.T72.A2 T2.543.KQ83.KJ65 964.AKT8.AJ4.T87 AJ75.72.965.Q943 | 1C-P-1H-P-2H-P-3H
293   S  4S-S                    K975.A765.63.AJ2 AQ6.84.J975.T643 T832.QJ3.AQ2.KQ5 J4.KT92.KT84.987 | 1C-P-1H-P-1S-P-4S
294   S  3H-N                    QJ7.AQ84.T9.KT32 9854.J6.J6432.A4 AT3.T953.KQ.QJ86 K62.K72.A875.975 | 1C-P-1H-P-2H-P-3H
295   S  4H-N                    AJ5.T984.KT5.A64 Q863.A75.96.J952 T42.KJ63.AQ43.Q3 K97.Q2.J872.KT87 | 1D-P-1H-P-2H-P-4H
296   S  4H-N                    9742.K652.AJ97.A K3.Q97.QT42.J962 AQT.J843.K65.K73 J865.AT.83.QT854 | 1C-P-1H-P-2H-P-4H
297   S  4H-N                    K92.QJ54.A5.Q764 A763.K2.Q74.9532 QJT.9876.KJ96.AK 854.AT3.T832.JT8 | 1D-P-1H-P-2H-P-3H-P-4H
298   S  4H-N                    Q985.QJ74.AK4.J9 KJ4.A852.T5.QT63 AT2.KT96.QJ63.K5 763.3.9872.A8742 | 1D-P-1H-P-2H-P-4H
299   S  3H-N                    A873.T965.AQ.J95 J52.J82.JT93.AK6 KQ6.KQ43.842.QT8 T94.A7.K765.7432 | 1C-P-1H-P-2H-P-3H
300   S  2S-N                    QJT9.A72.T98.A97 63.K83.KQ72.J654 AK82.964.A543.K2 754.QJT5.J6.QT83 | 1D-P-1S-P-2S
301   S  4H-N                    982.QT94.KJ3.AK4 K74.32.976.Q8653 AT53.A865.AT8.J2 QJ6.KJ7.Q542.T97 | 1D-P-1H-P-2H-P-4H
302   S  4S-N                    KQJ4.Q65.AT83.76 62.K83.Q652.KJ92 A987.JT2.K97.AQ4 T53.A974.J4.T853 | 1C-P-1S-P-2S-P-3S-P-4S
303   S  4S-N                    KQT7.KQ9.J85.942 J93.843.T93.AQ63 A852.JT7.AQ74.K8 64.A652.K62.JT75 | 1D-P-1S-P-3S-P-3N-P-4S
304   S  4S-N                    KQ65.962.AK42.52 T42.KJ4.QT96.863 A873.AQ5.87.QT94 J9.T873.J53.AKJ7 | 1C-P-1S-P-2S-P-4S
305   S  4H-N                    AJ7.AT85.AT65.32 942.6.J872.A7654 K83.KQ97.K94.QJ9 QT65.J432.Q3.KT8 | 1C-P-1H-P-2H-P-4H
306   S  3N-N                    8764.KQ4.J5.AQJ9 Q95.A82.76.T8643 AJ2.JT75.AQ9842. KT3.963.KT3.K752 | 1D-P-1S-P-2D-P-3N
307   S  4H-N                    AQT8.QJT8.97.AT5 965.92.KT43.KQ72 J74.AK64.QJ65.J3 K32.753.A82.9864 | 1D-P-1H-P-2H-P-4H
308   S  4H-N                    KQ7.J763.42.AJ95 AJ6.85.JT76.KT63 543.AQ42.AK98.87 T982.KT9.Q53.Q42 | 1D-P-1H-P-2H-P-3H-P-4H
309   S  4H-N                    K942.QT75.A3.KJ4 T83.K64.QT42.Q97 AJ5.AJ93.K97.862 Q76.82.J865.AT53 | 1C-P-1H-P-2H-P-4H
310   S  2H-N                    Q73.K972.A43.K32 82.Q85.T972.AJ95 KJT6.AJT3.KJ.864 A954.64.Q865.QT7 | 1C-P-1H-P-2H
311   S  3H-N                    KJT.KT93.Q3.A754 Q62.764.J754.KT9 A43.AJ82.K62.J83 9875.Q5.AT98.Q62 | 1C-P-1H-P-2H-P-3H
312   S  3N-N                    976.KT98.AQ62.A3 T853.AQ76.J54.T8 AKJ4.J42.7.KJ952 Q2.53.KT983.Q764 | 1C-P-1H-P-1S-P-3N
313   S  4S-N                    AT43.KQ4.KT96.86 K9.J732.AJ53.JT4 J852.A86.Q82.AK7 Q76.T95.74.Q9532 | 1C-P-1S-P-2S-P-4S
314   S  4S-S                    A985.AK82.Q72.65 642.95.KJ98.KT84 KJ73.QJ4.A63.J72 QT.T763.T54.AQ93 | 1C-P-1H-P-1S-P-4S
315   S  2S-N                    AJT8.A85.Q92.965 Q63.Q94.A653.QT7 K542.KT6.KJT.K32 97.J732.874.AJ84 | 1C-P-1S-P-2S
316   S  4S-N                    AT76.A85.KQ63.97 Q3.642.JT75.AKT8 K852.KQ9.A42.Q64 J94.JT73.98.J532 | 1C-P-1S-P-2S-P-4S
317   S  4C-S                    QJ65.KT8.AJ2.852 872.A943.KQ97.94 AT9.Q52.T.AQJT63 K43.J76.86543.K7 | 1C-P-1S-P-2C-P-3C-P-4C
