../bba/1C_WalshStyle.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
164   S  1N-S                    Q842.JT3.AJT3.87 J65.K952.Q4.A632 AK.Q876.762.QJT4 T973.A4.K985.K95 | 1C-P-1S-P-1N
165   S  4H-N                    932.AJ85.J852.92 874.762.KQT4.J65 AQT5.KQT3.A.AT87 KJ6.94.9763.KQ43 | 1C-P-1H-P-4D=1=-P-4H | Splinter
166   S  4S-N                    J965.J6.KJ65.J53 72.T975.QT3.A872 KQ84.KQ43.A8.KQ6 AT3.A82.9742.T94 | 1C-P-1S-P-4S
167   S  2C-S                    KJ6.QJT4.J974.32 Q753.752.AK65.96 A84.983.8.AKQT54 T92.AK6.QT32.J87 | 1C-P-1H-P-2C
168   S  1N-S                    T986.KT8.J954.A5 K43.75.Q872.KJT2 QJ5.QJ94.AK.9874 A72.A632.T63.Q63 | 1C-P-1S-P-1N
169   S  2N-S                    KQ7.9865.T963.64 653.J32.K854.AJ5 A842.KQ.AQJ.Q982 JT9.AT74.72.KT73 | 1C-P-1H-P-2N
170   S  1N-S                    8732.QJ.T764.AQ6 JT4.9432.KJ5.KT5 Q96.AKT7.A8.J987 AK5.865.Q932.432 | 1C-P-1S-P-1N
171   S  3N-S                    K62.Q642.Q865.85 J94.JT5.T72.AT97 AQ73.97.AK9.KQJ4 T85.AK83.J43.632 | 1C-P-1H-P-2N-P-3N
172   S  3N-S                    J9.KJ87.T8532.K8 T63.942.J64.AJ53 AQ54.AT.AKQ.7642 K872.Q653.97.QT9 | 1C-P-1D-P-2N-P-3H-P-3S-P-3N
173   S  3N-S                    J5.AK63.97652.82 Q9762.Q5.Q8.T953 AK4.984.J43.AKQJ T83.JT72.AKT.764 | 1C-P-1D-P-2N-P-3H-P-3N
174   S  2N-S                    T954.AQ7.9654.T4 Q83.T543.QJT.Q52 K6.KJ8.A73.AKJ83 AJ72.962.K82.976 | 1C-P-1S-P-2N
175   S  3N-S                    KQ63.J3.8643.J64 952.9876.A95.Q73 AJT.KT2.K2.AKT95 874.AQ54.QJT7.82 | 1C-P-1S-P-2N-P-3N
176   S  2S-S                    AT92.JT93.QT74.4 KQ6.752.J62.KJ53 J754.A6.A3.A8762 83.KQ84.K985.QT9 | 1C-P-1H-P-1S-P-2S
177   S  3N-S                    KJ72.JT9.Q875.95 QT5.A865.K96.J84 A94.Q43.AT.AKQ63 863.K72.J432.T72 | 1C-P-1S-P-2N-P-3N
178   S  1N-S                    T986.54.QJ42.KJ7 QJ74.K97.AT75.94 K3.A632.K96.AT85 A52.QJT8.83.Q632 | 1C-P-1S-P-1N
179   S  1N-S                    Q764.JT3.AJT4.T7 T83.A64.KQ93.J64 A5.K985.852.AK93 KJ92.Q72.76.Q852 | 1C-P-1S-P-1N
180   S  3N-S                    T642.K3.K743.QT6 8753.A96.862.J53 AQJ.Q872.Q9.AK72 K9.JT54.AJT5.984 | 1C-P-1S-P-2N-P-3N
181   S  3N-N                    85.T985.AJ43.KT9 KQ96.643.KT97.85 AJ72.A72.Q.AQJ64 T43.KQJ.8652.732 | 1C-P-1H-P-2S-P-3N
182   S  1N-S                    Q852.A63.6542.J5 AJ73.J75.JT7.KT4 T.Q94.AKQ8.Q9872 K964.KT82.93.A63 | 1C-P-1S-P-1N
183   S  3N-S                    J4.KQ52.Q954.T53 K875.A76.T7.Q862 AT32.J4.AJ8.AKJ9 Q96.T983.K632.74 | 1C-P-1H-P-2N-P-3N
184   S  2N-S                    52.T872.AT742.98 K863.Q654.KJ.T74 JT94.AK9.Q6.AKQ2 AQ7.J3.9853.J653 | 1C-P-1D-P-2N
185   S  3N-N                    T8.QT65.KT87.T76 KQ52.732.Q643.84 J976.AK9.9.AKQJ5 A43.J84.AJ52.932 | 1C-P-1H-P-2S-P-2N-P-3N
186   S  5D-N                    8642.K2.QJT73.K7 Q953.QT643.5.854 A7.AJ.AK92.QJT93 KJT.9875.864.A62 | 1C-P-1D-P-5D
187   S  4H-N                    KQ82.QT94.T982.6 T76.J3.J64.QT932 AJ9.A652.K3.AK54 543.K87.AQ75.J87 | 1C-P-1H-P-4H
188   S  1N-S                    K852.K762.T983.T T9.QT98.AJ6.K743 A43.J4.KQ7.A9865 QJ76.A53.542.QJ2 | 1C-P-1H-P-1N
189   S  1N-S                    JT64.J43.AQ43.T9 Q875.AT62.J65.K7 A.KQ9.KT98.J8532 K932.875.72.AQ64 | 1C-P-1S-P-1N
190   S  3N-S                    KJ76.85.T8654.A4 98543.T74.A73.Q5 AQT.AKQ2.QJ.J762 2.J963.K92.KT983 | 1C-P-1D-P-2N-P-3S-P-3N
191   S  3N-N                    A985.Q54.T952.Q7 QJT7.T73.A43.864 K2.K962.QJ.AKJ93 643.AJ8.K876.T52 | 1C-P-1S-P-2H-P-3N
192   S  4H-S                    96542.QJT2.Q943. KT8.A3.J875.T874 AJ3.K876.A.KQ632 Q7.954.KT62.AJ95 | 1C-P-1S-P-2H-P-3H-P-4H
193   S  3N-S                    K964.972.A985.52 873.K543.J42.A43 J2.AQJT.KQ7.KQ97 AQT5.86.T63.JT86 | 1C-P-1S-P-2N-P-3N
194   S  4S-S                    J962.QT875.8765. K75.J62.932.AQ85 AQT3.A3.KJ.KJT64 84.K94.AQT4.9732 | 1C-P-1H-P-2S-P-4S
195   S  1N-S                    AJT5.T8.QT93.875 K964.K76.K842.32 Q73.Q543.J6.AKQT 82.AJ92.A75.J964 | 1C-P-1S-P-1N
196   S  1N-N                    982.A985.8532.AJ K4.KJT7.QT7.T743 AQ63.Q3.K94.Q982 JT75.642.AJ6.K65 | 1C-P-1H-P-1S-P-1N
197   S  2H-N                    Q82.T542.KJ98.83 KT54.J8.AQ5.T954 A96.KQ93.T3.AJ62 J73.A76.7642.KQ7 | 1C-P-1H-P-2H
198   S  3C-S                    Q543.T92.AT72.Q8 98.KQ76.K943.JT4 K76.AJ8.J.AK9763 AJT2.543.Q865.52 | 1C-P-1S-P-3C
199   S  1N-S                    JT86.KQ5.J9762.3 A972.A6.Q43.T742 KQ3.9832.K5.KQ86 54.JT74.AT8.AJ95 | 1C-P-1D-P-1N
200   S  3N-S                    A92.8643.K842.54 T65.QJ92.96.QT93 Q74.A7.AJT.AKJ87 KJ83.KT5.Q753.62 | 1C-P-1H-P-2N-P-3N
201   S  3N-S                    AQ87.87.J9873.64 J5.Q42.QT62.9853 K92.AK63.K4.KQT2 T643.JT95.A5.AJ7 | 1C-P-1D-P-2N-P-3S-P-3N
202   S  1N-N                    QJ3.T984.QT86.A9 96.J72.A953.KQ65 KT87.AK5.K7.T843 A542.Q63.J42.J72 | 1C-P-1H-P-1S-P-1N
203   S  1N-N                    J72.K875.K754.Q8 K965.AJ63.T92.52 AQT4.Q.A86.KJ976 83.T942.QJ3.AT43 | 1C-P-1H-P-1S-P-1N
204   S  3N-N                    AQ54.J76.JT52.84 982.Q93.Q963.K75 T3.AK85.A.AJT962 KJ76.T42.K874.Q3 | 1C-P-1S-P-2H-P-3N
205   S  2N-S                    QT85.QT2.J832.73 J97.7653.Q5.KQ82 AK.K4.K976.AJT65 6432.AJ98.AT4.94 | 1C-P-1S-P-2N
206   S  3N-S                    JT75.73.AJ874.62 KQ9.8654.T5.JT94 863.AKT.KQ6.AK87 A42.QJ92.932.Q53 | 1C-P-1D-P-2N-P-3N
207   S  4S-N                    K975.83.87532.A3 T63.9742.A4.9642 AJ84.AQ5.KT.KQT8 Q2.KJT6.QJ96.J75 | 1C-P-1D-P-2N-P-3S-P-4S
208   S  1N-N                    J4.AT62.T742.A95 QT92.J74.KQ5.Q64 K653.Q8.A96.KJ87 A87.K953.J83.T32 | 1C-P-1H-P-1S-P-1N
209   S  2H-N                    KQ5.JT54.9753.54 A3.862.AT42.QT97 8742.A973.QJ.AK6 JT96.KQ.K86.J832 | 1C-P-1H-P-2H
210   S  2N-S                    JT72.J94.9754.A5 K43.852.Q3.T7643 AQ6.K63.AKT.QJ98 985.AQT7.J862.K2 | 1C-P-1S-P-2N
211   S  3H-N                    98.K964.Q863.Q97 KT62.J83.JT5.KJ6 Q73.AT52.A4.A542 AJ54.Q7.K972.T83 | 1C-P-1H-P-3H
212   S  2N-S                    Q95.9654.A762.T4 64.KT.QT85.J9872 AK82.A83.KJ.K653 JT73.QJ72.943.AQ | 1C-P-1H-P-2N
213   S  3C-S                    854.JT54.K8432.5 QT97.Q62.Q7.AT76 A3.AK.J95.KQ9842 KJ62.9873.AT6.J3 | 1C-P-1D-P-3C
214   S  2N-S                    K87.J532.J6543.9 Q94.K87.A987.JT8 AJ5.AT94.KQ.KQ74 T632.Q6.T2.A6532 | 1C-P-1D-P-2N
215   S  3N-S                    J75.T943.K432.K5 A62.862.JT7.J763 KQ84.K5.A98.AQT9 T93.AQJ7.Q65.842 | 1C-P-1H-P-2N-P-3N
216   S  3N-S                    AT8.9754.KJ82.94 Q976.KQ62.53.653 K3.A3.AQ9.AKJ872 J542.JT8.T764.QT | 1C-P-1H-P-3N
217   S  1N-S                    AT63.K94.8653.J4 542.Q7.KQ42.K653 KQ8.AT65.9.AT987 J97.J832.AJT7.Q2 | 1C-P-1S-P-1N
218   S  3N-S                    Q87.9653.AQ96.T6 J93.872.J84.AJ98 KT2.AKQ.KT7.K754 A654.JT4.532.Q32 | 1C-P-1H-P-2N-P-3N
219   S  1N-S                    A53.6432.QT75.K9 K74.KT97.J862.J2 QT2.A8.K43.AT853 J986.QJ5.A9.Q764 | 1C-P-1H-P-1N
220   S  3N-S                    KT53.A2.8432.T97 Q964.J875.T97.QJ A7.KT3.KQ5.AK543 J82.Q964.AJ6.862 | 1C-P-1S-P-2N-P-3N
221   S  3S-N                    8643.J63.AQ92.J6 KT9.A985.T43.T84 AJ52.K7.J5.AQ973 Q7.QT42.K876.K52 | 1C-P-1S-P-3S
222   S  1N-S                    74.T542.AQ654.T6 KQJ3.K973.T98.J2 AT98.Q.K72.KQ754 652.AJ86.J3.A983 | 1C-P-1D-P-1N
223   S  1N-S                    Q942.83.AQT3.T96 AKJ3.J52.98.J854 85.AKT6.J76.AQ32 T76.Q974.K542.K7 | 1C-P-1S-P-1N
224   S  1N-S                    K963.952.QJ64.QJ A742.Q84.K852.98 T5.JT3.A93.AKT76 QJ8.AK76.T7.5432 | 1C-P-1S-P-1N
225   S  3N-S                    843.AQ95.J982.86 KT96.J8.QT7.T943 AQ72.K64.A6.KQ72 J5.T732.K543.AJ5 | 1C-P-1H-P-2N-P-3N
226   S  2C-S                    J3.QJ76.Q987.Q84 KT84.A932.652.K3 A92.K8.43.AJT952 Q765.T54.AKJT.76 | 1C-P-1H-P-2C
227   S  6S-N                    8642.K6.KJ74.Q94 T75.943.Q9865.T6 AKQ3.AT87.A.K732 J9.QJ52.T32.AJ85 | 1C-P-1S-P-4D=1=-P-4H-P-4N-P-5C=2=-P-6S | Splinter | A=0/5 or 3/5
228   S  4S-N                    KT84.T42.KT85.T2 953.Q953.A742.94 AQJ6.AJ6.J.AQJ85 72.K87.Q963.K763 | 1C-P-1S-P-4D=1=-P-4S | Splinter
229   S  3N-S                    J53.J953.KT62.KT T92.A87.A873.J82 KQ4.KQ.QJ9.AQ654 A876.T642.54.973 | 1C-P-1H-P-2N-P-3N
230   S  3N-S                    T954.T986.KJ62.7 J83.J32.853.KJ64 AQ7.KQ.AQ.AT9532 K62.A754.T974.Q8 | 1C-P-1H-P-3N
231   S  2C-S                    T96.8543.AT82.K4 J875.KQT.763.AT3 AKQ.96.Q4.Q97652 432.AJ72.KJ95.J8 | 1C-P-1H-P-2C
232   S  1N-S                    J5.AJ98.JT875.97 AT42.QT.A963.652 K96.K752.K2.KQT3 Q873.643.Q4.AJ84 | 1C-P-1D-P-1N
233   S  4S-N                    T872.J7.KJT5.A86 A53.984.A976.732 KQ94.AKT3.8.KQT5 J6.Q652.Q432.J94 | 1C-P-1S-P-4D=1=-P-4H-P-4S | Splinter
234   S  3C-S                    J2.8653.AQJ86.73 T85.QT92.KT754.Q A964.AK.9.KJT862 KQ73.J74.32.A954 | 1C-P-1D-P-3C
235   S  2N-S                    J62.QT98.KT842.4 A97.J753.Q6.QJ93 K5.A62.A95.AKT65 QT843.K4.J73.872 | 1C-P-1D-P-2N
236   S  2H-N                    K97.J982.T843.A4 QJ53.Q75.K92.T62 T42.AKT3.AJ.Q953 A86.64.Q765.KJ87 | 1C-P-1H-P-2H
237   S  3N-S                    AT96.QT7.8642.62 874.K982.QT93.73 KJ.A54.AJ.KQJ954 Q532.J63.K75.AT8 | 1C-P-1S-P-3N
238   S  4S-N                    K8732.J872.9754. QT.965.KQ86.QJ83 AJ96.KQ.AT.A7654 54.AT43.J32.KT92 | 1C-P-1S-P-4S
239   S  2S-N                    A975.973.A963.54 432.JT64.KQT2.A8 KQJ8.AQ5.4.T9632 T6.K82.J875.KQJ7 | 1C-P-1S-P-2S
240   S  3D-S                    JT9.A873.T762.72 6532.JT42.Q8.AQ9 KQ7.9.AKJ9.KT854 A84.KQ65.543.J63 | 1C-P-1H-P-2D-P-3D
241   S  1N-S                    9763.T52.AQ86.K4 Q52.Q643.KT2.J93 KJ4.AJ7.54.AT876 AT8.K98.J973.Q52 | 1C-P-1S-P-1N
242   S  3N-N                    62.A653.QJ84.953 J98.JT982.K972.2 AKT4.Q7.A.KQJT87 Q753.K4.T653.A64 | 1C-P-1H-P-2S-P-3N
243   S  1N-S                    QJ87.A6.JT842.53 K52.Q843.KQ.T762 T3.KT72.A97.AJ84 A964.J95.653.KQ9 | 1C-P-1D-P-1N
244   S  4S-N                    Q652.Q6.J875.K93 8.JT85.A964.QT85 AJ93.AK.Q2.A7642 KT74.97432.KT3.J | 1C-P-1S-P-4S
245   S  3N-S                    65.KT72.KT96.JT7 QT93.Q983.J54.42 872.AJ.A82.AKQ65 AKJ4.654.Q73.983 | 1C-P-1H-P-2N-P-3N
246   S  2N-S                    T742.94.KQ842.95 KJ98.KT7.T63.T42 Q3.QJ83.A95.AKQ3 A65.A652.J7.J876 | 1C-P-1D-P-2N
247   S  1N-S                    KT64.873.QJT7.J7 J98.Q4.9543.AQT6 A2.KJ96.K6.K8542 Q753.AT52.A82.93 | 1C-P-1S-P-1N
248   S  4S-N                    Q763.J65.KJ65.72 A54.QT73.T732.QT KJ92.A2.8.AKJ854 T8.K984.AQ94.963 | 1C-P-1S-P-4S
249   S  2N-S                    QJ9.J752.J7643.8 K532.QT6.K8.QT54 764.A84.AQ5.AKJ2 AT8.K93.T92.9763 | 1C-P-1D-P-2N
250   S  1N-S                    A75.9643.K984.42 J986.Q752.32.AK9 K32.AJ8.QJ7.QT75 QT4.KT.AT65.J863 | 1C-P-1H-P-1N
251   S  1N-S                    QT.KJ98.JT873.J3 9543.Q653.92.KQ4 AKJ8.T.K65.AT875 762.A742.AQ4.962 | 1C-P-1D-P-1N
252   S  1N-S                    AJ43.J65.Q985.64 KQT8.A742.J63.85 95.KQ83.A7.AJT32 762.T9.KT42.KQ97 | 1C-P-1S-P-1N
253   S  3N-S                    J972.J3.Q983.A85 Q6.Q54.KJ76.JT94 AKT.AK76.42.KQ76 8543.T982.AT5.32 | 1C-P-1S-P-2N-P-3N
254   S  3N-S                    9652.J76.QJ72.K5 Q4.953.AT6.JT942 KJ.AQT2.K83.AQ87 AT873.K84.954.63 | 1C-P-1S-P-2N-P-3N
255   S  2C-S                    KJ.J952.J543.KT6 QT85.873.Q96.AQ9 A3.AQ6.KT.J87432 97642.KT4.A872.5 | 1C-P-1H-P-2C
256   S  4S-S                    QJ82.5.AT872.752 63.Q6432.653.K94 AK74.A97.J.AQJ83 T95.KJT8.KQ94.T6 | 1C-P-1D-P-2S-P-4S
257   S  2S-N                    AT84.K52.9654.94 J73.A943.J2.A873 K652.QJ.AT8.KT62 Q9.T876.KQ73.QJ5 | 1C-P-1S-P-2S
258   S  3N-S                    KJ76.J7.QT62.JT7 9842.T95.93.A632 AT.AQ86.AJ7.K984 Q53.K432.K854.Q5 | 1C-P-1S-P-2N-P-3N
259   S  2N-S                    K532.62.9832.K97 86.AJT9.JT64.A42 AJT.K53.AK5.QJ53 Q974.Q874.Q7.T86 | 1C-P-1S-P-2N
260   S  1N-N                    T.Q654.Q842.K654 A984.AJ87.J96.98 KQ72.2.KT3.AQJT7 J653.KT93.A75.32 | 1C-P-1H-P-1S-P-1N
261   S  1N-S                    74.T753.K863.KT3 A865.AQ64.752.95 KJ2.982.AQ9.A762 QT93.KJ.JT4.QJ84 | 1C-P-1H-P-1N
262   S  3N-N                    KQJ8.983.T854.K7 A954.T4.962.QJT2 T6.AQ75.AK.A8654 732.KJ62.QJ73.93 | 1C-P-1S-P-2H-P-3N
263   S  1N-S                    942.K743.A8732.4 Q83.AJT9.64.6532 AKT7.Q6.KT.AJ987 J65.852.QJ95.KQT | 1C-P-1D-P-1N
264   S  1N-S                    9742.32.T543.AK4 T63.A854.AQ6.T53 AQ5.QT9.K2.Q8762 KJ8.KJ76.J987.J9 | 1C-P-1S-P-1N
265   S  1N-N                    32.Q653.AT64.Q53 KT4.T972.KQ9.J96 AJ65.J84.J7.AK72 Q987.AK.8532.T84 | 1C-P-1H-P-1S-P-1N
266   S  2C-S                    T8.Q432.AT64.J83 K643.T97.KQJ2.65 752.AJ.97.AKQT94 AQJ9.K865.853.72 | 1C-P-1H-P-2C
267   S  3N-S                    KJ5.KT87.J743.85 T97.964.K98.AJT7 A84.AJ2.AQT.K963 Q632.Q53.652.Q42 | 1C-P-1H-P-2N-P-3N
268   S  6C-S                    AJ93.875.J854.Q3 QT765.A64.T93.T5 .KJ3.AK76.AK9762 K842.QT92.Q2.J84 | 1C-P-1S-P-3N-P-4C-P-4N-P-5D=1=-P-6C | A=1/5 or 4/5
269   S  3N-S                    J32.Q754.AJ53.32 A87.632.42.QT985 954.AKJ.Q96.AKJ6 KQT6.T98.KT87.74 | 1C-P-1H-P-2N-P-3N
270   S  4H-N                    A632.JT94.J864.T KT4.72.Q9753.Q65 J9.AQ65.KT.AK743 Q875.K83.A2.J982 | 1C-P-1H-P-4H
271   S  2S-N                    KT42.AT9.T872.Q3 J8.Q865.Q543.A75 A965.J43.K6.KJT8 Q73.K72.AJ9.9642 | 1C-P-1S-P-2S
272   S  3N-S                    KQ82.J2.J732.875 T96.T743.AQ64.J4 A3.K95.K95.AKQT9 J754.AQ86.T8.632 | 1C-P-1S-P-2N-P-3N
273   S  4S-N                    Q765.72.QT42.A92 JT92.K83.K76.QJ3 AK43.AQJ.J3.K854 8.T9654.A985.T76 | 1C-P-1S-P-4S
274   S  1N-S                    T975.J87.K932.KT AQ84.T52.QT6.Q98 632.AQ9.A85.A643 KJ.K643.J74.J752 | 1C-P-1S-P-1N
275   S  1N-N                    A2.JT52.AT65.964 T876.AQ6.984.K82 KJ53.83.Q73.AQJ3 Q94.K974.KJ2.T75 | 1C-P-1H-P-1S-P-1N
276   S  1N-S                    AJ98.Q92.J632.53 KQ54.K54.T74.Q86 632.J63.KQ.AK974 T7.AT87.A985.JT2 | 1C-P-1S-P-1N
277   S  4H-N                    754.JT42.AQJ2.T3 J9.K9.T9875.K962 AKT2.A873..AQJ85 Q863.Q65.K643.74 | 1C-P-1H-P-4D=1=-P-4H | Splinter
278   S  4D-N                    K97.QT65.QT842.2 8543.A874.A6.986 QT2.J.KJ75.AKQJ5 AJ6.K932.93.T743 | 1C-P-1D-P-3D-P-4D
279   S  3N-S                    873.AT96.KJ97.83 T642.J73.54.KJT5 A9.Q2.AQ82.AQ942 KQJ5.K854.T63.76 | 1C-P-1H-P-2N-P-3N
280   S  3N-S                    K76.J753.KT983.J T983.Q96.62.KQ93 AJ42.AK.Q54.A852 Q5.T842.AJ7.T764 | 1C-P-1D-P-2N-P-3H-P-3S-P-3N
281   S  3N-S                    963.QJ87.AJT6.53 AT5.T952.K95.JT7 Q87.AK4.Q32.AK82 KJ42.63.874.Q964 | 1C-P-1H-P-2N-P-3N
282   S  3N-S                    T954.K43.A976.53 72.986.5432.AT84 KQJ.AQ2.KQJ.J962 A863.JT75.T8.KQ7 | 1C-P-1S-P-2N-P-3N
283   S  4S-N                    T973.Q4.QT32.Q86 QJ6.K763.K75.975 AK42.AJT9.A9.K43 85.852.J864.AJT2 | 1C-P-1S-P-4S
284   S  3C-S                    K92.9872.KJ73.Q2 AJ73.JT.T964.JT5 T4.AK3.Q2.AK8643 Q865.Q654.A85.97 | 1C-P-1H-P-3C
285   S  2N-S                    8.J754.KJ86.J942 J962.Q2.QT72.KQ8 KT74.AK9.A4.A753 AQ53.T863.953.T6 | 1C-P-1H-P-2N
286   S  3N-S                    A854.65.K653.T42 JT32.AT42.T7.863 Q76.K73.AJ8.AKQ7 K9.QJ98.Q942.J95 | 1C-P-1S-P-2N-P-3N
287   S  2C-S                    T53.QJT3.9643.A4 QJ82.A964.K85.T7 K7.K.AJT7.K98532 A964.8752.Q2.QJ6 | 1C-P-1H-P-2C
288   S  2N-S                    T985.K6.J862.QT2 AK63.754.T3.7653 QJ.AQT2.K97.AK94 742.J983.AQ54.J8 | 1C-P-1S-P-2N
289   S  3N-S                    J843.KJ87.J865.8 AT62.532.QT3.Q96 KQ9.A94.A.AK7543 75.QT6.K9742.JT2 | 1C-P-1H-P-3N
290   S  1N-S                    K965.K864.J983.2 AQ72.932.KT4.T65 J43.QJ5.A7.AQ743 T8.AT7.Q652.KJ98 | 1C-P-1H-P-1N
291   S  3N-N                    A92.J986.J643.65 Q76.7543.KT72.JT KJT8.K.A9.AKQ942 543.AQT2.Q85.873 | 1C-P-1H-P-2S-P-3N
292   S  1N-N                    A4.T975.KQ72.865 Q93.A42.643.KT97 T762.KQJ.J9.AQJ3 KJ85.863.AT85.42 | 1C-P-1H-P-1S-P-1N
293   S  3N-N                    AT6.QJT7.J972.T2 Q85.98642.Q4.Q97 K732.A.K83.AKJ86 J94.K53.AT65.543 | 1C-P-1H-P-2S-P-3N
294   S  3C-S                    T754.Q76.KT64.Q5 J632.A42.J852.A8 AQ.JT9.A9.KJT632 K98.K853.Q73.974 | 1C-P-1S-P-3C
295   S  3N-S                    K975.A6.JT97.JT9 862.K85.K862.654 AJ4.QJ3.A53.AQ72 QT3.T9742.Q4.K83 | 1C-P-1S-P-2N-P-3N
296   S  3N-S                    K.J975.Q642.J965 8753.KT4.J83.QT3 AJ42.A3.AK7.K742 QT96.Q862.T95.A8 | 1C-P-1H-P-2N-P-3D-P-3S-P-3N
297   S  3N-S                    863.KJ54.A943.J6 J754.T872.KJ.T83 KQ2.A9.T75.AKQ74 AT9.Q63.Q862.952 | 1C-P-1H-P-2N-P-3N
298   S  1N-N                    K87.T973.A862.J5 T952.KJ86.KT4.K2 AJ64.A.J95.AT987 Q3.Q542.Q73.Q643 | 1C-P-1H-P-1S-P-1N
299   S  3N-S                    KJT.J972.QT84.74 Q2.A85.763.JT865 A843.KQ3.KJ.KQ32 9765.T64.A952.A9 | 1C-P-1H-P-2N-P-3N
300   S  3N-S                    Q642.52.98763.KJ KJ73.K76.J2.T954 A8.AQ93.K54.AQ76 T95.JT84.AQT.832 | 1C-P-1D-P-2N-P-3N
301   S  3N-S                    Q432.K6.Q853.Q85 A987.A852.JT7.T2 KJ.Q74.A92.AKJ74 T65.JT93.K64.963 | 1C-P-1S-P-2N-P-3N
302   S  1N-S                    J52.KJ96.QJ64.92 T93.T85.AK32.JT8 KQ6.A43.98.KQ743 A874.Q72.T75.A65 | 1C-P-1H-P-1N
303   S  4H-N                    JT2.KT92.J853.A8 63.Q86.AQ94.6532 KQ95.A754.KT.KQJ A874.J3.762.T974 | 1C-P-1H-P-4H
304   S  4H-N                    Q8.J853.A9753.76 A65.T92.QJ64.J53 KJ42.A764.K.AKT9 T973.KQ.T82.Q842 | 1C-P-1D-P-2N-P-3H-P-4H
305   S  1N-S                    J753.K72.T842.A2 KQ4.QJ98.Q73.T85 AT8.A63.K95.Q643 962.T54.AJ6.KJ97 | 1C-P-1S-P-1N
306   S  3N-S                    KJ94.QJ87.7654.T T63.T92.Q98.QJ43 A7.AK3.KJ3.A8762 Q852.654.AT2.K95 | 1C-P-1H-P-2N-P-3N
307   S  2N-N                    Q63.KJT5.8653.96 7542.9764.AT.Q32 AKJ8.8.QJ2.AKT74 T9.AQ32.K974.J85 | 1C-P-1H-P-2S-P-2N
308   S  1N-S                    QJT6.T4.KJ952.T7 A852.Q753.T7.654 7.AJ96.A43.AKJ32 K943.K82.Q86.Q98 | 1C-P-1D-P-1N
309   S  2N-S                    JT97.92.KT842.Q2 632.QJ5.Q95.A953 AK.A74.A63.KJT86 Q854.KT863.J7.74 | 1C-P-1D-P-2N
310   S  3N-S                    JT86.K942.QT853. 532.A85.A62.9862 KQ.J76.KJ7.AKJ74 A974.QT3.94.QT53 | 1C-P-1D-P-2N-P-3N
311   S  1N-S                    J9.AT53.T764.J96 AT82.Q987.J8.KT3 Q73.J.AQ92.AQ874 K654.K642.K53.52 | 1C-P-1H-P-1N
312   S  3N-S                    Q976.AJ9.T9632.8 KJT.Q764.54.T542 A84.85.AJ7.AKQ96 532.KT32.KQ8.J73 | 1C-P-1D-P-2N-P-3S-P-3N
313   S  3N-S                    QJ32.AT64.T762.4 T9.J853.Q984.KJ2 K64.K92.AK.AQT97 A875.Q7.J53.8653 | 1C-P-1H-P-2N-P-3N
314   S  2N-N                    QT8.JT54.QJ94.42 K4.9632.7532.KJ8 AJ92.Q7.A6.AQ753 7653.AK8.KT8.T96 | 1C-P-1H-P-1S-P-1N-P-2N
315   S  4S-S                    965.KJ74.A742.65 K2.Q963.J863.Q98 AQJT4.5.9.AKJT42 873.AT82.KQT5.73 | 1C-P-1H-P-1S-P-1N-P-4S
316   S  2N-S                    T73.T653.AQ75.74 Q62.J974.K98.932 AKJ8.A2.642.AQJ8 954.KQ8.JT3.KT65 | 1C-P-1H-P-2N
317   S  1N-S                    J532.QT5.QT83.K8 KT8.7432.KJ94.QT A94.KJ8.76.AJ643 Q76.A96.A52.9752 | 1C-P-1S-P-1N
318   S  3D-N                    J654.J742.A9542. KT8.T65.QJT.AT95 A3.KQ.K863.KQ762 Q972.A983.7.J843 | 1C-P-1D-P-3D
319   S  4H-N                    Q62.QJ75.K762.T9 K73.T83.QJ93.J62 AJT8.A962.A4.KQ3 954.K4.T85.A8754 | 1C-P-1H-P-4H
320   S  2C-S                    85.K943.QJ532.52 KQ64.75.K976.Q97 AJT7.Q62..AKJT86 932.AJT8.AT84.43 | 1C-P-1D-P-2C
321   S  3N-S                    QJ6.QJ97.Q653.53 9875.KT865.97.AT K32.A3.AKJ.KJ987 AT4.42.T842.Q642 | 1C-P-1H-P-2N-P-3N
322   S  4S-N                    J876.T64.AK86.54 3.K532.Q52.J9832 AK92.Q7.T73.AKQ6 QT54.AJ98.J94.T7 | 1C-P-1S-P-4S
323   S  2N-S                    J643.64.J986.A82 T752.K83.K432.K7 AK9.AQJ7.A7.JT54 Q8.T952.QT5.Q963 | 1C-P-1S-P-2N
324   S  2N-S                    864.T853.KJ943.5 QT7.AJ92.QT7.863 A93.KQ4.86.AKQJ9 KJ52.76.A52.T742 | 1C-P-1D-P-2N
325   S  2N-S                    K643.4.JT943.J64 J982.A75.A65.T53 Q7.KQJ6.Q72.AKQ8 AT5.T9832.K8.972 | 1C-P-1D-P-2N
326   S  3N-S                    A932.J9.T642.Q97 765.754.AJ7.KJ84 QJ4.AQ83.KQ.A632 KT8.KT62.9853.T5 | 1C-P-1S-P-2N-P-3N
327   S  1N-N                    T92.KJ64.QJ95.J7 643.AT82.74.KQ42 AKJ7.93.A6.AT983 Q85.Q75.KT832.65 | 1C-P-1H-P-1S-P-1N
