../bba/Spiral_Raises_with_3.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
156   S  3N-N                    K982.A964.4.AQ92 QT76.Q52.T8.KJ84 AJ3.JT8.AKJ763.3 54.K73.Q952.T765 | 1D-P-1H-P-2D-P-3N
157   S  3N-S                    AK84.KQ8.9843.92 J75.T3.AK52.JT86 T93.A642.7.AKQ75 Q62.J975.QJT6.43 | 1C-P-1S-P-1N-P-3N
158   S  2N-N                    AJ76.T642.6.AQ74 Q93.AJ.J973.T962 KT2.KQ9.AT8542.3 854.8753.KQ.KJ85 | 1D-P-1H-P-2D-P-2N
159   S  3N-S                    AQ75.AK4.54.T654 J32.96.J872.AQ72 KT9.QT83.AKT96.J 864.J752.Q3.K983 | 1D-P-1S-P-1N-P-3N
160   S  3N-S                    Q953.874.AKQ5.J8 72.KJT.JT62.A973 AT6.A632.9.KQT42 KJ84.Q95.8743.65 | 1C-P-1S-P-1N-P-2N-P-3S-P-3N
161   S  2N-S                    AJT9.K75.53.KT63 8653.A43.K7.7542 K74.QJ82.AQT64.8 Q2.T96.J982.AQJ9 | 1D-P-1S-P-1N-P-2N
162   S  3N-N                    Q92.QT72.A9.KJ97 T5.9653.J42.AT54 J876.AK8.KQ753.2 AK43.J4.T86.Q863 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
163   S  3N-N                    AQ86.Q975.8.KQ75 K74.JT42.AQ7.T98 JT3.A63.KT6543.A 952.K8.J92.J6432 | 1D-P-1H-P-2D-P-3N
164   S  3N-N                    976.AK92.AQ54.94 QT5.J87.KT76.652 A42.T54.8.AKQ873 KJ83.Q63.J932.JT | 1C-P-1H-P-2C-P-3N
165   S  4S-N                    KT63.QJ6.K92.KJ7 84.K754.87.Q8632 A92.A832.AJ643.T QJ75.T9.QT5.A954 | 1D-P-1S-P-1N-P-3N-P-4S
166   S  3N-N                    973.AKJ5.QJ5.J85 A42.T42.T764.KQ4 KQJ6.873.K.AT632 T85.Q96.A9832.97 | 1C-P-1H-P-1S-P-2N-P-3H-P-3N
167   S  3N-S                    AJ54.432.K643.A2 Q9.8765.A9872.94 K87.KQJT.J.QJT65 T632.A9.QT5.K873 | 1C-P-1S-P-1N-P-3N
168   S  3D-S                    QT92.J96.A7.A942 AJ64.T72.64.KQT7 K85.KQ4.KJT983.6 73.A853.Q52.J853 | 1D-P-1S-P-2D-P-3D
169   S  3N-N                    Q53.K863.A4.K963 K987.J7.62.QT875 JT2.AQ9.QJT985.A A64.T542.K73.J42 | 1D-P-1H-P-2D-P-3N
170   S  4H-N                    AJ4.QT53.QT72.A3 Q652.97.KJ95.T75 9873.A84.A.KQ986 KT.KJ62.8643.J42 | 1C-P-1H-P-1S-P-3N-P-4H
171   S  3N-N                    J96.AK85.J954.K5 AT53.Q4.QT32.JT2 Q872.J97.A.AQ983 K4.T632.K876.764 | 1C-P-1H-P-1S-P-2N-P-3H-P-3N
172   S  3N-N                    A62.A953.JT8.KJ3 JT5.K2.954.T9875 KQ43.QJ8.AQ732.4 987.T764.K6.AQ62 | 1D-P-1H-P-1S-P-3N
173   S  3N-N                    K753.654.AK74.QT J6.A732.QJ65.953 A82.QJ9.3.AJ8642 QT94.KT8.T982.K7 | 1C-P-1S-P-2C-P-3N
174   S  3N-N                    865.AK93.AQ4.T95 KJ93.764.J972.K2 Q742.JT8.K.AQ843 AT.Q52.T8653.J76 | 1C-P-1H-P-1S-P-3N
175   S  2N-S                    Q983.J95.Q9.AKT9 T75.A864.K85.Q84 AKJ.KT73.JT432.2 642.Q2.A76.J7653 | 1D-P-1S-P-1N-P-2N
176   S  3N-N                    J63.A984.AK92.T4 Q97.632.T7654.A3 AK42.JT7.J.KJ765 T85.KQ5.Q83.Q982 | 1C-P-1H-P-1S-P-2N-P-3H-P-3N
177   S  3N-N                    J94.KJT5.K92.QJ8 62.A983.JT863.T9 AKQ5.Q72.5.K7543 T873.64.AQ74.A62 | 1C-P-1H-P-1S-P-2N-P-3H-P-3N
178   S  3N-N                    K532.J852.AJ85.K 864.AT.QT74.Q762 QJT.KQ3.3.AJ9843 A97.9764.K962.T5 | 1C-P-1H-P-2C-P-3N
179   S  3N-N                    J762.AK75.5.QJ43 A984.T9.KT3.K652 KQ3.Q32.AQ9642.7 T5.J864.J87.AT98 | 1D-P-1H-P-2D-P-2N-P-3H-P-3N
180   S  3N-N                    AJ6.JT75.72.AJ98 Q92.Q62.AT6.6432 T43.AK3.KQJ843.7 K875.984.95.KQT5 | 1D-P-1H-P-2D-P-2N-P-3H-P-3N
181   S  3N-S                    A754.T96.J9.AQT5 JT3.8742.62.KJ94 K86.KQJ3.KQT73.8 Q92.A5.A854.7632 | 1D-P-1S-P-1N-P-2N-P-3S-P-3N
182   S  3D-S                    A984.KJT.K32.952 KJ6.742.Q96.QJ73 T32.A93.AJT854.A Q75.Q865.7.KT864 | 1D-P-1S-P-2D-P-3D
183   S  3N-S                    AKQ7.T53.75.KJ54 8532.Q2.J86.AQ92 T64.A764.AKQT2.8 J9.KJ98.943.T763 | 1D-P-1S-P-1N-P-3N
184   S  4S-N                    Q976.KQ2.54.KQJ3 KT.J973.87.T9642 A82.A864.KQ632.5 J543.T5.AJT9.A87 | 1D-P-1S-P-1N-P-3N-P-4S
185   S  3N-N                    KT8.AQ83.T4.QJ42 A96.95.983.K9865 Q754.KJ6.AKJ765. J32.T742.Q2.AT73 | 1D-P-1H-P-1S-P-3N
186   S  3N-N                    QJ5.AT95.QJ76.Q4 T972.76.K985.AK7 AK6.KQJ.4.J98652 843.8432.AT32.T3 | 1C-P-1H-P-2C-P-3N
187   S  3N-N                    A53.KT93.AQ76.63 T6.QJ84.KT53.K85 KQ97.A65.2.QJ742 J842.72.J984.AT9 | 1C-P-1H-P-1S-P-3N
188   S  2C-S                    T965.AKJ2.A962.7 KJ2.QT9.QJT8.J42 A84.854.5.AKQT63 Q73.763.K743.985 | 1C-P-1H-P-2C
189   S  3N-N                    T83.AKJT.82.KJ63 K975.Q63.76.T942 AQ42.987.KQJ54.Q J6.542.AT93.A875 | 1D-P-1H-P-1S-P-3N
190   S  3N-S                    AK52.Q96.J4.QJT4 T7.JT54.AT5.A763 864.AK73.KQ832.8 QJ93.82.976.K952 | 1D-P-1S-P-1N-P-3N
191   S  3N-N                    KQT7.J762.AJ6.T9 AJ83.Q3.QT32.873 952.AK9.4.KQJ652 64.T854.K9875.A4 | 1C-P-1H-P-2C-P-2N-P-3H-P-3N
192   S  3N-N                    AK82.T53.76.KQJ2 97.AJ64.852.A754 JT6.K97.AKQJT9.3 Q543.Q82.43.T986 | 1D-P-1S-P-2D-P-3N
193   S  3N-N                    9642.KJ9.T8.AQJ9 A73.532.Q3.T7653 KQ8.Q84.AK6542.4 JT5.AT76.J97.K82 | 1D-P-1S-P-2D-P-2N-P-3S-P-3N
194   S  3N-N                    T94.AQT4.AK5.T93 Q86.732.QT972.65 KJ52.KJ5.6.AJ842 A73.986.J843.KQ7 | 1C-P-1H-P-1S-P-3N
195   S  3N-N                    KJ2.KT75.K95.QT4 A98.Q2.A432.9872 Q764.J98.Q.AKJ53 T53.A643.JT876.6 | 1C-P-1H-P-1S-P-3N
196   S  2N-S                    A854.J93.QT3.A72 KQ7.Q854.74.QJ53 J62.AKT7.KJ862.4 T93.62.A95.KT986 | 1D-P-1S-P-1N-P-2N
197   S  3N-N                    932.A986.KT.KQJT KQ65.K53.874.763 A84.QT2.AQJ962.5 JT7.J74.53.A9842 | 1D-P-1H-P-2D-P-3N
198   S  3N-S                    QT74.QJ8.KQ98.K5 K32.T76.JT75.QJ8 A85.A543.2.A9743 J96.K92.A643.T62 | 1C-P-1S-P-1N-P-3N
199   S  3N-S                    A982.K73.JT76.A9 QJ5.854.AK43.T76 KT4.AQJ2.5.KJ543 763.T96.Q982.Q82 | 1C-P-1S-P-1N-P-2N-P-3S-P-3N
200   S  3N-S                    J942.Q74.AK52.K9 863.K9.QT98.A753 AQ7.A632.6.Q8642 KT5.JT85.J743.JT | 1C-P-1S-P-1N-P-3N
201   S  3N-N                    QJ4.AT87.82.A862 K75.Q54.T9.QT743 A963.J63.KQJ54.K T82.K92.A763.J95 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
202   S  3N-N                    Q65.QT53.A9.AJ76 J8.J82.KT4.QT853 KT43.K76.QJ852.K A972.A94.763.942 | 1D-P-1H-P-1S-P-3N
203   S  3N-N                    KQ7.Q732.A6.JT43 943.94.9752.AK82 AJ85.KT5.KQJT3.9 T62.AJ86.84.Q765 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
204   S  3N-N                    Q42.AK43.T2.K432 JT3.9876.98.AJ95 A76.JT2.AKJ654.T K985.Q5.Q73.Q876 | 1D-P-1H-P-2D-P-3N
205   S  3N-S                    A832.Q85.J3.KQJ4 954.KJT9.A6.8753 QJT.A742.KQ974.9 K76.63.T852.AT62 | 1D-P-1S-P-1N-P-3N
206   S  3N-N                    Q86.AJ82.J2.AJT8 T94.QT6.A75.7532 AK72.K53.QT843.9 J53.974.K96.KQ64 | 1D-P-1H-P-1S-P-3N
207   S  3N-N                    Q62.K854.AK9.983 KJ5.T3.T853.QJT5 9874.AQ9.J.AK762 AT3.J762.Q7642.4 | 1C-P-1H-P-1S-P-2N-P-3H-P-3N
208   S  3H-N                    T76.KQ53.KQ4.J52 Q52.J97.85.KT973 AKJ9.T82.J9632.A 843.A64.AT7.Q864 | 1D-P-1H-P-1S-P-2N-P-3H
209   S  4D-S                    AT5.K742.973.A75 J987.A3.65.QT932 KQ4.Q98.KQJT84.J 632.JT65.A2.K864 | 1D-P-1H-P-2D-P-3D-P-4D
210   S  5D-S                    J95.JT65.AJ3.KJ6 AT42.973.8.Q9852 K73.KQ8.KQT542.3 Q86.A42.976.AT74 | 1D-P-1H-P-2D-P-2N-P-3H-P-5D
211   S  3N-N                    K74.A874.T8.A532 QT62.T62.J3.K964 A985.QJ5.A9652.Q J3.K93.KQ74.JT87 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
212   S  4C-S                    A94.J962.K83.K97 K652.Q43.J742.Q2 QJ3.KT8.A.AT8643 T87.A75.QT965.J5 | 1C-P-1H-P-2C-P-3C-P-4C
213   S  2N-N                    Q83.KT94.KJ2.Q63 JT4.J7.A76.J7542 A765.Q53.QT953.A K92.A862.84.KT98 | 1D-P-1H-P-1S-P-2N
214   S  3N-N                    975.KQ87.Q8.KJT7 QT2.AT9.T752.A95 AJ86.643.AKJ63.8 K43.J52.94.Q6432 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
215   S  2N-N                    742.AT63.K8.KJ62 QT63.Q7.Q97.A853 AJ9.K42.AT6432.9 K85.J985.J5.QT74 | 1D-P-1H-P-2D-P-2N
216   S  3N-N                    Q83.A762.J2.KQ86 AJ76.T9.T83.AJ72 T92.KJ8.AKQ974.9 K54.Q543.65.T543 | 1D-P-1H-P-2D-P-3N
217   S  2N-N                    J74.AKJ4.A8.7653 K92.53.T542.AK94 AT65.Q92.KQJ76.8 Q83.T876.93.QJT2 | 1D-P-1H-P-1S-P-2N
218   S  1N-S                    QJ65.A43.K9.J973 8432.865.Q85.AK4 AKT.QJ72.A6432.5 97.KT9.JT7.QT862 | 1D-P-1S-P-1N
219   S  3N-N                    K43.Q943.AJ.K542 QJ9.AT2.9653.Q83 652.KJ6.KQT872.A AT87.875.4.JT976 | 1D-P-1H-P-2D-P-3N
220   S  3N-N                    Q543.KT64.KQ94.Q A76.J952.JT32.J3 JT9.AQ8.5.AKT986 K82.73.A876.7542 | 1C-P-1H-P-2C-P-3N
221   S  3N-S                    A654.T76.A9.KJ98 K82.9542.K3.A642 Q97.AK83.QJ865.7 JT3.QJ.T742.QT53 | 1D-P-1S-P-1N-P-3N
222   S  3N-N                    QJT3.K962.KQT2.5 K52.A75.J843.QT6 A84.Q84.6.AK8432 976.JT3.A975.J97 | 1C-P-1H-P-2C-P-2N-P-3H-P-3N
223   S  1N-S                    AKQ8.JT3.JT6.T74 J92.A74.Q7532.52 754.KQ98.8.AQJ98 T63.652.AK94.K63 | 1C-P-1S-P-1N
224   S  4C-S                    A942.Q63.AJ42.T9 J53.KT98.K9853.7 QT6.A72.Q.KQJ832 K87.J54.T76.A654 | 1C-P-1S-P-2C-P-3C-P-4C
225   S  3N-N                    K832.KQ3.J8.A952 54.J97.AT6.JT863 AQ7.A65.Q97532.4 JT96.T842.K4.KQ7 | 1D-P-1S-P-2D-P-3N
226   S  3H-N                    KJ6.J854.AQ5.J95 A98.K7.8762.Q432 T742.AQ9.KJT93.K Q53.T632.4.AT876 | 1D-P-1H-P-1S-P-2N-P-3H
227   S  3N-S                    A854.J83.AK74.J9 Q2.964.9863.AT76 KT9.Q752.Q.KQ832 J763.AKT.JT52.54 | 1C-P-1S-P-1N-P-3N
228   S  3N-S                    A863.AKJ.T652.62 T754.742.A973.K3 KQ9.Q865.Q.AJT84 J2.T93.KJ84.Q975 | 1C-P-1S-P-1N-P-3N
229   S  3N-N                    Q94.AK87.KJ53.T8 AJ53.QT3.Q92.J97 K862.J42.4.AKQ63 T7.965.AT876.542 | 1C-P-1H-P-1S-P-3N
230   S  3N-N                    AK8.J754.Q9.J974 J52.Q63.K32.K632 QT43.AKT.A8754.8 976.982.JT6.AQT5 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
231   S  3N-N                    AJ98.J62.96.KQJ6 T54.Q973.85.A542 K63.K84.AKJT72.8 Q72.AT5.Q43.T973 | 1D-P-1S-P-2D-P-3N
232   S  2N-N                    Q952.AQJ9.6.QT74 63.K72.KQ54.J652 AKJ.543.A98732.9 T874.T86.JT.AK83 | 1D-P-1H-P-2D-P-2N
233   S  3N-N                    AK64.Q975.9.A964 JT8.AJ86.J5.KT32 Q52.432.AKQT86.Q 973.KT.7432.J875 | 1D-P-1H-P-2D-P-3N
234   S  3N-N                    A63.A965.A87.762 QJ7.J43.KQT4.854 KT2.Q82.J.AQJT93 9854.KT7.96532.K | 1C-P-1H-P-2C-P-3N
235   S  3N-N                    AT7.KT96.Q832.Q5 K9.754.J654.KJ98 5432.AQ2.K.AT642 QJ86.J83.AT97.73 | 1C-P-1H-P-1S-P-2N-P-3H-P-3N
236   S  3N-S                    9864.A62.AKT2.QT KJ3.QT97.876.762 AQT.J843.Q.AJ985 752.K5.J9543.K43 | 1C-P-1S-P-1N-P-3N
237   S  3N-S                    KQT8.J95.KT.A842 963.AT82.A5.J975 AJ5.Q763.QJ932.K 742.K4.8764.QT63 | 1D-P-1S-P-1N-P-3N
238   S  2N-S                    JT74.KQ9.K843.K6 653.J3.JT72.A852 KQ2.AT65.9.QJT73 A98.8742.AQ65.94 | 1C-P-1S-P-1N-P-2N
239   S  3N-N                    Q863.AQT4.K98.86 954.J52.AJT4.A73 AK7.976.Q.KJT942 JT2.K83.76532.Q5 | 1C-P-1H-P-2C-P-2N-P-3H-P-3N
240   S  3N-N                    T63.KJ42.AQ65.J3 K97.QT3.KT82.QT5 AJ82.A96.3.A9764 Q54.875.J974.K82 | 1C-P-1H-P-1S-P-2N-P-3H-P-3N
241   S  3N-N                    A764.KT96.9.AJ73 932.A8.K652.KT42 KQJ.J53.AQJT73.5 T85.Q742.84.Q986 | 1D-P-1H-P-2D-P-3N
242   S  3N-N                    Q652.K973.KQ84.J J83.T86.9653.A93 KT9.A42.A.KT7652 A74.QJ5.JT72.Q84 | 1C-P-1H-P-2C-P-2N-P-3H-P-3N
243   S  3N-S                    AQ53.J32.T2.KJ93 J94.AT94.J63.Q65 872.KQ75.AKQ74.7 KT6.86.985.AT842 | 1D-P-1S-P-1N-P-2N-P-3S-P-3N
244   S  2N-S                    T653.A63.KQ.K642 AK92.J84.JT9.JT8 QJ7.KT72.A8653.Q 84.Q95.742.A9753 | 1D-P-1S-P-1N-P-2N
245   S  4D-S                    Q765.J76.K96.KQ4 832.QT93.A.J9852 T94.AK2.QJT842.A AKJ.854.753.T763 | 1D-P-1S-P-2D-P-3D-P-4D
246   S  2N-N                    542.AQ73.QT4.QJ9 J93.K865.5.KT752 AT8.J92.AK7632.3 KQ76.T4.J98.A864 | 1D-P-1H-P-2D-P-2N
247   S  3N-N                    K72.AJ84.T3.AJT5 A954.T76.J6.KQ72 QJ83.K92.AQ542.8 T6.Q53.K987.9643 | 1D-P-1H-P-1S-P-3N
248   S  2N-S                    KQJ3.653.QT.A864 AT65.A9.832.QT73 974.KJT2.AJ976.K 82.Q874.K54.J952 | 1D-P-1S-P-1N-P-2N
249   S  4D-S                    T743.KJ86.Q2.AK3 AJ9.92.J965.QJ95 K85.A75.AK8743.2 Q62.QT43.T.T8764 | 1D-P-1H-P-2D-P-3D-P-4D
250   S  3N-N                    AJT9.QT72.3.AQ63 Q3.A643.986.KT82 K72.J85.AQJT42.J 8654.K9.K75.9754 | 1D-P-1H-P-2D-P-3N
251   S  3N-S                    K876.QT5.J2.KQ94 Q3.J8.KT83.J7653 T94.AK92.AQ975.2 AJ52.7643.64.AT8 | 1D-P-1S-P-1N-P-2N-P-3S-P-3N
252   S  3N-N                    AJT7.KJ8.QJ82.42 K432.653.KT654.6 Q95.Q97.7.AKQT85 86.AT42.A93.J973 | 1C-P-1S-P-2C-P-3N
253   S  3N-N                    KQ82.QT6.KQ53.J4 A64.843.J9862.Q3 T75.AK5.T.AK8652 J93.J972.A74.T97 | 1C-P-1S-P-2C-P-3N
254   S  3N-N                    9874.AQ7.QJ52.K2 J53.KT2.AT84.Q93 AKT.9865..AJT854 Q62.J43.K9763.76 | 1C-P-1S-P-2C-P-3N
255   S  3N-S                    AKJT.643.Q95.QJ4 8643.T8.T7.AT983 975.KQ75.AJ832.K Q2.AJ92.K64.7652 | 1D-P-1S-P-1N-P-3N
256   S  1N-S                    QJ85.J54.A42.K54 K764.Q2.J5.J9876 A32.AK87.KT863.T T9.T963.Q97.AQ32 | 1D-P-1S-P-1N
257   S  3N-N                    965.AKQ8.KT84.JT JT4.T974.AQ73.82 AKQ2.532.5.KQ953 873.J6.J962.A764 | 1C-P-1H-P-1S-P-3N
258   S  3N-N                    Q64.Q965.KT74.AJ AT.43.86532.9863 K873.KJ8.Q.KQ742 J952.AT72.AJ9.T5 | 1C-P-1H-P-1S-P-2N-P-3H-P-3N
259   S  3N-N                    AKQT.KT3.94.T865 94.Q76.KJ83.KJ32 J52.A82.AQT762.Q 8763.J954.5.A974 | 1D-P-1S-P-2D-P-3N
260   S  3N-N                    AQ64.KQ63.J.8742 8752.97.K86.JT65 KJ9.A84.AQT974.9 T3.JT52.532.AKQ3 | 1D-P-1H-P-2D-P-2N-P-3H-P-3N
261   S  3N-N                    AK3.KQT6.8653.73 Q952.75.KT74.Q64 T87.AJ4.J.AKT952 J64.9832.AQ92.J8 | 1C-P-1H-P-2C-P-3N
262   S  3N-N                    QT76.652.AQ42.K7 A985.KJT4.T95.JT J42.A93.K.AQ5432 K3.Q87.J8763.986 | 1C-P-1S-P-2C-P-2N-P-3S-P-3N
263   S  3N-N                    KJ65.AJ6.Q853.T7 87.972.AT642.Q63 Q42.854.K.AKJ942 AT93.KQT3.J97.85 | 1C-P-1S-P-2C-P-2N-P-3S-P-3N
264   S  4H-N                    K87.QT53.KJ8.A84 J43.J8.T75.Q9763 T962.AK4.AQ943.T AQ5.9762.62.KJ52 | 1D-P-1H-P-1S-P-3N-P-4H
265   S  3N-N                    AJ43.AK84.6.T854 952.965.K743.KQJ QT8.QJT.AQJT82.6 K76.732.95.A9732 | 1D-P-1H-P-2D-P-2N-P-3N
266   S  3N-N                    A92.A832.A52.643 876.QJ96.KJ97.J9 KJT5.K74.8.AKT75 Q43.T5.QT643.Q82 | 1C-P-1H-P-1S-P-2N-P-3H-P-3N
267   S  3N-N                    KT8.KQ83.95.KJ95 A974.T7.Q62.T762 QJ62.AJ6.AJT87.8 53.9542.K43.AQ43 | 1D-P-1H-P-1S-P-3N
268   S  3N-N                    KJ54.AKJ3.4.8764 732.T8.KQT3.JT93 AQ6.942.AJ9876.K T98.Q765.52.AQ52 | 1D-P-1H-P-2D-P-2N-P-3H-P-3N
269   S  2N-N                    KQ6.AQ42.87.J632 T9.9875.AJ3.Q984 A543.KT3.KQT62.T J872.J6.954.AK75 | 1D-P-1H-P-1S-P-2N
270   S  3N-S                    AT74.Q95.AK83.75 9865.J3.QT762.A8 KQ3.A872.9.KJT32 J2.KT64.J54.Q964 | 1C-P-1S-P-1N-P-3N
271   S  3N-N                    QT4.AQ42.JT82.A7 95.763.AK65.JT86 AJ62.J98.Q.KQ942 K873.KT5.9743.53 | 1C-P-1H-P-1S-P-3N
272   S  3N-N                    AK9.9763.AQ42.95 52.QT42.KT53.J32 Q873.KJ5.J.AQ864 JT64.A8.9876.KT7 | 1C-P-1H-P-1S-P-3N
273   S  1N-N                    974.AQ76.Q5.QJ85 K862.843.32.AK92 AJT3.KJT.KT974.7 Q5.952.AJ86.T643 | 1D-P-1H-P-1S-P-1N
274   S  3N-N                    984.AK84.J6.QJT7 J752.T9.Q92.AK98 KQT6.J76.AKT53.4 A3.Q532.874.6532 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
275   S  2N-S                    AK75.Q72.85.QJT8 J2.J86.KQT2.9653 T64.AKT9.AJ964.4 Q983.543.73.AK72 | 1D-P-1S-P-1N-P-2N
276   S  3N-N                    KJ9.QT84.AQJ.643 5432.K92.T9865.Q AT86.A73.2.KJ952 Q7.J65.K743.AT87 | 1C-P-1H-P-1S-P-3N
277   S  3N-N                    Q987.Q76.AQJ9.Q4 KT.T853.T6432.72 AJ4.AKJ.8.JT9653 6532.942.K75.AK8 | 1C-P-1S-P-2C-P-3N
278   S  3N-N                    KQ5.AQ62.97.T652 A82.954.54.K9843 T973.KJ7.AQ632.A J64.T83.KJT8.QJ7 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
279   S  3N-N                    J65.KJ74.AJ72.K5 T93.532.KQ96.QT3 Q872.AQ6.3.AJ764 AK4.T98.T854.982 | 1C-P-1H-P-1S-P-3N
280   S  3N-S                    J872.K54.AJT.Q85 K95.J3.Q8653.943 A43.AQT2.9.AT762 QT6.9876.K742.KJ | 1C-P-1S-P-1N-P-2N-P-3S-P-3N
281   S  2N-S                    K854.JT5.92.AK72 T63.K642.AT.QT53 QJ9.A973.KQ653.6 A72.Q8.J874.J984 | 1D-P-1S-P-1N-P-2N
282   S  3N-S                    Q732.A94.A984.K7 T86.K73.KT652.54 A95.J852.Q.AQJT9 KJ4.QT6.J73.8632 | 1C-P-1S-P-1N-P-3N
283   S  3N-N                    AT5.AT75.AT4.T72 J63.8642.Q7.AQ65 K94.QJ9.KJ9832.K Q872.K3.65.J9843 | 1D-P-1H-P-2D-P-3N
284   S  2N-S                    K963.AJ2.73.QJ92 Q52.T97.KJ5.KT83 J87.KQ63.AQT62.5 AT4.854.984.A764 | 1D-P-1S-P-1N-P-2N
285   S  3N-N                    985.A943.AQ.QJ83 J632.KJT8.53.AT4 AKT7.Q62.KT764.2 Q4.75.J982.K9765 | 1D-P-1H-P-1S-P-3N
286   S  3N-N                    AJ2.AKT4.72.J975 K54.763.J865.AQ8 T86.QJ9.AKQT93.T Q973.852.4.K6432 | 1D-P-1H-P-2D-P-3N
287   S  3N-N                    AK2.9852.A942.Q8 987.K643.8765.K2 J543.AT7.K.AT765 QT6.QJ.QJT3.J943 | 1C-P-1H-P-1S-P-3N
288   S  3N-S                    AJ94.J95.74.AQJ3 732.KQ8.JT2.KT96 QT6.A643.AQ653.2 K85.T72.K98.8754 | 1D-P-1S-P-1N-P-3N
289   S  3N-S                    AQ86.A74.T6.K543 5432.K6.542.AJ82 KJ9.QJ52.AQ873.7 T7.T983.KJ9.QT96 | 1D-P-1S-P-1N-P-3N
290   S  3N-N                    T54.KQJ5.K5.QJ82 983.876.AQ6.7653 AJ6.A94.JT8743.A KQ72.T32.92.KT94 | 1D-P-1H-P-2D-P-3N
291   S  1N-S                    K975.985.KQJ9.Q7 JT6.Q2.A872.K543 A42.KT64.T.AJT86 Q83.AJ73.6543.92 | 1C-P-1S-P-1N
292   S  3N-S                    AK62.KQ6.J742.63 J874.53.QT865.K4 Q95.AJ82.9.AQJ97 T3.T974.AK3.T852 | 1C-P-1S-P-1N-P-3N
293   S  3N-S                    J754.A86.Q74.AJ8 K8.T942.A85.KT95 A62.KQJ5.JT963.Q QT93.73.K2.76432 | 1D-P-1S-P-1N-P-2N-P-3S-P-3N
294   S  4C-S                    J754.952.AK6.QJ7 Q86.AQJ.J752.642 AKT.T74.T.AKT985 932.K863.Q9843.3 | 1C-P-1S-P-2C-P-3C-P-4C
295   S  3D-S                    832.KT63.KJ.A963 QJT4.Q74.32.QJ52 AK9.982.Q97654.K 765.AJ5.AT8.T874 | 1D-P-1H-P-2D-P-3D
296   S  3N-N                    AK96.K72.74.QT65 852.J84.Q53.J742 Q73.953.AKJT98.A JT4.AQT6.62.K983 | 1D-P-1S-P-2D-P-3N
297   S  3N-S                    AJ72.T85.J85.AQ3 K43.J93.76.JT764 865.AK64.AKT94.5 QT9.Q72.Q32.K982 | 1D-P-1S-P-1N-P-2N-P-3S-P-3N
298   S  3N-N                    T83.AQ53.A72.Q85 A652.J2.KT53.JT4 KQ74.KT4.Q.K9732 J9.9876.J9864.A6 | 1C-P-1H-P-1S-P-2N-P-3H-P-3N
299   S  3N-S                    QJ73.K86.96.AQ87 842.A942.T8.KT42 AK5.T753.KQJ32.9 T96.QJ.A754.J653 | 1D-P-1S-P-1N-P-2N-P-3S-P-3N
300   S  3N-S                    A753.K63.43.A863 986.QT7.J76.QT74 KJ2.J852.AKQT2.9 QT4.A94.985.KJ52 | 1D-P-1S-P-1N-P-2N-P-3S-P-3N
301   S  3N-S                    A752.KQ6.87.KJT5 J9.T873.KT9.Q982 K86.A954.J6543.A QT43.J2.AQ2.7643 | 1D-P-1S-P-1N-P-3N
302   S  3N-S                    KQ62.AJ8.72.Q753 J93.Q2.QJ54.AT82 A74.KT75.AK863.9 T85.9643.T9.KJ64 | 1D-P-1S-P-1N-P-2N-P-3S-P-3N
303   S  3N-S                    J876.A82.97.AK83 KT54.K4.T53.QT72 A92.JT75.AKQ84.9 Q3.Q963.J62.J654 | 1D-P-1S-P-1N-P-3N
304   S  3N-N                    Q543.AQ7.62.A932 K7.T842.J4.QT754 982.K95.AQ8753.K AJT6.J63.KT9.J86 | 1D-P-1S-P-2D-P-3N
305   S  3N-S                    J982.AK6.K93.Q96 KT.852.T85.A8752 Q75.Q973.AJ762.K A643.JT4.Q4.JT43 | 1D-P-1S-P-1N-P-3N
306   S  3N-N                    KT64.AJ8.T9.KQ63 J532.Q32.J3.J852 AQ8.964.K86542.A 97.KT75.AQ7.T974 | 1D-P-1S-P-2D-P-3N
307   S  3N-N                    9763.AKJ4.3.KQ52 JT54.Q987.KT.T64 AQ8.T63.AQJ876.J K2.52.9542.A9873 | 1D-P-1H-P-2D-P-3N
308   S  3N-N                    KJ9.QT32.KJT7.K7 T72.K965.9532.QJ AQ65.A84.8.AT952 843.J7.AQ64.8643 | 1C-P-1H-P-1S-P-3N
309   S  3N-S                    A863.Q82.Q7.KJ53 KJ97.J7.843.T864 Q52.A964.AKJ52.2 T4.KT53.T96.AQ97 | 1D-P-1S-P-1N-P-2N-P-3S-P-3N
310   S  3N-N                    K84.8652.A874.KQ Q93.QJ4.Q963.T62 AJT6.AT7.T.AJ975 752.K93.KJ52.843 | 1C-P-1H-P-1S-P-2N-P-3H-P-3N
311   S  1N-S                    AJ86.A42.J3.J862 QT7.T97.T72.KQ93 532.KJ86.AQ986.A K94.Q53.K54.T754 | 1D-P-1S-P-1N
