../bba/Spiral_Raise_Revisited.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
156   S  4H-N       620          QJ95.QT63.KQ.Q54 7642.K9.A7654.96 A.AJ54.JT832.KJT KT83.872.9.A8732 | 1D-P-1H-P-2H-P-3H-P-4H
157   S  3H-N       170          AQJ8.AT63.J732.9 T4.Q98.Q64.QT763 K952.K542.K8.K54 763.J7.AT95.AJ82 | 1C-P-1H-P-2H-P-3H
158   S  3N-S       400          J973.K532.AJ7.K5 T64.T9.K986.JT87 AQ5.AQ7.432.Q964 K82.J864.QT5.A32 | 1C-P-1H-P-1N-P-3N
159   S  3N-S       600          AT87.KT64.KJ76.6 95432.A5.83.QT74 KJ.Q82.T42.AKJ85 Q6.J973.AQ95.932 | 1C-P-1H-P-1N-P-2N-P-3H-P-3N
160   S  2H-N       140          QJ75.KT43.QT4.K4 K98.AJ7.732.T963 T42.Q852.AJ6.AJ5 A63.96.K985.Q872 | 1C-P-1H-P-2H
161   S  3H-N       140          Q87.A952.A52.Q43 T94.K73.KJ97.JT5 A52.QJ64.QT6.K98 KJ63.T8.843.A762 | 1C-P-1H-P-2H-P-3H
162   S  3N-S       600          AQ73.K53.AT5.T75 984.AQ.J862.J863 KJ6.T864.K93.KQ4 T52.J972.Q74.A92 | 1C-P-1S-P-1N-P-3N
163   S  4H-N       420          A72.J862.Q9.KQ53 J63.97.K752.AJT8 Q54.AKT4.AT3.976 KT98.Q53.J864.42 | 1C-P-1H-P-2H-P-3H-P-4H
164   S  3N-N       630          AT4.KQ43.K86.JT3 962.J652.A75.Q85 KJ83.AT7.QT43.K6 Q75.98.J92.A9742 | 1D-P-1H-P-1S-P-3N
165   S  1N-N       120          J64.A653.J62.KQ3 AK95.94.QT7.T865 QT83.K87.AK43.94 72.QJT2.985.AJ72 | 1D-P-1H-P-1S-P-1N
166   S  3S-N       170          Q532.JT3.A83.AJ3 K87.K952.J64.QT8 AT94.A74.QT.K764 J6.Q86.K9752.952 | 1C-P-1S-P-2S-P-3S
167   S  3N-S       600          KJ52.862.86.AQJ5 96.QT743.A94.984 AQ3.KJ9.J732.KT6 T874.A5.KQT5.732 | 1D-P-1S-P-1N-P-2N-P-3S-P-3N
168   S  3N-N      -150          AQT6.T87.KJT.QT3 942.AQ96.984.K74 K83.K.AQ7653.J92 J75.J5432.2.A865 | 1D-P-1S-P-2D-P-3N
169   S  2N-S       150          QT52.T73.AQJ.QT4 K97.965.KT93.J53 AJ6.KJ84.42.A976 843.AQ2.8765.K82 | 1C-P-1S-P-1N-P-2N
170   S  2N-S       120          AKQ2.Q832.J986.2 84.965.AT72.QJT9 J75.KJ7.43.AK654 T963.AT4.KQ5.873 | 1C-P-1H-P-1N-P-2N
171   S  4S-N       420          AK42.732.42.AJT4 J53.QJ85.KQ75.83 Q987.AT4.AT83.Q7 T6.K96.J96.K9652 | 1D-P-1S-P-2S-P-3S-P-4S
172   S  2N-S       150          KT53.AKQ8.54.642 Q986.J72.QJT2.J8 J.543.AK97.KQT53 A742.T96.863.A97 | 1C-P-1H-P-1N-P-2N
173   S  4S-N       620          Q542.AQJ.94.AT63 K7.K9852.732.854 JT93.3.KQJ86.KQJ A86.T764.AT5.972 | 1D-P-1S-P-2S-P-4S
174   S  3N-S       430          8532.KQT.A953.A9 Q64.J542.QJ.T753 K97.A73.T642.KQJ AJT.986.K87.8642 | 1D-P-1S-P-1N-P-3D-P-3N
175   S  3D-S       130          743.AJ95.AT.QJT6 QJ62.743.K3.9543 A98.KQ8.QJ9764.8 KT5.T62.852.AK72 | 1D-P-1H-P-2D-P-3D
176   S  3N-S       400          QT6.AT43.QJ98.A5 KJ3.K8.T762.QJ86 A74.J72.AK53.T97 9852.Q965.4.K432 | 1D-P-1H-P-1N-P-3D-P-3N
177   S  2H-N       140          QT9.KJ43.KQ97.98 6543.86.JT4.AQ63 AJ82.T952.A6.K54 K7.AQ7.8532.JT72 | 1C-P-1H-P-2H
178   S  3N-N       630          KT9.J965.J98.AQJ Q854.73.65432.K7 AJ62.KQ4.A.T9432 73.AT82.KQT7.865 | 1C-P-1H-P-1S-P-2N-P-3N
179   S  4S-N       420          AQJ9.Q95.T543.A3 852.AK76.Q962.98 K743.J82.AJ.KQT6 T6.T43.K87.J7542 | 1C-P-1S-P-2S-P-4S
180   S  4H-N       620          QT93.K972.76.AK4 J2.J53.J9432.Q32 A84.AQ64.K8.J765 K765.T8.AQT5.T98 | 1C-P-1H-P-2H-P-4H
181   S  3S-N       140          J875.AK5.J75.K85 Q3.JT9.QT643.J96 AK92.874.K82.Q73 T64.Q632.A9.AT42 | 1C-P-1S-P-2S-P-3S
182   S  2S-S       140          KT64.A852.Q4.Q87 952.QT3.AT2.JT53 AQ73.K97.K753.64 J8.J64.J986.AK92 | 1D-P-1H-P-1S-P-2S
183   S  3N-N       600          AK8.AT43.972.962 QT63.Q982.J53.KJ 7.K65.AKT86.A853 J9542.J7.Q4.QT74 | 1D-P-1H-P-2C-P-2N-P-3H-P-3N
184   S  3N-S       400          AQ75.AT9.872.QT5 J9.7642.AK94.J93 K43.K53.JT53.AK7 T862.QJ8.Q6.8642 | 1D-P-1S-P-1N-P-2N-P-3S-P-3N
185   S  3N-S       400          T983.AQT.96.AQT2 J52.K652.T8.K963 KQ6.987.AKJ42.54 A74.J43.Q753.J87 | 1D-P-1S-P-1N-P-3N
186   S  2S-N       140          7543.KJT.Q8.AJ53 AK6.875.9543.KT8 QT92.Q94.AKT.Q76 J8.A632.J762.942 | 1C-P-1S-P-2S
187   S  3H-N       170          AK7.J952.963.A95 Q653.KT76.J7.KT3 T9.A843.AQT5.Q87 J842.Q.K842.J642 | 1D-P-1H-P-2H-P-3H
188   S  4H-N       620          AJ9.J963.A84.Q86 KT65.QT7.KJT9.T5 Q2.AK42.63.AJ743 8743.85.Q752.K92 | 1C-P-1H-P-2H-P-3H-P-4H
189   S  2H-N       140          KJ3.A983.QJ52.74 865.KQ2.A94.J953 QT9.T654.K73.AK8 A742.J7.T86.QT62 | 1C-P-1H-P-2H
190   S  3H-N       170          K64.J762.KQ9.A73 A9873.54.652.J86 QJ2.AQT8.T84.KQT T5.K93.AJ73.9542 | 1C-P-1H-P-2H-P-3H
191   S  1N-S       150          A752.K82.QJ3.J96 KQ94.T3.AT82.T53 T63.AQJ6.95.AK74 J8.9754.K764.Q82 | 1C-P-1S-P-1N
192   S  4S-S       420          AJ85.Q654.QT.A83 64.J92.A872.KQ76 QT72.AKT.KJ3.JT5 K93.873.9654.942 | 1C-P-1H-P-1S-P-4S
193   S  2N-S       150          QT73.KQ8.A84.J87 KJ65.J753.JT.T96 A94.94.Q932.AK43 82.AT62.K765.Q52 | 1D-P-1S-P-1N-P-2N
194   S  2S-N       140          J543.J32.A5.AJ73 K62.A87.982.T965 T987.K65.KJ64.KQ AQ.QT94.QT73.842 | 1D-P-1S-P-2S
195   S  3N-S       400          QJT3.AJ42.82.KT4 K72.765.KJ97.Q72 96.KQ3.A653.AJ95 A854.T98.QT4.863 | 1D-P-1H-P-1N-P-2N-P-3N
196   S  3H-N       140          AK8.K976.T82.Q85 7543.AJ.Q64.KT74 QJ2.Q532.AKJ5.J6 T96.T84.973.A932 | 1D-P-1H-P-2H-P-3H
197   S  2N-S       120          QT96.AQ87.K954.9 A874.KJ.JT8.J632 K53.943.62.AKQT5 J2.T652.AQ73.874 | 1C-P-1H-P-1N-P-2N
198   S  3N-S       400          K92.JT85.A75.AJ3 QT65.A96.Q863.Q7 A4.Q43.KJT9.K854 J873.K72.42.T962 | 1D-P-1H-P-1N-P-3N
199   S  4H-N       650          964.AKT8.87.KQT8 T2.92.A942.J9743 KQ75.QJ76.KQJ63. AJ83.543.T5.A652 | 1D-P-1H-P-3H-P-3N=1=-P-4H | Surplus
200   S  2N-S       150          KT52.Q964.A82.KT QJ74.KT7.Q6.9754 9.A83.K543.AQ832 A863.J52.JT97.J6 | 1C-P-1H-P-1N-P-2N
201   S  2N-N       120          K52.K876.K864.K3 763.AJ52.T52.A95 AQT9.Q43.QJ.J764 J84.T9.A973.QT82 | 1C-P-1H-P-1S-P-2N
202   S  4C-S      -100          T762.K42.AK.QT93 K985.76.QJT2.K74 J43.AQT5.754.AJ5 AQ.J983.9863.862 | 1C-P-1S-P-1N-P-3C-P-3H-P-4C
203   S  2N-N       150          AQ7.K532.T742.A3 42.T984.KQ98.JT7 KT63.AJ7.6.KQ962 J985.Q6.AJ53.854 | 1C-P-1H-P-1S-P-2N
204   S  4H-N       620          QJT.Q865.A82.A54 A852.3.J9754.JT6 K73.KT94.KT3.KQ3 964.AJ72.Q6.9872 | 1C-P-1H-P-2H-P-4H
205   S  2N-S       120          A53.K753.AT74.T4 KJ87.64.Q953.A95 92.A98.KJ2.KJ732 QT64.QJT2.86.Q86 | 1C-P-1H-P-1N-P-2N
206   S  3N-N       -50          AT65.852.AJ95.A8 9743.Q7643.6.J76 QJ2.K.KQ832.KT32 K8.AJT9.T74.Q954 | 1D-P-1S-P-2C-P-3N
207   S  2N-N       150          AQ63.AQ62.432.65 T874.J94.865.A92 J.T75.AQJT7.KQ87 K952.K83.K9.JT43 | 1D-P-1H-P-2C-P-2N
208   S  4S-N       450          J763.K75.A42.AJ4 52.962.Q86.Q8763 AKT8.QJ83.J95.KT Q94.AT4.KT73.952 | 1D-P-1S-P-2S-P-3S-P-4S
209   S  4S-N       450          AQ63.A63.J32.Q83 T84.Q987.T86.KJ6 K952.J2.AQ74.A75 J7.KT54.K95.T942 | 1D-P-1S-P-2S-P-4S
210   S  5H-N       650          Q987.A542.AQJ7.9 AJ5.KT7.T632.643 KT62.QJ63..AQJ85 43.98.K9854.KT72 | 1C-P-1H-P-2H-P-3C=1=-P-3D=2=-P-4H-P-4N=3=-P-5H=4= | Cue bid, a !C stopper | Cue bid, a !S stopper | Blackwood 1430, for !H | A=2/5 or 5/5, Q(H)=0
211   S  2S-N       140          QT94.AT7.T9.KQ96 A7.K6532.764.T53 KJ52.98.KJ82.A74 863.QJ4.AQ53.J82 | 1D-P-1S-P-2S
212   S  4S-S       620          QJ97.A852.7.KQ93 K32.J74.KT65.J76 A864.Q93.AQJ43.8 T5.KT6.982.AT542 | 1D-P-1H-P-1S-P-4S
213   S  2S-N       170          AQ72.J63.JT96.KT 85.Q97.A432.J964 JT94.AK42.Q8.A73 K63.T85.K75.Q852 | 1C-P-1S-P-2S
214   S  2N-S       150          AT97.Q72.AQ32.T5 Q3.JT96.98.K8743 K65.AK84.T75.QJ6 J842.53.KJ64.A92 | 1C-P-1S-P-1N-P-2N
215   S  2S-N       140          J874.QJT.87.AK85 AT5.964.KJ62.QT9 K963.AK52.Q9.J43 Q2.873.AT543.762 | 1C-P-1S-P-2S
216   S  4H-N       420          KQ7.Q652.Q82.KJ6 AT98.K8.JT7.7543 J54.JT43.AK53.A8 632.A97.964.QT92 | 1D-P-1H-P-2H-P-3H-P-4H
217   S  3N-N       400          A765.AJT8.84.K94 KJT2.KQ63.T65.T3 9.975.AKQJ2.QJ76 Q843.42.973.A852 | 1D-P-1H-P-2C-P-3N
218   S  3S-N       140          QJ98.QJ2.T97.AQ7 K6.97.5432.KT642 5432.K543.AKQ.83 AT7.AT86.J86.J95 | 1D-P-1S-P-2S-P-3S
219   S  3N-S       400          J632.K86.AK84.JT Q8.T432.QT.Q7654 975.AQ95.J762.AK AKT4.J7.953.9832 | 1D-P-1S-P-1N-P-3D-P-3N
220   S  2S-N       140          KJ86.732.QJ6.A53 Q32.A864.97.JT94 AT97.KQJ.8432.Q8 54.T95.AKT5.K762 | 1D-P-1S-P-2S
221   S  3H-N       170          KJ9.KJ73.9842.A8 T76.Q8.AT53.Q754 A853.AT92.QJ.JT3 Q42.654.K76.K962 | 1C-P-1H-P-2H-P-3H
222   S  3N-S       400          AQ75.K652.J64.Q9 JT3.974.AQT9.K87 94.AQ3.K832.AJ42 K862.JT8.75.T653 | 1D-P-1H-P-1N-P-2N-P-3N
223   S  4H-N       620          754.KQ65.A3.K764 A862.74.K82.JT98 QJ.AJ83.T964.A53 KT93.T92.QJ75.Q2 | 1D-P-1H-P-2H-P-3H-P-4H
224   S  3N-S       400          A942.K62.KT9.K76 QT87.Q984.62.J82 653.75.AQ874.AQ5 KJ.AJT3.J53.T943 | 1D-P-1S-P-1N-P-3N
225   S  3S-S       170          AJT6.K983.T54.AT 52.6542.A83.KQJ5 Q874.AQ7.KQJ7.96 K93.JT.962.87432 | 1D-P-1H-P-1S-P-3S
226   S  3N-N       630          A32.Q984.QJ72.AT J85.A62.T984.J54 KQT6.JT5.K5.KQ96 974.K73.A63.8732 | 1C-P-1H-P-1S-P-3N
227   S  3C-S       130          J542.QJ5.A63.K43 876.K983.QJT2.J2 AQ3.A2.97.AT9865 KT9.T764.K854.Q7 | 1C-P-1S-P-2C-P-3C
228   S  4S-N       620          KQJ2.AK9.952.865 A763.Q762.QT6.Q9 T854.83.AJ.AKJ73 9.JT54.K8743.T42 | 1C-P-1S-P-2S-P-4S
229   S  2H-N       170          K83.KJT5.A87.642 J42.84.JT542.A97 AQT.Q962.Q6.KJT5 9765.A73.K93.Q83 | 1C-P-1H-P-2H
230   S  2S-N       170          KT93.AK6.J72.T43 J7.J83.A654.K987 AQ42.75.KQ93.QJ6 865.QT942.T8.A52 | 1D-P-1S-P-2S
231   S  4H-N       650          AK86.Q874.K8.T75 Q93.KJ.T763.K984 54.AT93.A9542.AJ JT72.652.QJ.Q632 | 1D-P-1H-P-2H-P-3H-P-4H
232   S  4H-N       420          T64.KQ82.K53.KQ8 J982.653.976.AT5 AK.AT97.JT84.764 Q753.J4.AQ2.J932 | 1D-P-1H-P-2H-P-4H
233   S  3S-N       140          QT53.K95.J82.AK4 964.Q84.A975.JT9 K872.A76.KT3.Q76 AJ.JT32.Q64.8532 | 1C-P-1S-P-2S-P-3S
234   S  2N-S      -100          965.AQJ2.5432.KQ AKQ3.T653.98.T65 JT4.K98.QJ6.AJ97 872.74.AKT7.8432 | 1C-P-1H-P-1N-P-2N
235   S  2N-S       120          KT97.AQ32.Q2.764 AQ53.J95.T7.Q853 J2.K74.KJ964.KJT 864.T86.A853.A92 | 1D-P-1H-P-1N-P-2N
236   S  4H-N       620          A85.AQJT.J765.JT 42.654.AQT8.A864 KQT3.K732.K2.Q53 J976.98.943.K972 | 1C-P-1H-P-2H-P-4H
237   S  2S-N       170          Q754.J93.J9.AQJ4 A32.642.K76.K976 J986.KQ75.AQ542. KT.AT8.T83.T8532 | 1D-P-1S-P-2S
238   S  2H-N       140          K84.A864.KJ8.943 Q9.T32.A973.KJT7 A732.KQ95.Q6.Q65 JT65.J7.T542.A82 | 1C-P-1H-P-2H
239   S  4S-N       650          Q983.J94.AKJ4.QT 75.KQ63.QT32.K87 KJ42.A.875.AJ943 AT6.T8752.96.652 | 1C-P-1S-P-2S-P-3S-P-4C=1=-P-4D=2=-P-4S | Cue bid, a !C stopper | Cue bid, a !D stopper
240   S  5C-S       420          Q986.AQ94.A.7542 AT52.876.J953.J8 7.J32.KT84.AKQ63 KJ43.KT5.Q762.T9 | 1C-P-1H-P-1N-P-3C-P-5C
241   S  4H-N       420          AJ75.Q752.A65.Q8 T3.KT63.T98.KJ53 Q82.AJ94.KQJ2.97 K964.8.743.AT642 | 1D-P-1H-P-2H-P-4H
242   S  3S-N       170          AQJ7.942.63.AJ86 K854.J3.AT42.Q95 9632.AQ7.QJ87.K7 T.KT865.K95.T432 | 1D-P-1S-P-2S-P-3S
243   S  4S-S       420          KT76.AK64.T5.K75 952.T95.J873.QJ6 AQ43.J87.AQ6.T94 J8.Q32.K942.A832 | 1C-P-1H-P-1S-P-4S
244   S  4S-S       620          AJ97.Q643.8.AJT4 K63.K92.JT63.Q85 8542.A87.KQ52.K6 QT.JT5.A974.9732 | 1D-P-1H-P-1S-P-4S
245   S  3N-S       600          AK52.742.AJ74.53 JT93.QT8.K853.97 Q74.A96.T6.AKJ86 86.KJ53.Q92.QT42 | 1C-P-1S-P-1N-P-2N-P-3S-P-3N
246   S  3N-S       430          K85.AQJ5.K843.84 Q43.K943.QT96.T7 AJ.T76.J52.AKJ65 T9762.82.A7.Q932 | 1C-P-1H-P-1N-P-3N
247   S  4H-N       620          AJ83.K982.A3.762 QT96.J3.962.KQ85 K75.Q754.KQ85.A4 42.AT6.JT74.JT93 | 1D-P-1H-P-2H-P-3H-P-4H
248   S  3D-S       110          AK9.7432.AJ54.53 J76.K86.T932.KQ6 T53.AQ9.KQ86.J94 Q842.JT5.7.AT872 | 1D-P-1H-P-1N-P-3D
249   S  2S-N       140          KQ86.J84.753.AJT J.K752.98642.K94 AT94.A6.QJ.Q7652 7532.QT93.AKT.83 | 1C-P-1S-P-2S
250   S  1N-N       120          976.AT42.QJ7.A87 KJ3.85.AT64.Q964 AQ42.Q63.K952.J3 T85.KJ97.83.KT52 | 1D-P-1H-P-1S-P-1N
251   S  2N-S       120          QJ76.AK9.JT4.963 T5.JT64.K9752.K4 K94.753.Q83.AQJ7 A832.Q82.A6.T852 | 1C-P-1S-P-1N-P-2N
252   S  4H-N       620          J74.QJ96.A74.A95 Q9863.84.Q532.Q2 K2.AKT2.98.KT763 AT5.753.KJT6.J84 | 1C-P-1H-P-2H-P-3H-P-4H
253   S  2N-N       150          AK3.Q532.A93.T86 Q542.T86.Q65.AQ7 JT87.A97.KT7.KJ9 96.KJ4.J842.5432 | 1C-P-1H-P-1S-P-2N
254   S  2N-S       150          KQJ5.AJ53.762.95 AT92.T6.A94.Q872 6.KQ2.KQ83.KT643 8743.9874.JT5.AJ | 1C-P-1H-P-1N-P-2N
255   S  1N-S       150          J974.AQ3.8764.A7 QT85.J954.T32.KJ AK6.K6.KJ5.T9863 32.T872.AQ9.Q542 | 1C-P-1S-P-1N
256   S  2N-S       150          AK73.A53.JT76.T3 T64.QT942.A98.84 Q95.8.K543.AKJ65 J82.KJ76.Q2.Q972 | 1C-P-1S-P-1N-P-2N
257   S  4S-N       420          AKT4.QT5.JT6.K98 93.K764.K32.Q754 J82.AJ92.AQ874.J Q765.83.95.AT632 | 1D-P-1S-P-1N-P-3N-P-4S
258   S  1N-S       150          8654.AK2.J73.A63 KQT.Q93.T64.JT75 A32.J754.AK85.Q4 J97.T86.Q92.K982 | 1D-P-1S-P-1N
259   S  2S-S       140          KQ92.A943.Q96.75 J7.Q765.K83.QT94 T653.JT2.AT5.AKJ A84.K8.J742.8632 | 1C-P-1H-P-1S-P-2S
260   S  2N-S       150          Q964.AK92.Q2.J43 K832.64.T954.K87 A7.Q75.KJ873.QT6 JT5.JT83.A6.A952 | 1D-P-1H-P-1N-P-2N
261   S  1N-S       120          K872.J72.AQ9.Q98 J6.AK9.T863.JT54 AT4.Q63.K754.K63 Q953.T854.J2.A72 | 1D-P-1S-P-1N
262   S  3N-S       400          AQ62.AK6.42.T854 J73.843.K83.QJ63 K54.QJT9.QJT6.K7 T98.752.A975.A92 | 1D-P-1S-P-1N-P-3N
263   S  3N-S       600          AKT9.K76.KT3.754 754.QJ9.9652.AQT Q63.A52.QJ7.KJ96 J82.T843.A84.832 | 1C-P-1S-P-1N-P-3N
264   S  4S-N       450          KJ93.K64.Q85.KJ3 T654.AQJ8.72.Q94 A872.7.AJT93.A85 Q.T9532.K64.T762 | 1D-P-1S-P-2S-P-3S-P-4S
265   S  1N-S       120          AT2.Q843.J73.A63 654.A62.T92.KT75 Q87.975.AK54.QJ9 KJ93.KJT.Q86.842 | 1D-P-1H-P-1N
266   S  2N-S       150          KQ8.A863.QT74.JT 9764.T75.KJ6.Q84 J53.KQ4.A85.K965 AT2.J92.932.A732 | 1C-P-1H-P-1N-P-2N
267   S  2N-S       150          QJ96.KJ8.J83.KQ5 T2.T963.QT7.A987 A75.74.AK92.JT63 K843.AQ52.654.42 | 1D-P-1S-P-1N-P-2N
268   S  3C-S       130          KT86.AJT7.Q975.J QJ7.963.AT63.962 932.K42.2.AKQT74 A54.Q85.KJ84.853 | 1C-P-1H-P-2C-P-2D-P-3C
269   S  2N-S       150          A952.KT6.Q42.KJ3 J74.9742.AKJ5.54 K83.AJ83.86.A872 QT6.Q5.T973.QT96 | 1C-P-1S-P-1N-P-2N
270   S  3N-N       400          KT65.AQ6.Q876.97 8432.JT875..A653 AJ9.3.AK543.QT42 Q7.K942.JT92.KJ8 | 1D-P-1S-P-2C-P-2N-P-3S-P-3N
271   S  3S-N       170          KQ92.K62.KJ5.643 A65.Q98.6432.KT5 JT84.A4.Q97.AJ87 73.JT753.AT8.Q92 | 1C-P-1S-P-2S-P-3S
272   S  4S-N       420          K863.QJ3.QJ2.AT5 T97.975.AT954.K3 AQJ5.A842.87.Q97 42.KT6.K63.J8642 | 1C-P-1S-P-2S-P-3S-P-4S
273   S  3H-N       170          AQ4.Q642.JT54.K5 T765.JT.AK87.T76 J32.AK83.32.A843 K98.975.Q96.QJ92 | 1C-P-1H-P-2H-P-3H
274   S  4H-N       620          632.AKJ2.J98.KT8 JT984.953.A62.J2 AK.QT86.Q75.Q965 Q75.74.KT43.A743 | 1C-P-1H-P-2H-P-3H-P-4H
275   S  3N-N       430          Q97.AT82.Q43.A93 T63.K63.JT762.T5 AK4.J74.5.KQJ876 J852.Q95.AK98.42 | 1C-P-1H-P-2C-P-3N
276   S  4H-N       650          KJ95.Q842.AK5.52 AQ83.T6.872.KJT8 T4.AK93.QJ43.A96 762.J75.T96.Q743 | 1D-P-1H-P-2H-P-4H
277   S  3S-S       170          KJT9.AJ85.T6.K86 876.K2.KJ84.JT93 A543.943.A753.A4 Q2.QT76.Q92.Q752 | 1D-P-1H-P-1S-P-3S
278   S  1N-S       150          J843.Q74.KJ7.A62 72.JT32.Q86.KJ85 AKT.AK65.T932.74 Q965.98.A54.QT93 | 1D-P-1S-P-1N
279   S  3N-S       630          KT87.K965.T54.AK J65.Q83.86.JT985 942.AJ7.AQJ9.Q43 AQ3.T42.K732.762 | 1D-P-1H-P-1N-P-3N
280   S  3S-N       170          KQ86.AJ8.T94.K72 5.QT53.J72.AT985 AT97.942.AKQ.J64 J432.K76.8653.Q3 | 1C-P-1S-P-2S-P-3S
281   S  3S-S       200          AQJ7.J973.84.AJ6 842.KT8.KT9.T753 KT53.A42.AQ72.42 96.Q65.J653.KQ98 | 1D-P-1H-P-1S-P-3S
282   S  2N-S      -100          AKJ.A942.T52.854 T865.T5.AQ9.KT93 942.KJ6.J8.AQJ76 Q73.Q873.K7643.2 | 1C-P-1H-P-1N-P-2N
283   S  2S-S       140          J953.KJT8.43.AQ4 Q76.64.A985.J765 A842.A93.KQ6.T93 KT.Q752.JT72.K82 | 1C-P-1H-P-1S-P-2S
284   S  2N-S       150          AK7.QT93.QT8.982 9532.75.AJ95.JT3 QJ4.A64.42.AQ764 T86.KJ82.K763.K5 | 1C-P-1H-P-1N-P-2N
285   S  3N-S       630          KQ83.KT3.A6.J863 A97.874.943.QT52 T42.AQJ5.QJT85.A J65.962.K72.K974 | 1D-P-1S-P-1N-P-3N
286   S  2N-S       150          AK64.AJ7.T832.54 QT3.K832.96.QJ86 875.QT65.KJ5.AKT J92.94.AQ74.9732 | 1C-P-1S-P-1N-P-2N
287   S  2N-S       150          QJ83.754.86.AKQ5 A764.Q9.KJ54.974 T92.AK83.AQ97.T3 K5.JT62.T32.J862 | 1D-P-1S-P-1N-P-2N
288   S  4S-N       420          AQT3.J74.AT96.Q2 986.AT2.Q732.J74 K542.853.K8.AK96 J7.KQ96.J54.T853 | 1C-P-1S-P-2S-P-3S-P-4S
289   S  3N-S       400          AK7.9752.98.KQ84 6432.J43.AKT.975 J98.AQ8.Q654.AJ3 QT5.KT6.J732.T62 | 1D-P-1H-P-1N-P-2N-P-3H-P-3N
290   S  4H-N       620          A42.AJ86.65.KT85 QT5.54.K72.J9643 763.KQ7.AQT984.Q KJ98.T932.J3.A72 | 1D-P-1H-P-2D-P-3N-P-4H
291   S  4H-N       450          Q764.AQ98.K43.Q4 KT93.K63.QJT2.T8 A5.J542.A5.A7652 J82.T7.9876.KJ93 | 1C-P-1H-P-2H-P-3H-P-4H
292   S  2H-N       140          Q964.KQT7.A92.97 83.9862.Q76.AKT8 AK.J543.KJ84.J65 JT752.A.T53.Q432 | 1D-P-1H-P-2H
293   S  2N-S       150          QJ87.Q93.QT3.AQ5 T64.K876.9752.K7 AK5.JT54.A6.J643 932.A2.KJ84.T982 | 1C-P-1S-P-1N-P-2N
294   S  2H-N       170          542.T843.A965.AK JT6.Q752.KT2.QJT AK.AJ96.J83.9764 Q9873.K.Q74.8532 | 1C-P-1H-P-2H
295   S  2N-N       120          AK3.J652.T2.QJ43 862.43.Q9765.AT2 QJ94.KQT.AJ83.95 T75.A987.K4.K876 | 1D-P-1H-P-1S-P-2N
296   S  4H-N       420          A632.JT72.7.AKJ5 KJT7.953.QJ64.96 5.KQ8.AK985.Q842 Q984.A64.T32.T73 | 1D-P-1H-P-2C-P-3N-P-4H
297   S  4S-S       420          AKQ6.8732.AT.T54 72.QT94.QJ86.K72 JT54.AJ5.75.AQ98 983.K6.K9432.J63 | 1C-P-1H-P-1S-P-4S
298   S  5C-S       600          AT54.T52.Q3.AJT7 Q86.J9874.K942.5 K72.Q.A865.KQ832 J93.AK63.JT7.964 | 1C-P-1S-P-1N-P-2C-P-3C-P-3N-P-5C
299   S  3S-N       170          AK54.K62.T7.QT96 Q3.A87.J6432.432 T872.Q953.AQ.AJ8 J96.JT4.K985.K75 | 1C-P-1S-P-2S-P-3S
300   S  2C-S       150          A874.KQ98.6.Q974 J962.T4.AQ75.K53 KQ3.J72.KT9.AJT6 T5.A653.J8432.82 | 1C-P-1H-P-1N-P-2C
301   S  4H-N       620          KJ64.J543.A74.A9 T8.QT2.JT8.JT764 Q532.AK97.K62.Q3 A97.86.Q953.K852 | 1D-P-1H-P-2H-P-4H
302   S  2H-N       170          T97.AQJT.T95.AT9 KJ84.K73.K732.64 AQ3.9854.Q8.KQJ3 652.62.AJ64.8752 | 1C-P-1H-P-2H
303   S  3N-N       600          Q76.AK43.98.QT43 J94.Q85.K764.KJ6 KT82.T62.AQT3.A8 A53.J97.J52.9752 | 1D-P-1H-P-1S-P-2N-P-3N
304   S  4S-S       450          KT82.KJ85.9.AT82 J3.T76.QT75.KJ97 AQ74.Q42.AJ84.63 965.A93.K632.Q54 | 1D-P-1H-P-1S-P-4S
305   S  2H-N       170          A864.7654.52.AK7 753.QT8.KJ63.Q83 KJ.AJ92.AT84.JT6 QT92.K3.Q97.9542 | 1D-P-1H-P-2H
306   S  4S-N       620          AJ65.543.A7.AT76 Q843.K2.QT32.952 T972.AQJ.K95.QJ8 K.T9876.J864.K43 | 1C-P-1S-P-2S-P-4S
307   S  3H-N       170          986.AQ43.A64.Q63 KT4.JT.KT3.98754 A753.K876.J72.AT QJ2.952.Q985.KJ2 | 1D-P-1H-P-2H-P-3H
308   S  3H-N       170          KQJ6.J965.A7.Q84 A974.T3.Q32.K532 52.AQ72.J954.AJ9 T83.K84.KT86.T76 | 1D-P-1H-P-2H-P-3H
309   S  1N-S       120          AK92.K74.JT6.765 T43.JT2.KQ87.942 765.AQ95.52.AK83 QJ8.863.A943.QJT | 1C-P-1S-P-1N
310   S  2N-S       120          A942.JT5.J75.AQ8 QT8.A876.T864.72 K73.42.AK92.K965 J65.KQ93.Q3.JT43 | 1D-P-1S-P-1N-P-2N
311   S  3N-S       600          AK74.9753.Q6.KJ7 Q63.AJ2.852.T643 T98.KT4.AJ3.AQ95 J52.Q86.KT974.82 | 1C-P-1H-P-1N-P-2N-P-3H-P-3N
