../bba/We_X_Opps_Preempt.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
180   E  6S-N                    KQT632.97.2.AJ97 5.432.AQJT863.86 A7.AKQ5.K975.KQT J984.JT86.4.5432 | 3D-3N-P-6S
181   E  4HX-E                   954.9.QT852.J643 8.KQJT8654.73.Q9 AQT7.A7.AKJ9.KT7 KJ632.32.64.A852 | 4H-X
182   E  4S-N                    JT32.A76.Q74.J82 8.J4.652.AQT9754 AQ65.QT83.AK93.K K974.K952.JT8.63 | 3C-X-P-3S-P-4S
183   E  3HX-E                   Q.Q9862.K874.763 86.AKJT754.J52.T K942..AT963.AKQ2 AJT753.3.Q.J9854 | 3H-X
184   E  3DX-E                   JT96.Q7.KT864.Q2 2.854.AQJ9753.75 AQ83.AKJ2..KJ864 K754.T963.2.AT93 | 3D-X
185   E  4H-E                    J952..QJ52.J7643 74.AKT87543.73.5 AK63.QJ96.AK6.AK QT8.2.T984.QT982 | 4H
186   E  3HX-E                   K9.KJ53.KQ2.J964 J87.AQT9872.93.2 AQ54.4.A854.AKQT T632.6.JT76.8753 | 3H-X
187   E  4H-N                    T72.KQJT952.98.T K63.8.73.KQ98643 AQ95.64.AKJ.AJ75 J84.A73.QT6542.2 | 3C-3N-P-4H
188   E  4S-N                    T7632.J.QT862.AJ 954.AK876543.J9. AKQ.Q2.AK75.KQ43 J8.T9.43.T987652 | 4H-X-P-4S
189   E  5D-N                    QT2.A5.K9754.A72 .942.J63.KQJT953 K864.KQ63.AQT8.6 AJ9753.JT87.2.84 | 3C-X-4C-5D
190   E  3H-S                    AJT97.J65.J9732. 5.T3.Q54.KQ96532 K863.AKQ84..AJT7 Q42.972.AKT86.84 | 3C-3H
191   E  3N-N                    A2.JT.KT986.KQJT KQ87643.95.Q7.97 J5.AKQ6.AJ42.432 T9.87432.53.A865 | 3S-X-P-3N
192   E  3H-E                    AJ9765..T876.T43 Q43.AK87432.94.2 8.QJT9.AKJ3.AK85 KT2.65.Q52.QJ976 | 3H
193   E  3N-N                    Q7.JT.Q987.AQJ95 T.854.AKJ5432.T4 K643.AKQ92..K876 AJ9852.763.T6.32 | 3D-3H-P-3N
194   E  4S-N                    KJ652.KJ.K875.K5 8.T8.AQJ9432.J94 AQ93.Q942.T6.AQT T74.A7653..87632 | 3D-X-P-4S
195   E  4S-N                    K9862.A97.A982.9 7.8.KQJ7543.K875 AQ43.QJ64.6.AQ63 JT5.KT532.T.JT42 | 3D-X-P-4S
196   E  3DX-E                   KT54.KT3.AJ96.A9 J87.J.KQ75432.42 AQ93.AQ72..QJ876 62.98654.T8.KT53 | 3D-X
197   E  5DX-E                   KQ9532.3.K973.62 64.J8.AQJT864.T4 JT87.AKQ94..KQJ5 A.T7652.52.A9873 | 3D-3H-5D-X
198   E  4C-N                    875.A5.9763.9752 KQJ9632.2.852.K8 A.KQ93.KQT4.AJT6 T4.JT8764.AJ.Q43 | 3S-X-P-4C
199   E  4S-N                    J8764.KT7.T5.AK3 9.Q53.KQJ87632.4 A532.AJ92.A.J965 KQT.864.94.QT872 | 4D-X-P-4S
200   E  3N-S                    K963.Q9.J4.KT873 J84.J62.KQT9832. A72.AK85.A7.AQJ4 QT5.T743.65.9652 | 3D-3N
201   E  4HX-E                   A954.AJ5.74.T853 QJ7.KQT98743.9.4 K632..AKJ2.AK762 T8.62.QT8653.QJ9 | 4H-X
202   E  4DX-E                   A832.KT6.T4.J765 K75.J3.KQ986532. QJ96.A854.A7.AT3 T4.Q972.J.KQ9842 | 4D-X
203   E  4H-S                    KJ72.42.K96.JT94 8.Q6.AQ875432.75 AQ54.KT953..AQ63 T963.AJ87.JT.K82 | 4D-4H
204   E  5C-N                    862.KJ.863.QJT53 43.AQT987654.Q.9 AKT7.2.AK97.K864 QJ95.3.JT542.A72 | 4H-X-P-5C
205   E  4D-N                    765.K3.AT8765.K2 .T72.32.AQJT8643 AJ32.AJ85.KQJ4.5 KQT984.Q964.9.97 | 4C-X-P-4D
206   E  3N-N                    85.KJ.AQT753.AT5 J9.Q72.9.KQJ8643 AQ74.AT54.KJ4.72 KT632.9863.862.9 | 3C-X-P-3N
207   E  3N-S                    KJ93.94.JT975.63 T.AQJT852.864.J8 AQ87.K76.AQ.AT54 6542.3.K32.KQ972 | 3H-3N
208   E  3H-E                    T764.J4.AT764.83 2.AKQT983.83.975 AKQ5.762.Q9.AKJ6 J983.5.KJ52.QT42 | 3H
209   E  4S-N                    8753.Q83.7542.A5 T9.AKJT642.T.864 KQJ4.75.AKQ3.KJ3 A62.9.J986.QT972 | 3H-X-P-3S-P-4S
210   E  3N-N                    AJ62.63.AQ62.K93 KQT9874.K72.5.T6 5.AJ54.KJ83.AJ42 3.QT98.T974.Q875 | 3S-X-P-3N
211   E  4H-N                    98.T542.Q87.K643 Q2..T654.AQJT985 AKJ73.KQJ6.AK92. T654.A9873.J3.72 | 3C-X-P-3H-P-4H
212   E  4C-N                    83.AK4.Q85.K9643 AQJT954.32.J63.5 62.Q865.AK74.AJ2 K7.JT97.T92.QT87 | 3S-X-P-4C
213   E  4S-E                    98.Q74.96543.T87 KQJT532.9.QT82.J A7.K532.AKJ.KQ95 64.AJT86.7.A6432 | 4S
214   E  5D-N                    T.AKT6.AKJT2.864 AQJ75432.73.6.92 K8.Q854.753.AKQJ 96.J92.Q984.T753 | 4S-P-P-5D
215   E  3SX-E                   9643.Q52.QJ2.J87 AQJT852.8.975.53 .AKJT3.KT63.AK92 K7.9764.A84.QT64 | 3S-X
216   E  4D-N                    J53.K74.KQ74.A85 AK98762.T.T32.T2 Q.AQJ9.AJ96.K943 T4.86532.85.QJ76 | 3S-X-P-4D
217   E  4HX-E                   876.T92.AQ43.Q86 4.AKQ87653..9754 AQJ5.J4.KT7.AKJ3 KT932..J98652.T2 | 4H-X
218   E  4D-N                    A9.Q75.AT874.T96 T7.42.2.AKJ87542 K652.AKJ8.KQ93.3 QJ843.T963.J65.Q | 4C-X-P-4D
219   E  4S-N                    T952.J642.KQ4.76 J73.KQ98753.J5.4 KQ84.T.AT32.AKQ8 A6.A.9876.JT9532 | 3H-X-P-3S-P-4S
220   E  4C-N                    J84.7432..KJT874 AKT7653.J85.853. Q9.AQT9.KQJ2.AQ5 2.K6.AT9764.9632 | 3S-X-P-4C
221   E  4H-N                    843.T9764.AJ97.J 96.2.T86.AK96543 AKQ5.AKQ8.3.QT87 JT72.J53.KQ542.2 | 3C-X-P-3H-P-4H
222   E  4S-N                    K9542.K9.AJ8632. Q.AQJ6432.T97.T8 J876.T8.KQ5.AKQ6 AT3.75.4.J975432 | 3H-X-4H-4S
223   E  3N-S                    AQ93.98765.93.86 5.J4.AQJT862.752 KJT6.AK.K74.AJT4 8742.QT32.5.KQ93 | 3D-3N
224   E  3SX-E                   T764.KT84.A94.KQ KQJ9532.9.J8.T84 A.AJ52.KQT5.7652 8.Q763.7632.AJ93 | 3S-X
225   E  5D-N                    AK7.K72.KQT54.T5 9.98.J3.AQJ98732 JT32.AQT5.A76.K4 Q8654.J643.982.6 | 4C-P-P-4D-P-5D
226   E  3N-N                    964.K4.AKQ62.K62 J3.987.5.AQT9875 AKQ8.A653.J98.J4 T752.QJT2.T743.3 | 3C-X-P-3N
227   E  4SX-E                   76.75.QT76.QJ953 KQJT9543.6.K98.8 A2.AKT9.A542.AT4 8.QJ8432.J3.K762 | 4S-X
228   E  3SX-E                   A87.6.A762.KQ942 KQT9654.9.8.A763 J2.AK73.KQT9.J85 3.QJT8542.J543.T | 3S-X
229   E  4S-E                    K.KJ6.K32.QT9873 AQJT6532..Q864.2 98.AQ85.A975.AJ6 74.T97432.JT.K54 | 4S
230   E  4SX-E                   J.T76.Q543.QT952 KQT98743.K5.J2.7 A6.Q42.AKT6.AK64 52.AJ983.987.J83 | 4S-X
231   E  6S-N                    T8543.A84.KJ86.3 .52.AQ95432.J982 AKQJ7.KT97..AKQ5 962.QJ63.T7.T764 | 3D-X-P-3S-P-4D=1=-P-4N-P-5C=2=-P-5S-P-6S | Limit raise or better in !S | A=0/5 or 3/5
232   E  5D-N                    A2.98.KJ8762.975 84.KQT7632..QT83 KQJ9.A4.AQT3.KJ4 T7653.J5.954.A62 | 4H-X-P-5D
233   E  4SX-E                   J73.Q983.A96.963 KQT98542.T.3.QJ7 A.AK76.KJT7.K542 6.J542.Q8542.AT8 | 4S-X
234   E  4H-N                    53.QT97.J743.T43 64.J86.Q.KQJ8765 AKT8.AK52.AT65.A QJ972.43.K982.92 | 3C-X-P-3H-P-4H
235   E  5C-N                    AT5.T.K932.J9642 J9.AQJ765432.7.5 K862.K.AQJ6.KQT3 Q743.98.T854.A87 | 4H-X-P-5C
236   E  3N-S                    98753.T63.T43.T9 6.Q7.876.AK87654 QJ.AK52.AKQJ.QJ3 AKT42.J984.952.2 | 3C-3N
237   E  3S-N                    Q974.9876.732.A4 K6.KQJT543.65.93 AT53.A.AQT8.Q875 J82.2.KJ94.KJT62 | 3H-X-P-3S
238   E  5C-E                    JT83.T5.QJT3.AT4 6.J6.95.KQJ87532 AK42.KQ43.A876.6 Q975.A9872.K42.9 | 5C
239   E  3N-N                    KJ5.J8.AQ974.QJ2 AQT7432.T32.5.K9 86.AK64.KJ82.A86 9.Q975.T63.T7543 | 3S-X-P-3N
240   E  3H-E                    T63.J.QT43.A9842 875.KQ87643.KJ6. AK42.AT52.9.KQT5 QJ9.9.A8752.J763 | 3H
241   E  3N-S                    JT93.K54.J8.QT43 762.Q7.AQT9532.7 AKQ8.A832.K6.AJ6 54.JT96.74.K9852 | 3D-3N
242   E  3N-S                    9652.86.KQ53.864 KQJT874.T73.4.J7 A3.AKQ5.T72.AKQ9 .J942.AJ986.T532 | 3S-3N
243   E  4S-N                    T872.J84.JT.KJT6 QJ.KQT9652.72.43 K964.A.AKQ5.Q987 A53.73.98643.A52 | 3H-X-P-3S-P-4S
244   E  4S-E                    T63.A976.76.KJ74 AQJ97542.5.Q3.T3 K.KQ82.T542.AQ98 8.JT43.AKJ98.652 | 4S
245   E  3H-N                    K32.K853.J6.KT73 Q9.T2.KQT9543.J4 AT64.A964.A2.Q65 J875.QJ7.87.A982 | 3D-X-P-3H
246   E  4HX-E                   QJ973.A4.T62.KQJ .KQT97532.K8.532 AK65.6.A954.A764 T842.J8.QJ73.T98 | 4H-X
247   E  3N-S                    KT82.8542.95.QT4 Q94.AQJT763.T3.6 AJ76.K9.KQ4.AK75 53..AJ8762.J9832 | 3H-3N
248   E  4H-S                    K96.A4.T94.QT985 53.8.AQJ86532.J6 AJ42.KJ632..AK32 QT87.QT975.K7.74 | 4D-4H
249   E  3H-N                    J976.AKJ654.2.A7 2.9.KQJ9863.J953 AKQ8.Q.T754.KQ82 T543.T8732.A.T64 | 3D-P-P-3H
250   E  3N-N                    K3.QJT3.A843.K32 72.5.KQJT652.Q97 AQJT.AK72.7.JT64 98654.9864.9.A85 | 3D-X-P-3N
251   E  4S-E                    J3.A852.93.AK952 KQT7642.74.J87.Q A8.KQT6.AT2.JT73 95.J93.KQ654.864 | 3S-X-4S
252   E  3N-S                    86.983.T875.T963 KQT7543.T7.63.K5 AJ.AK62.AQ42.AJ7 92.QJ54.KJ9.Q842 | 3S-3N
253   E  3N-N                    942.Q73.KQ5.AQ32 753.AKT9852.97.6 AKQJ.4.JT83.KT98 T86.J6.A642.J754 | 3H-X-P-3N
254   E  4SX-E                   .KJ82.Q764.KJ872 AQJT983.T94.J.65 K654.A.AK32.AT93 72.Q7653.T985.Q4 | 3S-P-4S-P-P-X
255   E  5D-N                    J5.A54.AKJ543.84 T.T92.86.AK97532 K632.KQJ6.QT2.QJ AQ9874.873.97.T6 | 3C-X-4C-5D
256   E  4S-E                    KT6.AK.863.KJT92 AQJ97532..Q54.65 .T9865.AKJT.AQ43 84.QJ7432.972.87 | 4S
257   E  3CX-E                   853.KJ86.AQ9.KJ8 JT6.3.86.AQT6432 AKQ2.QT42.KJ3.75 974.A975.T7542.9 | 3C-X
258   E  4H-E                    J8763..KQT5.K874 T.KQJT532.J732.3 AQ5.A976.A864.AJ K942.84.9.QT9652 | 4H
259   E  3HX-E                   AKQ4.AJ7.973.T42 T8.KQT8543.K.986 J762.2.AJT8.AKQJ 953.96.Q6542.753 | 3H-X
260   E  4SX-E                   J.AK84.AJ53.QJ96 KQT76542.J2.6.K4 A9.QT96.KQ92.A52 83.753.T874.T873 | 4S-P-P-X
261   E  5C-N                    73.KJ3.J98.K9432 QT.5.KQT7532.T75 AK98.AT62.4.AQJ8 J6542.Q9874.A6.6 | 3D-X-4D-P-P-X-P-5C
262   E  4H-N                    A4.T875432.4.QT4 J65..82.AKJ87653 KQ93.AQJ6.AQ95.9 T872.K9.KJT763.2 | 4C-X-P-4H
263   E  4S-N                    8762.A87.JT5.Q74 J4.K.KQ87642.852 AKQ9.J632.A.KJT3 T53.QT954.93.A96 | 3D-X-P-3S-P-4S
264   E  4CX-E                   T763.93.AJ85.K75 8.85.Q94.AQJT862 KJ54.AKQ2.K732.4 AQ92.JT764.T6.93 | 3C-X-4C-X
265   E  4DX-E                   K7.T654.Q98.Q876 8.983.AKJ7654.T9 AT96.KQJ2.3.AKJ4 QJ5432.A7.T2.532 | 3D-X-4D-P-P-X
266   E  3DX-E                   97.J32.AJT5.Q653 KT2.94.KQ86432.9 AQJ63.AT65..AKT8 854.KQ87.97.J742 | 3D-X
267   E  4HX-E                   Q4.T32.KQ76.T975 98.AKJ8654.32.62 A732.7.AJT4.AKJ8 KJT65.Q9.985.Q43 | 3H-X-4H-P-P-X
268   E  3DX-E                   T7542.A.KJ54.T65 6.42.AQ98762.Q87 AKQ3.KQ87.3.AK43 J98.JT9653.T.J92 | 3D-X
269   E  3N-N                    K63.K64.Q876.AJ4 QT2.T5.T.KQ98532 A754.AQ87.AJ52.6 J98.J932.K943.T7 | 3C-X-P-3N
270   E  5D-N                    T6.A6.K8732.KT32 Q84.JT.9.AQ97654 AK53.KQ42.AT64.J J972.98753.QJ5.8 | 3C-X-P-3D-P-4D-P-5D
271   E  3N-S                    K9752.T9.T74.J84 J6.AQ86532.32.73 A43.K4.AQ95.AK95 QT8.J7.KJ86.QT62 | 3H-3N
272   E  3CX-E                   AJ85.QJ2.AKT3.92 T.843.74.AKJT873 K742.AK96.QJ9.Q5 Q963.T75.8652.64 | 3C-X
273   E  3DX-E                   Q96.T3.KJT8.T975 2.94.AQ97632.Q62 KJ85.AJ76.5.AKJ8 AT743.KQ852.4.43 | 3D-X
274   E  3N-N                    K95.KJ6.T8.KJ983 AQJT763.Q3.65.T7 2.AT85.AQ42.AQ42 84.9742.KJ973.65 | 3S-X-P-3N
275   E  4D-N                    QJ3.732.Q963.A95 62.QT5.5.KQT8762 AT97.AKJ4.AJ82.J K854.986.KT74.43 | 3C-X-P-3D-P-4D
276   E  3DX-E                   A43.Q975.QJ8.AJ4 2.843.AKT9754.32 KQJ5.AJT2.6.KQ75 T9876.K6.32.T986 | 3D-X
277   E  3N-N                    AT5.AJ6.J732.A95 92.QT.86.KQT7642 KJ83.K952.AKT4.J Q764.8743.Q95.83 | 3C-X-P-3N
278   E  4D-N                    Q5.876.AT9632.63 43.KQJ9543.K.542 A862.A.J874.AQJ9 KJT97.T2.Q5.KT87 | 3H-X-P-4D
279   E  3HX-E                   T842.Q987.K962.Q 9.AKJT642.T4.873 AKQ3.53.AJ5.AJT5 J765..Q873.K9642 | 3H-X
280   E  4CX-E                   K7.Q743.KQJT.Q42 5.T9.632.AKJT983 A863.AK82.A875.7 QJT942.J65.94.65 | 3C-X-4C-X
281   E  4DX-E                   KJ63.KJT7.Q8.652 85.9.AK975432.Q9 AQT9.AQ53.J6.AKJ 742.8642.T.T8743 | 4D-X
282   E  4H-N                    T8.A953.KJ94.T74 AK97654.Q2.5.983 Q2.JT74.AQT.AKQJ J3.K86.87632.652 | 3S-X-P-4H
283   E  4H-N                    A982.9875.Q5.J74 KQT7653.63.A64.2 4.AKQJ.KJ97.A953 J.T42.T832.KQT86 | 3S-X-P-4H
284   E  4S-S                    KJ3.KJT2.KJ4.JT8 2.AQ987654.52.Q5 AT765..AQT9.AK32 Q984.3.8763.9764 | 4H-4S
285   E  4S-S                    QT2.AT84.AQ862.9 9.KQJ7653.T.KT64 AK753..K974.AQ52 J864.92.J53.J873 | 3H-3S-P-4S
286   E  4C-E                    AT743.94.AKJ95.4 K9.83.2.KQT97652 QJ82.KQJ5.863.AJ 65.AT762.QT74.83 | 4C
287   E  3N-N                    K72.9.AKT432.KJ9 AQT8543.Q72.8.83 J.A863.QJ95.AQ42 96.KJT54.76.T765 | 3S-X-P-3N
288   E  3SX-E                   JT62.Q2.KT75.764 AK98753.63.3.JT5 .AK985.AQ92.AKQ3 Q4.JT74.J864.982 | 3S-X
289   E  4C-N                    Q65.JT4.QT6.QJ87 97.98.AK87432.43 AJT4.AQ2.J9.AK62 K832.K7653.5.T95 | 3D-X-P-4C
290   E  4S-E                    76.T8652.K93.AJ5 AKJ85432..7542.2 Q.AKJ7.AQ86.9643 T9.Q943.JT.KQT87 | 4S
291   E  3HX-E                   AJ32.A9832.QJ.T3 95.KQJT754.42.J9 KQ87..AT973.KQ82 T64.6.K865.A7654 | 3H-X
292   E  4H-N                    K85.K543.JT4.Q93 AQJT973.T.732.T2 2.J762.AKQ9.AK76 64.AQ98.865.J854 | 3S-X-P-4H
293   E  3S-E                    5.8654.AK43.JT93 AKT9743.T2.JT.84 QJ82.AKJ7.Q.AK75 6.Q93.987652.Q62 | 3S
294   E  3H-E                    KQJ75.86.QT64.Q8 43.KQT9742.K5.75 6.AJ53.AJ98.AKJ4 AT982..732.T9632 | 3H
295   E  4H-E                    J64..T985.AKT864 2.KQJT9832.J4.Q5 AK3.A754.AK72.J7 QT9875.6.Q63.932 | 4H
296   E  5C-E                    AJ.KJT64.6432.K7 2.95.7.AQJT65432 T875.AQ82.AKQJT. KQ9643.73.985.98 | 5C
297   E  3DX-E                   QT64.KQ9.Q62.KJ2 .853.AKJT874.T98 AK52.AJ62.5.A653 J9873.T74.93.Q74 | 3D-X
298   E  3S-E                    4.K96542.Q6.QJ53 KQ98653.Q.J74.96 AJT72..AT93.AK72 .AJT873.K852.T84 | 3S
299   E  3CX-E                   T.KJ853.A85.KJT8 732..Q43.AQ65432 AQJ5.AT94.KT6.97 K9864.Q762.J972. | 3C-X
300   E  4DX-E                   T863.KT3.94.AQT6 97.J8.AQJ6532.97 AKQ4.7654.KT.K84 J52.AQ92.87.J532 | 3D-X-4D-X
301   E  4HX-N                   62.9873.Q43.KT93 97..KT98.AQ87652 AQT4.AQJ2.A652.J KJ853.KT654.J7.4 | 3C-X-P-3H-P-4H-X
302   E  4S-N                    AQJ83.8654.92.65 54..864.AKQT9742 KT76.AKJ7.KQJT.3 92.QT932.A753.J8 | 4C-X-P-4S
303   E  4S-N                    JT8653.J5.5.A863 94.942.KQJ6432.J AQ.A876.AT7.KQ74 K72.KQT3.98.T952 | 3D-3N-P-4S
304   E  3HX-E                   9875.A92.JT42.A4 643.KQJT543.K.62 AQJ2.7.A763.KQ98 KT.86.Q985.JT753 | 3H-X
305   E  4SX-E                   AT7.9864.JT75.T3 KQJ96432.K3.2.97 5.AQT2.AKQ3.AKQ6 8.J75.9864.J8542 | 4S-X
306   E  4HX-E                   A92.QJ2.K83.Q964 85.AKT98754.4.52 KQ64.63.AQJT.KT7 JT73..97652.AJ83 | 4H-X
307   E  4H-N                    KT87.AQJ54.J3.J6 953.T6.AKQ7542.9 AQJ4.K832.T9.KQ5 62.97.86.AT87432 | 3D-X-4D-4H
308   E  4SX-E                   5.AT73.J874.8643 AQT98643.4.653.Q J2.KQJ2.A92.AKJ7 K7.9865.KQT.T952 | 4S-X
309   E  4S-E                    K97.9.AJT97.A964 AQJT8653.5.3.T83 2.KQ84.KQ54.KQ72 4.AJT7632.862.J5 | 4S
310   E  4SX-E                   .QJ62.T542.T9543 KQT87632.3.Q8.J6 AJ95.AKT5.AKJ96. 4.9874.73.AKQ872 | 4S-X
311   E  3N-S                    AQJ76.52.6.KJ764 4.KQJT874.J743.5 KT53.A9.AKQ9.AQ8 982.63.T852.T932 | 3H-3N
312   E  4C-N                    763.73.654.AKQ73 AKJT985.542.J93. Q4.KJT9.AKQ7.T85 2.AQ86.T82.J9642 | 3S-X-P-4C
313   E  3DX-E                   T65.AQ2.QT98.873 983.J.AKJ7654.T2 KQJ7.KT98..AKJ94 A42.76543.32.Q65 | 3D-X
314   E  3N-S                    J.KQJ4.QJT85.975 AQ97642.T9.K92.8 KT53.A83.A4.AKJ6 8.7652.763.QT432 | 3S-3N
315   E  4H-N                    J975.96543.T65.6 82.8.AKJ9832.753 AK64.KQJT.Q.AKQJ QT3.A72.74.T9842 | 3D-X-4D-P-P-X-P-4H
316   E  5D-E                    AJT63.KT852.J.K3 42..AKT985432.J8 K987.AQ94.Q.A542 Q5.J763.76.QT976 | 5D
317   E  4H-S                    K9874.K83.T975.A T2.T4.AQJ6432.83 AJ53.AQJ65..QT96 Q6.972.K8.KJ7542 | 3D-3H-P-4H
318   E  6H-N                    JT7.AKJ8652.A.T9 AQ96542.3.QT.873 K.QT74.K654.AQ52 83.9.J98732.KJ64 | 3S-X-4S-6H
319   E  4H-N                    93.AK97.KJ93.Q87 KQJ8765.6.Q82.J9 42.QJ42.AT7.AK62 AT.T853.654.T543 | 3S-X-P-4H
320   E  4S-N                    KQJ8762.T8..T532 94.3.AQJT532.964 A5.AQ7.K974.AQJ8 T3.KJ96542.86.K7 | 3D-3N-P-4S
321   E  4DX-E                   K762.94.83.KQT74 JT8.83.AQT7642.2 AQ53.AKQ.95.A865 94.JT7652.KJ.J93 | 3D-X-4D-P-P-X
322   E  3N-N                    A8.T432.KJ3.AT95 K6.875.T.KQJ7643 T743.AKQ9.AQ74.2 QJ952.J6.98652.8 | 3C-X-P-3N
323   E  5D-S                    J98.T74.AQ764.76 AKQT7632.92.9.T4 .AQ85.KJT82.AKQ9 54.KJ63.53.J8532 | 4S-5D
324   E  4S-N                    A9852.K3.AT6.Q93 QT.AQ97642.2.T72 K743.J8.Q953.AKJ J6.T5.KJ874.8654 | 3H-X-P-4S
325   E  3N-N                    KQT6.K63.K84.T76 85.Q9.AQT7652.93 A732.AJ85.9.AK42 J94.T742.J3.QJ85 | 3D-X-P-3N
326   E  3N-N                    A54.KT42.AT4.A62 KQJ9832.53.Q93.8 7.AJ87.KJ62.KQ94 T6.Q96.875.JT753 | 3S-X-P-3N
327   E  3N-S                    K8742.T97.92.Q76 J.KQ65432.Q853.9 T93.A8.AKJ4.AKJT AQ65.J.T76.85432 | 3H-3N
328   E  4D-N                    9653.T.Q8742.A85 KJ.82.T6.KQ97643 AT87.AK3.AKJ9.JT Q42.QJ97654.53.2 | 3C-X-P-3D-P-4D
329   E  5D-N                    654.J72.JT953.AK 97.AKQT9843.86.4 AKQT..AKQ7.QJT85 J832.65.42.97632 | 4H-X-P-5D
330   E  4DX-E                   Q5.AK962.KT98.KJ 6.T.AQJ75432.865 AKJ8.J873.6.AQT4 T97432.Q54..9732 | 4D-X
331   E  3N-S                    72.AQJ4.Q9876.T7 AQT9653.972.5.J9 KJ.KT3.AK42.KQ85 84.865.JT3.A6432 | 3S-3N
332   E  5C-N                    952.KJ5.8.QJT432 .AQT987642.542.K KQJ4.3.KQJ9.A985 AT8763..AT763.76 | 4H-X-P-5C
333   E  4H-N                    32.Q98763.T3.KQ6 AQT9754..Q97.874 K8.AKJ2.AJ42.A93 J6.T54.K865.JT52 | 3S-3N-P-4H
334   E  5H-N                    65.KQJ632.762.T5 AKT8432.8.43.943 J9.A754.KQ8.AKQJ Q7.T9.AJT95.8762 | 3S-X-4S-P-P-X-P-5H
335   E  5DX-E                   QJ52.K843.95.J65 T.JT2.KQJT8632.8 AK73.AQ95.A4.K94 9864.76.7.AQT732 | 5D-X
336   E  4D-N                    T9.K84.A9832.AJ2 AKJ6432.7.T7.984 Q8.AJ92.K654.KQ6 75.QT653.QJ.T753 | 3S-X-P-4D
337   E  3C-E                    A54.965.QJT852.5 KT.873.7.KQJ9874 Q983.AKT2.K.AT63 J762.QJ4.A9643.2 | 3C
338   E  4H-E                    QJ74.T73.K852.Q2 5.KQJ9842.Q9.JT4 AT62.A.JT43.AK73 K983.65.A76.9865 | 3H-X-4H
339   E  4C-N                    JT9.J87.K85.QT53 AKQ7654.5.T3.876 82.AKT2.J72.AK94 3.Q9643.AQ964.J2 | 3S-X-P-4C
340   E  6H-N                    74.QJ96432.Q3.Q9 KQJT9532..T.JT73 A6.AT75.AK97.AK6 8.K8.J86542.8542 | 4S-X-P-5H-P-6H
341   E  3N-S                    Q986.AT6.85.Q432 .875.AQT9432.JT9 AJ5.KQJ4.KJ76.A8 KT7432.932..K765 | 3D-3N
342   E  4CX-E                   KJ.T97652.AK5.J8 54.Q.72.AQ976532 AQ86.AK4.QJ96.KT T9732.J83.T843.4 | 4C-X
343   E  3N-S                    K5.QJ98.K975.JT3 J83.T.T3.AQ98754 A97.AK74.AQ64.K6 QT642.6532.J82.2 | 3C-3N
344   E  5D-N                    976.J7.KJ96432.7 J.AKT96542.8.J53 AKQ3.Q3.AQ7.KQT9 T8542.8.T5.A8642 | 4H-X-P-5D
345   E  3DX-E                   AQ8.K.KT986.K532 74.972.AQJ7543.4 K652.AQ65.2.AQJT JT93.JT843..9876 | 3D-X
346   E  3H-S                    QJ64.T85.AT86.83 5.64.KQJ7532.QT5 A932.AJ732..AK74 KT87.KQ9.94.J962 | 3D-3H
347   E  5C-E                    T9532.J5.T83.AT3 .Q87.97.KQJ98765 AKQ8.AT963.AJ54. J764.K42.KQ62.42 | 5C
348   E  3N-N                    KJ96.K84.J7.AT86 82.AQT9762.9.Q73 AT54.J3.KQT2.KJ2 Q73.5.A86543.954 | 3H-X-P-3N
349   E  4C-N                    T54.T6.AT84.QJ43 .KQ97432.32.A972 KJ83.A5.KJ96.K86 AQ9762.J8.Q75.T5 | 3H-X-P-4C
350   E  3SX-E                   J52.AKJ3.52.K973 KQ98643.9.T6.QT8 A7.QT74.AKJ4.652 T.8652.Q9873.AJ4 | 3S-X
351   E  4H-E                    K643.AT7.654.T43 A72.KQ96543.32.8 QJ95.J.AKQ7.QJ92 T8.82.JT98.AK765 | 3H-X-4H
352   E  3N-S                    J9.JT.AT542.T875 83.KQ98754.Q983. AT52.A62.KJ.AKJ3 KQ764.3.76.Q9642 | 3H-3N
353   E  4S-E                    .KJ8532.QT4.6542 KQT9653.T96.A7.9 AJ87.Q.K963.AQ87 42.A74.J852.KJT3 | 3S-P-4S
354   E  4SX-E                   J742.Q9.Q82.KT75 AKT9865.6.93.J43 .KJ32.AKT54.AQ62 Q3.AT8754.J76.98 | 3S-X-4S-P-P-X
355   E  4S-S                    94.KQ954.J864.53 72.62.AKQT532.87 QJ863.AJ87..AKQJ AKT5.T3.97.T9642 | 3D-X-4D-P-P-4S
356   E  4S-S                    AK4.J532.J8.AJ73 T5.A.952.KQT9542 Q9876.KQ64.AKQ3. J32.T987.T764.86 | 3C-3S-P-4S
357   E  5C-N                    KJ9.AT92.7.Q9732 54.K86.AQT86432. AQ32.QJ7.KJ.AK84 T876.543.95.JT65 | 4D-X-P-5C
358   E  4H-N                    K652.J8643.7.Q63 98.97.AKJT8432.5 AJ3.AKQ2.Q5.A874 QT74.T5.96.KJT92 | 4D-X-P-4H
359   E  3H-N                    AK3.JT65.54.KQ87 62.93.KQJ8732.JT T985.AQ87.A9.A92 QJ74.K42.T6.6543 | 3D-X-P-3H
