../bba/Responsive_Double_after_Overcall.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
164   W  1N-E                    J64.J87.32.AKJ96 KT5.52.A954.T732 AQ73.A964.T76.85 982.KQT3.KQJ8.Q4 | 1D-P-1N
165   W  2S-N                    KQT32.Q9.JT62.Q4 9764.A53.Q9.JT65 AJ.T84.K853.K832 85.KJ762.A74.A97 | 1H-1S-2H-X-P-2S
166   W  1D-W                    9853.T2.J2.AKQ75 J.KJ5.KT73.T8642 A742.A976.954.J9 KQT6.Q843.AQ86.3 | 1D
167   W  2H-W                    JT.54.KQ982.AJ75 Q942.K97.JT5.Q84 K853.863.A3.KT96 A76.AQJT2.764.32 | 1H-P-2H
168   W  3SX-W                   7.QT2.J872.AK975 QJ6.K863.T43.643 T93.AJ74.A965.Q8 AK8542.95.KQ.JT2 | 1S-X-P-2S=1=-X-3C-3S-X | Strength cue bid
169   W  3D-N                    73.AT6.AJT97.A65 QT5.Q985.Q32.743 962.KJ74.86.KQJT AKJ84.32.K54.982 | 1S-2D-2S-X-P-3C-P-3D
170   W  1H-S                    AJ85.985.5.AK972 T76.62.KQ73.J654 KQ42.KT73.J82.T3 93.AQJ4.AT964.Q8 | 1D-X-P-1H
171   W  3C-N                    A9754.3.QT4.AJ96 QJ832.QJ5.32.753 T.KT94.K865.KQT8 K6.A8762.AJ97.42 | 1H-1S-2H-X-P-3C
172   W  2S-W                    83.QJ3.KQ987.Q64 K76.K6.T654.J875 T92.AT84.A2.KT93 AQJ54.9752.J3.A2 | 1S-P-2S
173   W  3D-N                    K4.85.AT72.AQ932 T9832.AT3.Q8.874 QJ76.762.K964.K5 A5.KQJ94.J53.JT6 | 1H-2C-2H-X-P-3D
174   W  2S-W                    52.QJ95.Q5.KQT96 A87.73.JT863.J54 KT3.K862.AK74.32 QJ964.AT4.92.A87 | 1S-P-2S
175   W  2S-N                    KQ63.JT732.94.A4 852.Q65.AT65.JT5 AJ94.94.Q73.K986 T7.AK8.KJ82.Q732 | 1D-1H-2D-X-P-2S
176   W  3CX-E                   T6.AQ74.KJT32.42 Q98.J53.864.A875 AK32.KT62.Q9.T96 J754.98.A75.KQJ3 | P-P-P-1C-P-1D-P-1H-P-2H-P-P-X-P-3C-P-P-X
177   W  2C-W                    KQT75.A8.6543.Q8 963.763.A92.KJ32 82.K542.KQJ7.764 AJ4.QJT9.T8.AT95 | 1C-1S-2C
178   W  3H-W                    AKT85.6.J84.QT75 9742.AT2.K532.J6 J6.984.AQT7.A832 Q3.KQJ753.96.K94 | 1H-1S-2S=1=-P-3H | Limit raise or better in !H
179   W  2H-S                    J8.AT63.J8765.KQ T52.82.Q432.A832 K943.QJ74.K.T976 AQ76.K95.AT9.J54 | 1C-1D-P-1H-1S-2H
180   W  3S-W                    5.JT72.AKQJ7.T75 K87.965.9852.A83 T96.AQ84.T4.KQ42 AQJ432.K3.63.J96 | 1S-X-2S-P-P-X-P-3H-3S
181   W  3D-N                    AKQJ7.JT.QT93.92 T954.KQ8..J76543 83.642.KJ65.AQT8 62.A9753.A8742.K | 1H-1S-2H-X-P-3D
182   W  3C-W                    QJ2.J865.AQ872.7 754.72.K964.AJ43 AT86.KQ94.53.986 K93.AT3.JT.KQT52 | 1C-1D-2C-P-P-X-P-2H-3C
183   W  2S-W                    63.JT.K963.KQJ65 K87.Q732.Q854.83 JT2.K854.AJ72.72 AQ954.A96.T.AT94 | 1S-P-2S
184   W  3H-W                    T96.5.KQ632.AT73 874.QJ8.T954.K42 AQ32.KT73.8.QJ98 KJ5.A9642.AJ7.65 | 1H-P-2H-P-P-X-P-2S-3H
185   W  3DX-W                   J53.AJ72.2.KJT94 982.53.A763.Q863 AQT4.KT96.JT5.52 K76.Q84.KQ984.A7 | 1D-X-P-2D=1=-X-3C-3D-X | Strength cue bid
186   W  1S-N                    Q9764.KJ97.8.A96 532.532.AQT2.854 T8.AQT4.543.KJT2 AKJ.86.KJ976.Q73 | 1D-1S
187   W  2H-S                    QJ9.A732.QJ532.6 T53.Q6.T874.KJT8 A764.KT54.K.Q942 K82.J98.A96.A753 | 1C-1D-P-1H-P-2H
188   W  2H-W                    JT76.5.AK532.J93 Q92.KJ7.J764.864 AK83.QT63.8.KT72 54.A9842.QT9.AQ5 | 1H-P-2H
189   W  3H-W                    AKQ98.T7.J94.J85 JT62.K64.Q832.96 54.Q53.K765.AT74 73.AJ982.AT.KQ32 | 1H-1S-2H-P-P-X-P-2S-3H
190   W  2S-N                    AQT72.T8.KQ7.J95 64.Q54.986.KQT86 83.973.AJ43.A743 KJ95.AKJ62.T52.2 | 1H-1S-2H-P-P-X-P-2S
191   W  3H-N                    Q65.9875.AQT86.Q 987.QT3.752.AJ85 AJ42.AJ42.J4.T73 KT3.K6.K93.K9642 | 1C-1D-2C-X-P-2H-P-P-3C-3H
192   W  2N-S                    2.KJ6.J973.KQT72 Q63.T932.AT2.863 KT97.A854.K654.J AJ854.Q7.Q8.A954 | 1S-X-P-2H-P-P-2S-2N
193   W  1N-N                    Q42.KQT86.KJ3.T6 865.732.986.AQ74 KJT3.J9.AQT5.532 A97.A54.742.KJ98 | 1C-1H-P-1S-P-1N
194   W  1S-N                    AQJT5.KJT9.42.86 963.543.KQJ3.754 84.AQ76.T97.K932 K72.82.A865.AQJT | 1D-1S
195   W  2S-N                    K42.AJ852.K95.83 853.T3.Q642.AJ72 QJT6.Q9.AJ73.964 A97.K764.T8.KQT5 | 1C-1H-2C-X-P-2S
196   W  2S-N                    QT964.K7.QT8.K94 K532.AT4.76.T765 AJ.652.K952.QJ82 87.QJ983.AJ43.A3 | 1H-1S-2H-X-P-2S
197   W  3S-W                    9.932.AQJT9.KJT4 K63.AJ754.85.973 T742.KT86.3.AQ86 AQJ85.Q.K7642.52 | 1S-X-2S-P-P-X-P-3H-3S
198   W  3CX-N                   A5.96.J965.KQ753 J83.K73.QT4.T964 K762.842.K832.AJ QT94.AQJT5.A7.82 | 1H-P-2H-P-P-3C-P-P-X
199   W  3D-W                    654.AKQT4.97.J87 82.983.AT82.KT53 QJ97.65.J64.AQ96 AKT3.J72.KQ53.42 | 1D-1H-2D-X-P-2S-P-P-3D
200   W  3DX-N                   Q9.T5.AK763.Q983 J54.KJ9.QT2.6542 K632.Q32.J8.KJT7 AT87.A8764.954.A | 1H-P-2H-P-P-3D-P-P-X
201   W  3D-W                    KQJ3.QT984.3.KJ8 T95.A52.K852.T95 A872.J7.T76.A742 64.K63.AQJ94.Q63 | 1D-1H-2D-P-P-X-P-2S-3D
202   W  1S-N                    AK832.J864.QJ7.8 T74.Q93.T62.KJT7 95.KT52.AK43.932 QJ6.A7.985.AQ654 | 1C-1S
203   W  2H-W                    KJT52.96.AQT9.A7 843.K87.853.QJT3 76.Q52.KJ76.K654 AQ9.AJT43.42.982 | 1H-1S-2H
204   W  3H-W                    AK962.7.KT72.962 T753.AT8.Q5.7543 J8.432.A864.KQT8 Q4.KQJ965.J93.AJ | 1H-1S-2H-X-P-3D-P-P-3H
205   W  2S-W                    A8.T6.QT65.AJT75 KT9.QJ972.J942.3 542.AK43.K873.86 QJ763.85.A.KQ942 | 1S-P-2S
206   W  2H-W                    KT876.K5.K7.QT43 AJ542.Q84.53.865 Q3.JT3.QJ64.K972 9.A9762.AT982.AJ | 1H-1S-2H
207   W  2S-W                    K2.QT65.QJT32.K9 A65.J2.985.JT762 T87.K843.76.AQ85 QJ943.A97.AK4.43 | 1S-P-2S
208   W  3DX-W                   9762.QJ9.T.AKT92 QT.83.KJ72.J8754 KJ85.A654.653.Q3 A43.KT72.AQ984.6 | 1D-X-P-2D=1=-X-3C-3D-X | Strength cue bid
209   W  2S-N                    KJ8.AT973.Q8.J76 T5.542.K952.A952 A976.6.JT74.KQT8 Q432.KQJ8.A63.43 | 1D-1H-2D-X-P-2S
210   W  3C-N                    65.AQ863.J5.A872 987.974.AQ87.JT9 KT43.KT.963.KQ53 AQJ2.J52.KT42.64 | P-1H-P-1S-P-2C-P-3C
211   W  3DX-N                   QT72.K9.KQT85.J9 943.AQ3.32.T8532 AJ65.J82.J4.A764 K8.T7654.A976.KQ | 1H-P-2H-P-P-3D-X
212   W  2S-W                    J.QJ96.AJT65.J43 Q96.T874.Q74.A92 854.A532.83.KQT5 AKT732.K.K92.876 | 1S-P-2S
213   W  4CX-W                   QJ54.Q9642.KQ43. KT3.J73.965.A842 A862.K8.AT82.T53 97.AT5.J7.KQJ976 | 1C-1H-2C-X-3C-3D-P-P-4C-P-P-X
214   W  2S-S                    K87632.T2.AKJ62. 4.Q96.543.KQ9854 QJ95.J85.QT.AT62 AT.AK743.987.J73 | 1H-2H=1=-X-2S | Michaels Cuebid
215   W  1N-E                    K72.T84.T5.AKT93 98.J6.KQ98.J6542 AJ64.K975.J763.8 QT53.AQ32.A42.Q7 | 1D-P-1N
216   W  3C-S                    Q7643.K.Q42.AJ97 AT9.QT9.T873.Q43 2.J863.AJ96.K862 KJ85.A7542.K5.T5 | 1H-1S-2H-P-P-X-P-3C
217   W  4S-N                    KT8653.J.2.AKT52 A9.Q85.Q876.8764 QJ42.7432.AK54.9 7.AKT96.JT93.QJ3 | 1H-2H=1=-2S=2=-P-3H-3S-P-4S | Michaels Cuebid | Limit raise or better in !H
218   W  2H-W                    J863.84.A4.AQ982 KT52.QJ9.732.T54 AQ94.T32.KJ95.J3 7.AK765.QT86.K76 | 1H-P-2H
219   W  1S-N                    KJ764.Q854.Q.KT9 T85.KT9.K542.743 92.AJ73.963.AJ85 AQ3.62.AJT87.Q62 | 1D-1S
220   W  3N-N                    A2.754.QJ2.AQ983 Q54.Q6.T9853.K64 963.KJ82.A764.JT KJT87.AT93.K.752 | 1S-2C-2S-X-P-2N-P-3N
221   W  2H-S                    KT4.T875.AK964.9 983.J.J8732.KQ76 A752.KQ64.Q5.J53 QJ6.A932.T.AT842 | 1C-1D-P-1H-P-2H
222   W  3H-W                    QT764.A9.A92.976 A953.QJ7.T843.J4 J2.T83.K765.AQT8 K8.K6542.QJ.K532 | 1H-1S-2H-X-P-2S-3H
223   W  2H-W                    93.52.KQJ96.KT75 QJ875.K74.T8.632 AKT2.Q96.75.QJ84 64.AJT83.A432.A9 | 1H-P-2H
224   W  2N-N                    AQT96.JT5.A3.654 532.K92.KJ54.T98 84.A743.T96.KQJ7 KJ7.Q86.Q872.A32 | 1D-1S-2D-X-P-2N
225   W  1N-E                    94.AQ64.QT.KJT97 J52.932.K976.Q43 KQ86.KJT7.543.86 AT73.85.AJ82.A52 | 1D-P-1N
226   W  2S-W                    J3.QJ53.AKT73.J5 Q95.T62.QJ5.QT97 T62.AK74.94.K864 AK874.98.862.A32 | 1S-P-2S
227   W  2S-S                    Q986.A7632.Q8.Q3 72.J84.J643.KJT2 AT53.T9.K972.A76 KJ4.KQ5.AT5.9854 | 1C-1H-P-1S-P-2S
228   W  2H-W                    9653.7.962.AKQ74 QT4.QT8.J4.J9852 KJ82.J542.AQT8.6 A7.AK963.K753.T3 | 1H-P-2H
229   W  3H-W                    AJ62.T.J92.AQJ52 T875.A64.Q8.9843 KQ93.832.AT65.76 4.KQJ975.K743.KT | 1H-X-2H-P-P-X-P-2S-3H
230   W  3H-N                    KQ754.Q654.A8.73 82.T9.T9742.AKT8 A9.K873.QJ63.965 JT63.AJ2.K5.QJ42 | 1C-1S-2C-X-P-3H
231   W  4HX-W                   QT83.J.AKJ43.T43 KJ75.Q84.852.865 A964.T65.Q6.QJ97 2.AK9732.T97.AK2 | 1H-X-P-2S-3H-3S-4H-X
232   W  3H-W                    Q4.98.AKQT4.JT83 JT6532.KT7.963.Q A987.652.J5.A962 K.AQJ43.872.K754 | 1H-2D-2H-X-P-3C-P-3D-3H
233   W  3H-W                    J862..J542.AK743 KT3.K85.T87.8652 A975.J96.KQ63.QJ Q4.AQT7432.A9.T9 | 1H-P-2H-P-P-X-P-2S-3H
234   W  1S-N                    QT932.A98.K3.QT3 765.764.AQ97.752 J4.KJT2.J64.KJ98 AK8.Q53.T852.A64 | 1D-1S
235   W  3S-S                    9853.A9752.K6.A2 72.86.AJ87.JT953 KT64.J4.953.KQ64 AQJ.KQT3.QT42.87 | 1D-1H-P-1S-P-2D=1=-X-P-3D-3S | Limit raise or better in !S
236   W  2H-W                    52.97.A765.AKT42 9873.KJ4.KT42.93 AQJ6.T53.QJ93.J6 KT4.AQ862.8.Q875 | 1H-P-2H
237   W  3S-W                    9.T98.AKQ86.J853 Q32.KQ762.42.764 JT7.AJ54.J9.KQT9 AK8654.3.T753.A2 | 1S-X-2S-P-P-X-P-3H-3S
238   W  3S-N                    T984.AK983.A62.6 K53.54.9874.AT98 AJ72.62.KQT3.432 Q6.QJT7.J5.KQJ75 | 1C-1H-2C-X-P-3S
239   W  2S-W                    93.7632.AT.AK964 QT7.KT.987652.Q3 842.AJ54.KQJ3.T5 AKJ65.Q98.4.J872 | 1S-P-2S
240   W  2S-S                    J93.6.Q954.AQT63 8764.AJT.T2.K987 KQ52.Q983.KJ73.5 AT.K7542.A86.J42 | 1H-P-2H-P-P-X-P-2S
241   W  2CX-W                   Q2.AQT85.T97.QJ4 T95.J3.Q842.AT92 K763.74.AKJ6.653 AJ84.K962.53.K87 | 1C-1H-2C-X
242   W  3H-N                    AQT95.7532.97.KJ J6.8.KJ65.QT9852 K2.KJT4.432.A763 8743.AQ96.AQT8.4 | 1D-1S-2D-X-P-2H-P-2S-3D-3H
243   W  1N-E                    KQ5.J6.JT4.KQT84 96.K83.K986.7632 A742.AQ75.732.95 JT83.T942.AQ5.AJ | 1D-P-1N
244   W  2S-W                    85.J52.KQ954.A96 KT6.K976.83.7542 J93.AQT4.JT.KJT3 AQ742.83.A762.Q8 | 1S-P-2S
245   W  3C-W                    KQ7.AJ982.T875.4 J98.743.J93.KQ62 A432.T5.A642.J53 T65.KQ6.KQ.AT987 | 1C-1H-2C-P-3C
246   W  1N-S                    Q9543.K8.A54.QT6 J6.T73.J862.A854 82.A952.K973.K97 AKT7.QJ64.QT.J32 | 1C-1S-P-1N
247   W  3H-W                    K54.6.KQT72.Q865 T73.Q42.J83.AT73 AJ92.8753.6.KJ92 Q86.AKJT9.A954.4 | 1H-X-2H-P-2S=1=-P-2N=2=-P-3C-P-3H | Two way game tries | Two way game tries
248   W  3S-W                    95.K4.JT76.AK954 Q76.975.KQ4.J832 842.AJ32.A952.T7 AKJT3.QT86.83.Q6 | 1S-P-2S-P-P-3C-P-P-3S
249   W  2HX-W                   9762..QT53.AQJ86 A3.Q82.764.T9432 KJT8.KJ976.AJ82. Q54.AT543.K9.K75 | 1H-P-2H-P-P-X
250   W  2D-W                    KQT73.K52.93.QT9 954.QJ7.KQT8.632 J6.A843.752.KJ84 A82.T96.AJ64.A75 | 1D-1S-2D
251   W  2H-S                    73.K865.AQJ73.92 Q92.T9.9642.A543 KJ64.AJ32.T5.K87 AT85.Q74.K8.QJT6 | 1C-1D-P-1H-1S-2H
252   W  2H-W                    K643.85.AQ742.86 872.Q97.85.KQT93 AJT9.J62.T3.A542 Q5.AKT43.KJ96.J7 | 1H-P-2H
253   W  2H-N                    QJ842.KJ64.Q84.K 73.973.JT93.AJT4 96.AQT5.K765.Q86 AKT5.82.A2.97532 | 1C-1S-P-1N-P-2H
254   W  4S-W                    9.T62.KQT9.AQJ73 Q54.QJ973.J754.4 T62.AK54.A632.T5 AKJ873.8.8.K9862 | 1S-X-2S-P-4S
255   W  2S-N                    AJT73.J8.973.A43 952.A72.86.K8752 Q4.953.AQJ2.QJ96 K86.KQT64.KT54.T | 1H-1S-2H-X-P-2S
256   W  3C-W                    653.J73.AK842.Q3 J84.T8.J965.AJ42 K972.K954.Q3.K75 AQT.AQ62.T7.T986 | 1C-1D-2C-X-P-2H-P-P-3C
257   W  3D-W                    AJT74.QJ4.T.KT32 986.T76.K764.A84 Q2.A932.953.QJ97 K53.K85.AQJ82.65 | 1D-1S-2D-P-3D
258   W  2S-W                    4.K984.QJT87.KT9 AJ7.T53.K9432.52 T965.AJ76.5.AJ87 KQ832.Q2.A6.Q643 | 1S-P-2S
259   W  3S-W                    63.Q64.KQJT6.Q74 A72.JT5.87432.K3 Q94.K982.95.AJ52 KJT85.A73.A.T986 | 1S-P-2S-P-P-X-P-3H-P-P-3S
260   W  1N-E                    J43.A96.T3.KQT83 652.Q42.A852.J76 AKT8.KT83.J76.42 Q97.J75.KQ94.A95 | 1D-P-1N
261   W  2N-S                    Q2.865.AKQ98.632 T43.J4.JT74.A875 AJ96.KT92.32.KT9 K875.AQ73.65.QJ4 | 1C-1D-P-1H-1S-X-XX-2N
262   W  4C-N                    AQ952.AT.73.8752 KT8743.Q54.J5.64 J6.KJ2.A862.QJT9 .98763.KQT94.AK3 | 1H-1S-2H-X-P-3C-P-P-3H-4C
263   W  2H-N                    KQT74.K963.Q6.T4 865.85.K875.K652 92.QJT4.AT9.QJ87 AJ3.A72.J432.A93 | 1D-1S-P-1N-P-2H
264   W  3D-N                    QJ.AJT43.AT32.97 974.972.K95.KJT2 AT62.K8.QJ76.543 K853.Q65.84.AQ86 | P-1H-P-1S-P-2D-P-3D
265   W  1S-N                    AK862.Q54.95.J84 T5.J32.KJT6.Q952 J7.AT87.872.AKT3 Q943.K96.AQ43.76 | P-P-P-1C-P-1S
266   W  3S-N                    Q962.54.63.AKQJT 854.AQ8.T72.8654 KT73.KJ7.K954.72 AJ.T9632.AQJ8.93 | 1H-2C-2H-X-P-2S-P-2N-P-3S
267   W  3C-N                    AK984.9.7.KT9752 Q653.Q72.QT854.6 7.J854.AJ93.AQJ3 JT2.AKT63.K62.84 | 1H-2H=1=-X-2N=2=-P-3C | Michaels Cuebid | To the partner's longer
268   W  3S-N                    T873.43.AQ.AQT85 J4.KJ2.JT953.932 K965.Q65.K864.K4 AQ2.AT987.72.J76 | 1H-2C-2H-X-P-2S-P-2N-P-3S
269   W  2S-N                    QJT4.AJ642.Q63.5 75.T95.K985.KJ86 A963.3.AJ74.Q973 K82.KQ87.T2.AT42 | 1C-1H-2C-X-P-2S
270   W  4C-N                    AJ965.8.K73.KJ84 QT82.K65.8.Q7632 73.732.AQ42.AT95 K4.AQJT94.JT965. | 1H-1S-2H-X-P-3C-P-P-3H-4C
271   W  3D-W                    A52.A5432.54.A86 T8.J6.K986.K9532 QJ73.Q8.J73.QJT4 K964.KT97.AQT2.7 | 1D-1H-2D-P-P-X-P-2S-3D
272   W  3D-N                    82.T82.AKQ53.K53 KT7.9643.JT876.Q 543.AQJ5.94.A987 AQJ96.K7.2.JT642 | 1S-2D-2S-X-P-3C-P-3D
273   W  5C-S                    K4.A6532..KT8752 T75.T74.KQJ4.J63 A832.9.T653.AQ94 QJ96.KQJ8.A9872. | 1D-2N=1=-P-3C-X-P-3D-4C-P-5C | Unusual 2NT
274   W  3H-S                    2.K985.AKT86.J95 QJ7.2.J954.QT764 A65.AJ63.72.K832 KT9843.QT74.Q3.A | 1S-X-2S-3H
275   W  2S-N                    AT874.83.T7.AQ63 J9532.Q94.K9.875 K6.KT2.QJ54.K942 Q.AJ765.A8632.JT | 1H-1S-2H-X-P-2S
276   W  2H-W                    K874.53.Q8.KQ754 JT963.AQ9.53.632 AQ52.872.K762.J9 .KJT64.AJT94.AT8 | 1H-P-2H
277   W  2S-N                    Q74.KJT98.Q5.QT8 JT5.Q2.T962.A542 A632.64.AJ84.J73 K98.A753.K73.K96 | 1C-1H-2C-X-P-2S
278   W  2S-N                    A8754.94.KQJ9.J5 Q62.KQ6.8642.T63 KJ.873.AT53.K984 T93.AJT52.7.AQ72 | 1H-1S-2H-X-P-2S
279   W  3D-N                    85.542.K63.AKQ74 KT2.KJ7.T942.982 964.A963.A875.J3 AQJ73.QT8.QJ.T65 | 1S-2C-2S-X-P-3D
280   W  3S-S                    JT32.AQT84.A.T76 974.975.KT76.K42 AQ85.62.Q83.QJ85 K6.KJ3.J9542.A93 | 1D-1H-P-1S-P-2D=1=-X-XX-P-2S-P-P-3D-3S | Limit raise or better in !S
281   W  2S-W                    QT.873.QT7.AKT74 AJ5.Q52.854.9853 642.A964.KJ62.Q6 K9873.KJT.A93.J2 | 1S-P-2S
282   W  2H-W                    Q9764.K2.Q5.A963 T82.Q43.AT76.875 K5.965.K943.QJ42 AJ3.AJT87.J82.KT | 1H-1S-2H
283   W  3S-W                    6.J83.Q854.AK874 A93.T.JT3.J96532 QJ72.A752.K962.T KT854.KQ964.A7.Q | 1S-X-3S
284   W  2D-W                    AT63.AQ872.72.83 82.653.K984.AJT6 QJ94.94.QJ3.K974 K75.KJT.AT65.Q52 | 1D-1H-2D
285   W  1N-N                    A84.J9864.Q5.KT7 63.T52.A987.Q862 KJ72.3.KJT6.A954 QT95.AKQ7.432.J3 | 1D-1H-P-1S-P-1N
286   W  3S-W                    .8763.AK963.AJ75 A85.A52.8752.432 J74.QJT4.T4.KQ96 KQT9632.K9.QJ.T8 | 1S-X-2S-P-P-X-P-3H-3S
287   W  4S-W                    T.Q982.AJT85.Q76 Q96.T63.9.AJT984 843.AK54.42.K532 AKJ752.J7.KQ763. | 1S-P-2S-P-4S
288   W  2H-W                    T6.J3.A953.KQ873 Q74.Q85.J87.JT42 A983.A76.KQ64.65 KJ52.KT942.T2.A9 | 1H-P-2H
289   W  2S-W                    75.9743.T4.AKQ93 QT3.Q82.Q9765.52 J82.KJT6.AJ82.J8 AK964.A5.K3.T764 | 1S-P-2S
290   W  2S-N                    A543.T2.QJ.AQT53 82.AQ6.8543.9762 KT97.J75.AT62.J4 QJ6.K9843.K97.K8 | 1H-2C-2H-X-P-2S
291   W  3C-N                    875.KJ843.Q.KQ43 963.QT2.K942.JT8 AKT4.65.865.A976 QJ2.A97.AJT73.52 | 1D-1H-P-1S-P-2C-P-3C
292   W  2H-W                    AT7.Q6.732.KQ752 53.AT2.Q954.T986 K842.853.AK86.J3 QJ96.KJ974.JT.A4 | 1H-P-2H
293   W  1N-N                    983.AKQT7.Q8.765 72.J84.J432.KJT8 AQT4.52.AT76.932 KJ65.963.K95.AQ4 | 1C-1H-P-1S-P-1N
294   W  3C-N                    K8743.QJ.AJ.7532 Q652.KT7.9865.J6 A9.943.K732.KT98 JT.A8652.QT4.AQ4 | 1H-1S-2H-X-P-3C
295   W  3S-N                    T982.73.AKQ97.J7 J5.654.J652.AT86 A743.QJ82.T.KQ52 KQ6.AKT9.843.943 | 1C-1D-P-1H-P-1S-P-2C=1=-P-3S | Limit raise or better in !S
296   W  3S-W                    T4.JT3.J86.AKJT3 K65.K64.T975.542 872.AQ85.A432.76 AQJ93.972.KQ.Q98 | 1S-P-2S-P-P-X-P-3H-3S
297   W  3S-N                    Q765.QJ5.8.AJT83 K42.83.A652.9764 AJT8.A762.K97.52 93.KT94.QJT43.KQ | P-P-P-1D-P-1S-P-2S-P-3S
298   W  2HX-W                   J985.2.QJ8.KQJ54 63.A83.K974.T876 AT72.JT75.AT62.2 KQ4.KQ964.53.A93 | 1H-X-2H-P-P-X
299   W  2S-W                    Q7.T653.Q5.AK754 AJ5.98.J8742.962 642.QJ42.AKT9.83 KT983.AK7.63.QJT | 1S-P-2S
300   W  2S-N                    AQ975.64.JT7.A65 T432.QJ7.K9.T432 J8.T98.A863.KQ98 K6.AK532.Q542.J7 | 1H-1S-2H-X-P-2S
301   W  2C-W                    AT654.AJ6.J93.T5 Q32.93.T764.KQ73 J9.KT72.KQ85.986 K87.Q854.A2.AJ42 | 1C-1S-2C
302   W  2N-S                    A9653.A84.72.K96 J82.J5.K863.Q842 74.KT62.QJ5.AJT7 KQT.Q973.AT94.53 | P-1S-P-1N=1=-P-2C-P-2N | Forcing 1NT
303   W  2S-W                    4.QT8.Q875.AJT52 A85.976.63.K9743 QT2.AJ43.AJ92.86 KJ9763.K52.KT4.Q | 1S-P-2S
304   W  3H-W                    AT985.42.QT.KQ93 743.QT6.KJ762.T8 J2.853.A853.AJ52 KQ6.AKJ97.94.764 | 1H-1S-2H-X-P-2S-P-P-3H
305   W  3H-W                    K982.A4.53.QJT53 T543.KJ9.J94.K98 AQJ7.T53.K862.42 6.Q8762.AQT7.A76 | 1H-P-2H-P-P-3C-3H
306   W  2S-W                    T.KT73.864.AQ942 K65.842.Q52.JT76 QJ93.AJ95.AJ93.8 A8742.Q6.KT7.K53 | 1S-P-2S
307   W  2H-W                    94.T2.AJT65.KJT4 A853.Q74.972.987 KQT2.653.K8.A632 J76.AKJ98.Q43.Q5 | 1H-P-2H
308   W  3C-N                    AQ754.A8.T8.9632 KJT862.Q96.J9.J5 93.T42.A432.AQT8 .KJ753.KQ765.K74 | 1H-1S-2H-X-P-3C
309   W  3H-W                    T876.5.AK9.KQT54 532.Q86.T6543.AJ KQJ4.T93.QJ82.76 A9.AKJ742.7.9832 | 1H-X-2H-P-P-X-P-2S-3H
310   W  4S-N                    K983.74.AKJ82.T9 75.J92.9743.AJ52 AT64.KT83.QT.K73 QJ2.AQ65.65.Q864 | P-1D-P-1H-P-1S-P-4S
311   W  2S-N                    KQJ75.52.A42.QT7 98.KT9.Q753.J842 A2.863.KT98.K653 T643.AQJ74.J6.A9 | 1H-1S-2H-X-P-2S
312   W  3HX-S                   T3.853.KQ6.AJT72 QJ9.J974.JT5.K98 842.AQT2.A943.53 AK765.K6.872.Q64 | 1S-P-2S-P-P-X-P-3H-P-P-X
313   W  2SX-W                   A.J64.QJT98.QT76 Q43.82.K532.K984 J652.AT53.6.AJ32 KT987.KQ97.A74.5 | 1S-X-2S-P-P-X
314   W  2C-W                    K763.AJT96.98.K6 82.52.QT752.AJ43 AT54.73.AJ43.875 QJ9.KQ84.K6.QT92 | 1C-1H-2C
315   W  3D-N                    AQT32.9.Q543.AT3 J9874.Q83.J6.QJ5 K.JT54.KT98.K942 65.AK762.A72.876 | 1H-1S-2H-X-P-3D
316   W  3H-W                    J9743.3.KQ32.AT7 865.A72.T954.QJ8 Q2.J86.AJ87.K954 AKT.KQT954.6.632 | 1H-1S-2H-X-P-2S-P-P-3H
317   W  2S-W                    J2.J95.AJT76.A84 Q97.Q63.Q953.T96 K83.A842.84.QJ72 AT654.KT7.K2.K53 | 1S-P-2S
318   W  3H-S                    965.T952.AKQJ4.3 A8.84.T9863.A986 KJ42.K763.2.KJ42 QT73.AQJ.75.QT75 | P-P-P-1C-P-1D-P-1H-X-3H
319   W  2S-N                    AKQ75.74.T86.J82 J98.KJT.J5.Q9764 32.852.A742.AKT5 T64.AQ963.KQ93.3 | 1H-1S-2H-X-P-2S
320   W  3S-W                    8.K952.KQJ94.752 QT3.J87.T853.KT9 J76.AQ43.62.AJ63 AK9542.T6.A7.Q84 | 1S-P-2S-P-P-X-P-3H-3S
321   W  4HX-W                   753.T.KJT3.AQJ54 QJT96.Q84.Q87.76 K842.A65.A942.T8 A.KJ9732.65.K932 | 1H-X-2H-2N-3H-P-P-3S-4H-X
322   W  3C-W                    KQ65.AJ762.862.9 T97.93.AT43.KJ85 AJ43.85.KJ75.T32 82.KQT4.Q9.AQ764 | 1C-1H-2C-P-P-X-P-2S-3C
323   W  3S-S                    A87532.3.KJT87.2 94.KJ8.Q642.8764 QJT6.QT74.A.A953 K.A9652.953.KQJT | 1H-2H=1=-X-2S-3H-P-P-3S | Michaels Cuebid
324   W  2C-W                    873.KQJ92.KT2.J5 QT6.T85.Q93.A876 KJ54.6.AJ65.T942 A92.A743.874.KQ3 | 1C-1H-2C
325   W  4S-W                    .A986.AJT43.JT93 Q82.J2.K9872.764 JT6.KT73.Q6.KQ82 AK97543.Q54.5.A5 | 1S-X-2S-3H-4S
