/Users/adavidbailey/Practice-Bidding-Scenarios/bba/New_Minor_Forcing.pbn

                        -- Sorted by Board Number --
brd# contract score  par     north            east             south            west             | auction...   | notes
120  4S-N       -50          AT863.AQ73.J2.75 Q5.JT85.953.AKJ6 974.K2.AK876.Q98 KJ2.964.QT4.T432 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-4S | Two way new minor forcing
121  3N-S       400          AJ7.KJ742.983.Q4 432.Q9.KJ52.J863 985.65.AQ6.AK972 KQT6.AT83.T74.T5 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-2N-P-3N | Two way new minor forcing
122  2H-N       110          J3.AK842.K832.43 7642.73.AQ94.Q72 KQ8.Q6.J65.KJ985 AT95.JT95.T7.AT6 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H | Two way new minor forcing
123  4S-N       420          A9432.42.A97.A65 K8.AT93.T832.742 J76.K76.KJ5.KQJT QT5.QJ85.Q64.983 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-4S | Two way new minor forcing
124  4S-N       620          KJ954.943.A76.KT T863.AJ7.T9.QJ93 AQ7.KQ.QJ84.8742 2.T8652.K532.A65 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-4S | Two way new minor forcing
125  3N-S       600          AJT87.K64.542.KT Q32.J83.AK83.653 K5.A75.T96.AQJ97 964.QT92.QJ7.842 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-2N-P-3N | Two way new minor forcing
126  4H-N       420          862.KT987.A94.A9 AT94.32.J86.K642 K73.AQ4.K32.J873 QJ5.J65.QT75.QT5 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
127  3S-N       140          KQ976.Q73.K5.J32 85.K982.A82.A986 AJ3.T6.QJT7.KQT4 T42.AJ54.9643.75 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S | Two way new minor forcing
128  2H-N       110          KJ8.KQ972.K97.T3 T4.864.A863.AJ94 A63.JT.QT52.KQ82 Q9752.A53.J4.765 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H | Two way new minor forcing
129  4S-N       420          KQ543.52.J97.KQ8 JT.KJ96.T865.632 876.T83.AKQ2.AJT A92.AQ74.43.9754 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-4S | Two way new minor forcing
130  4S-N       620          QT976.K5.A93.K52 J83.JT87.Q872.J6 A52.Q63.T6.AQT94 K4.A942.KJ54.873 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
131  2H-N       110          KT974.AK96.QT6.8 J83.32.K953.AT75 A6.JT7.AJ87.Q964 Q52.Q854.42.KJ32 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H | Two way new minor forcing
132  4S-N      -100          JT987.A54.AQ.T93 A6.K32.T9754.876 532.T98.KJ3.AKQ2 KQ4.QJ76.862.J54 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
133  3N-S       630          AT.QT864.AQT5.96 K984.J3.K642.874 QJ7.A2.J987.KQJ3 6532.K975.3.AT52 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3N | Two way new minor forcing
134  4S-N       420          QJT52.87.KQ4.K63 A876.K6.J652.QJ9 K43.QJT52.A9.A74 9.A943.T873.T852 | 1H-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-4S | Two way new minor forcing
135  2S-N       140          QJT95.J54.A3.A64 83.AT96.T7.QT832 A2.872.KQ964.K75 K764.KQ3.J852.J9 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S | Two way new minor forcing
136  3S-N       170          KT732.AQ6.74.KT5 854.854.K52.Q962 QJ9.K72.AJT9.J84 A6.JT93.Q863.A73 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S | Two way new minor forcing
137  3N-S       400          Q98.KT942.K3.K32 AJ4.653.JT54.Q74 KT6.QJ.A982.AT96 7532.A87.Q76.J85 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3N | Two way new minor forcing
138  3H-S       170          QJT72.Q84.J72.AQ K3.J765.K863.K43 984.AKT32.A5.JT6 A65.9.QT94.98752 | 1H-P-1S-P-1N-P-3H
139  4H-N       450          T75.KQJ64.Q.QJ62 Q983.985.KJ32.KT AJ.AT7.7654.A843 K642.32.AT98.975 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
140  2H-N       140          AT9.K8754.97.AT9 8743.AJ9.Q865.86 J62.T63.AKT.KJ53 KQ5.Q2.J432.Q742 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H | Two way new minor forcing
141  4H-N      -100          K9.QT653.K42.A65 8543.J2.AJ53.843 AQJ.974.Q76.KJT2 T762.AK8.T98.Q97 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
142  3N-S       400          KT852.AQ3.T.K632 96.K872.AK7.JT84 A7.654.QJ864.AQ9 QJ43.JT9.9532.75 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-2N-P-3N | Two way new minor forcing
143  3N-S       600          AT762.AQ.QT76.94 K543.763.94.AJ63 QJ.KJT42.A32.Q82 98.985.KJ85.KT75 | 1H-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-2N-P-3N | Two way new minor forcing
144  2S-N       170          KT986.KQ7.975.A4 A732.J2.QJ86.K82 QJ.T93.AKT4.Q975 54.A8654.32.JT63 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S | Two way new minor forcing
145  3N-S       400          AQ987.Q6.K984.43 JT6.K832.Q763.K7 54.AJT.AJ2.QJ652 K32.9754.T5.AT98 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-2N-P-3N | Two way new minor forcing
146  4S-N       650          JT974.AJ53..KQT9 K52.T7.AJT6.J862 AQ8.K64.98432.A3 63.Q982.KQ75.754 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-4S | Two way new minor forcing
147  3S-N       140          KQJ42.K7.875.Q75 63.Q943.KJT3.AT3 875.A52.A94.KJ62 AT9.JT86.Q62.984 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S | Two way new minor forcing
148  4S-N       620          KT965.7.KQ86.K74 Q4.QJT5.J53.AJ92 A87.AK862.97.Q86 J32.943.AT42.T53 | 1H-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-4S | Two way new minor forcing
149  2S-N       110          KJ976.J63.AQ8.J7 AT5.T875.K952.65 Q2.AQ9.T76.A8432 843.K42.J43.KQT9 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S | Two way new minor forcing
150  3N-S       400          AKJ97.QT.T865.J3 Q3.J942.Q942.A98 64.AK7.J73.KQ652 T852.8653.AK.T74 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-2N-P-3N | Two way new minor forcing
151  4S-N       620          J9743.KJ.KT82.KJ 82.97532.J73.A63 AQT.QT6.A54.Q854 K65.A84.Q96.T972 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-4S | Two way new minor forcing
152  4S-N       450          AK986.832.A3.J96 742.KQT.J982.AT8 QT3.A7.KT6.K7532 J5.J9654.Q754.Q4 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-4S | Two way new minor forcing
153  2S-N       110          AJ982.QJ9.Q3.J32 T76.K876.T942.AT K4.AT4.K765.Q874 Q53.532.AJ8.K965 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S | Two way new minor forcing
154  4S-N       650          KQ752.A87.953.K5 T86.QJ42.AJT.Q98 A93.K9.KQ862.J76 J4.T653.74.AT432 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
155  3N-S       400          A9653.KT64.75.A2 J842.52.KT6.KQ73 KT.AQ3.A982.JT65 Q7.J987.QJ43.984 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-3N | Two way new minor forcing
156  4H-N       650          JT4.QJT85.A8.K63 KQ76.93.J743.J84 A5.K76.T96.AQT75 9832.A42.KQ52.92 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-4H | Two way new minor forcing
157  3N-S       600          KT98.AQT94.Q82.4 AQ52.52.A654.J97 643.J7.KT7.AKQT3 J7.K863.J93.8652 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-2N-P-3N | Two way new minor forcing
158  4H-N       -50          532.AQT87.Q9.K52 AJT8.53.K754.Q83 K96.KJ4.J8.AJT96 Q74.962.AT632.74 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
159  3N-S      -100          J6.KJ732.J62.AJ6 Q52.Q86.A94.K854 A84.A9.K853.Q973 KT973.T54.QT7.T2 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-2N-P-3N | Two way new minor forcing
160  4S-N       420          AQT73.K43.J93.Q7 52.T982.KQT6.642 KJ8.A6.8752.A953 964.QJ75.A4.KJT8 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-4S | Two way new minor forcing
161  3N-S       400          KQ843.K653.84.K7 JT2.Q7.Q65.Q9642 A7.J84.KJ93.AJ85 965.AT92.AT72.T3 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-3N | Two way new minor forcing
162  4S-N       650          A9762.K762.KQ85. J5.983.T764.QT43 KQT.JT4.J3.AK765 843.AQ5.A92.J982 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-4S | Two way new minor forcing
163  3N-S       400          AJT53.A98.T.KT76 84.7654.9763.AQ5 Q7.KJ3.AQJ52.J43 K962.QT2.K84.982 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-2N-P-3N | Two way new minor forcing
164  2H-N       110          K8653.KQT9.9.KJ8 AQT4.A765.J64.T2 72.842.AQ875.AQ7 J9.J3.KT32.96543 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H | Two way new minor forcing
165  3N-S       600          AK864.T2.T53.AT4 Q7.Q976.Q82.Q765 92.K85.AK64.KJ83 JT53.AJ43.J97.92 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3N | Two way new minor forcing
166  4H-N       420          963.KQ874.A76.K7 AQT.65.T854.JT93 KJ5.AJT.KQ2.8542 8742.932.J93.AQ6 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-4H | Two way new minor forcing
167  3N-S       600          A9.J7532.Q6.A763 KQ6.QT8.JT52.QT5 J85.K6.AK843.K42 T7432.A94.97.J98 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3N | Two way new minor forcing
168  2S-N       110          K9872.KQ7.A74.T3 T6.AJ98.T98.A954 A5.542.QJ653.KQ2 QJ43.T63.K2.J876 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S | Two way new minor forcing
169  4S-N       420          QJ974.K64.Q.K754 AK5.T953.983.Q63 T62.J82.AKJ64.A8 83.AQ7.T752.JT92 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-4S | Two way new minor forcing
170  4H-N       650          JT54.AK872.K6.J4 8763.J3.JT9.AQ63 AK9.965.A542.K92 Q2.QT4.Q873.T875 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-4H | Two way new minor forcing
171  4H-N       420          KJ63.J9542.Q4.AJ AQT7.T876.J6.Q32 52.AQ3.AKT73.976 984.K.9852.KT854 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
172  3N-S       600          AKJ42.J72.42.QJ6 QT9.9865.KQ65.T2 83.KQT.A873.A873 765.A43.JT9.K954 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-2N-P-3N | Two way new minor forcing
173  3N-S       600          AQ75.AQ853.T5.97 J84.JT6.8743.QJ3 K92.92.KQJ6.A652 T63.K74.A92.KT84 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-2N-P-3N | Two way new minor forcing
174  3N-S       400          QJ652.K83.AJ5.82 94.T74.9874.KQ54 T7.AJ5.KQT6.AT73 AK83.Q962.32.J96 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3N | Two way new minor forcing
175  4S-N       650          AQT95.A9.85.Q643 42.87643.J43.KT8 K87.J2.AQ962.A97 J63.KQT5.KT7.J52 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-4S | Two way new minor forcing
176  3N-S       400          K87.A9854.K43.JT J42.JT76.A876.A4 AT6.K3.J95.KQ983 Q953.Q2.QT2.7652 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-2N-P-3N | Two way new minor forcing
177  4H-N       420          62.K7543.AT8.AT9 873.A6.KQ52.J842 AQJ.JT9.9643.KQ7 KT954.Q82.J7.653 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
178  4H-N       620          QT85.AKT63.Q2.J6 9732.QJ.843.Q752 KJ6.942.KJT7.AT8 A4.875.A965.K943 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
179  4H-N       420          KT87.KQ952.64.A2 932.3.AT852.KT94 Q64.AT6.KJ9.QJ86 AJ5.J874.Q73.753 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
180  4H-N       620          Q85.98652.AQ4.A9 AT32.KJ74.T92.T5 KJ4.AT3.K65.QJ43 976.Q.J873.K8762 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
181  3N-S       600          QT7.AK943.764.KT 943.J862.Q95.A86 AK6.T5.AKT3.7432 J852.Q7.J82.QJ95 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3N | Two way new minor forcing
182  4H-N       450          A6.A7643.A98.964 K9742.852.K532.7 JT8.KJT.Q7.AQT83 Q53.Q9.JT64.KJ52 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
183  3N-S       600          KQT42.K75.5.A762 98.AQT9.9863.QJ3 A6.632.AQ742.KT5 J753.J84.KJT.984 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-2N-P-3N | Two way new minor forcing
184  4S-N       420          Q7542.Q94.KQ.Q82 J6.JT652.AT5.J73 A93.AK7.9642.K94 KT8.83.J873.AT65 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-4S | Two way new minor forcing
185  4H-N       -50          QT4.AK843.83.QT8 KJ8.JT5.QJT6.953 A73.Q72.K952.K62 9652.96.A74.AJ74 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
186  4H-N      -100          53.A9432.K63.AT9 AT92.T6.Q98.Q864 Q64.KQ5.J75.KJ75 KJ87.J87.AT42.32 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
187  4S-N       450          AJ854.T752.AQ8.3 7.A984.963.J7642 QT2.J3.K72.AKT85 K963.KQ6.JT54.Q9 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-4S | Two way new minor forcing
188  3N-S       600          KJ985.JT8.KJ3.KT A62.A742.85.J865 73.KQ5.AQT74.Q97 QT4.963.962.A432 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-2N-P-3N | Two way new minor forcing
189  2H-N       110          983.A9865.AK.632 KT4.Q42.98762.J4 AJ5.JT.QJT4.K987 Q762.K73.53.AQT5 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H | Two way new minor forcing
190  4S-N       -50          AJ754.KJ8.QT95.7 63.Q96.KJ43.9852 K92.AT7.A62.JT63 QT8.5432.87.AKQ4 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
191  4H-S       620          J9652.A93.KT4.A2 KQ7.J6.J853.K963 A3.QT872.A76.QT4 T84.K54.Q92.J875 | 1H-P-1S-P-1N-P-4H
192  3H-S       170          AQT32.Q62.T93.K6 J96.94.KQ54.QJT5 54.AK853.J72.A42 K87.JT7.A86.9873 | 1H-P-1S-P-1N-P-3H
193  4H-S       420          AQT83.Q73.A97.84 K942.A8.863.KJ75 J76.KJ954.QJ.A63 5.T62.KT542.QT92 | 1H-P-1S-P-1N-P-4H
194  4H-N       620          K75.KQJ84.QT64.6 JT6.65.AJ52.T874 Q98.A32.K9.KQ532 A432.T97.873.AJ9 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-4H | Two way new minor forcing
195  3N-S       400          KJ653.A.J95.Q654 A97.JT853.42.972 T4.K64.KQT8.AJ83 Q82.Q972.A763.KT | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-2N-P-3N | Two way new minor forcing
196  4H-N       620          QT.KQ874.AT86.74 K9542.A.973.8653 A7.953.KQJ.QJT92 J863.JT62.542.AK | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
197  4H-N       620          AKJ3.J9432.JT5.Q Q8.AT86.Q64.J542 T75.Q75.A92.AK93 9642.K.K873.T876 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-4H | Two way new minor forcing
198  4H-N       420          J98.AQ543.5.KJ62 KT52.J.K9872.983 A74.K86.AQ64.T75 Q63.T972.JT3.AQ4 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
199  4S-N      -100          KQ763.AQ3.4.9854 AJ.765.K765.QJT3 952.T94.AJ32.AK7 T84.KJ82.QT98.62 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
200  4H-N       420          985.QJ764.K9.AJ7 KQ43.92.852.QT96 A62.T53.AQ64.K82 JT7.AK8.JT73.543 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
201  4S-N       480          AT954.Q.AQ73.T86 J7.9874.KT86.K94 KQ2.AT632.J4.A75 863.KJ5.952.QJ32 | 1H-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-4S | Two way new minor forcing
202  2H-N       110          QJT6.AQT86.Q3.JT 85.975.KJ72.K874 A74.43.AT9.A9532 K932.KJ2.8654.Q6 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H | Two way new minor forcing
203  3S-N       170          K7643.K7.KQ3.T73 QJ2.832.J42.AQ64 A98.AQT65.T97.K2 T5.J94.A865.J985 | 1H-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S | Two way new minor forcing
204  2H-N       110          J.JT754.AQ5.KJ73 86543.A6.JT.9862 Q72.K2.K9872.AT5 AKT9.Q983.643.Q4 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H | Two way new minor forcing
205  4H-N       620          J63.KJ954.KQ2.J7 KT8.T2.J85.T8653 752.AQ6.A763.A92 AQ94.873.T94.KQ4 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-4H | Two way new minor forcing
206  3N-S       400          QJ9.KJ754.A73.T5 K654.Q9.JT92.A96 A72.86.K84.KQJ84 T83.AT32.Q65.732 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-2N-P-3N | Two way new minor forcing
207  3N-S       630          KT964.QT5.Q75.AJ Q82.K63.KJ63.T54 A53.J84.A82.KQ83 J7.A972.T94.9762 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-3N | Two way new minor forcing
208  4S-N       420          KQJ96.AJ6.86.JT5 432.875.J73.AQ76 T75.KQ9.AKT92.98 A8.T432.Q54.K432 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
209  4S-N       -50          QJ974.QT96.A.Q74 65.732.JT62.KJT6 A32.A8.KQ973.532 KT8.KJ54.854.A98 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-4S | Two way new minor forcing
210  4H-N       650          KQ97.QT962.A3.T6 AT5.A875.J95.J73 62.KJ3.Q642.AK94 J843.4.KT87.Q852 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
211  3N-S       400          A93.KT862.KT84.J KJ75.43.Q32.K743 Q84.A5.AJ97.Q985 T62.QJ97.65.AT62 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-2N-P-3N | Two way new minor forcing
212  4S-N       620          QJ543.AK8.T7.Q76 K62.JT9.QJ2.J542 T87.Q52.AK94.AT8 A9.7643.8653.K93 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
213  3N-S       600          J532.AQJT5.A.652 96.942.K985.Q987 A74.86.Q732.AK43 KQT8.K73.JT64.JT | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-2N-P-3N | Two way new minor forcing
214  3N-S       -50          J9873.K4.K97.A84 K5.732.AT83.Q763 A6.AQJ86.J42.J95 QT42.T95.Q65.KT2 | 1H-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-2N-P-3N | Two way new minor forcing
215  4S-N       650          J9875.A94.J8.AJ8 K64.JT83.K63.532 AQT.Q7.A972.Q976 32.K652.QT54.KT4 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-4S | Two way new minor forcing
216  4H-N       420          AJ4.98632.62.AK9 KT87.QT.J84.J843 96.AJ5.AQT93.QT7 Q532.K74.K75.652 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
217  3N-S       400          54.AT964.A2.K972 QT76.K853.T96.54 KJ8.J2.QJ87.AQT8 A932.Q7.K543.J63 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3N | Two way new minor forcing
218  3N-S       600          T63.K8653.J4.AKJ Q872.QT7.K76.T54 AJ9.A2.AT82.9862 K54.J94.Q953.Q73 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-2N-P-3N | Two way new minor forcing
219  3N-S       400          KQJ9.J9753.J4.K6 8432.KT2.Q65.AQ8 T65.AQ.AK83.7432 A7.864.T972.JT95 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-2N-P-3N | Two way new minor forcing
220  4S-N       620          AJ986.A53.J2.Q74 54.Q97.863.A9652 KQ7.642.KQ75.K83 T32.KJT8.AT94.JT | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
221  4H-N       650          KQ5.J9653.K9.KT6 974.A7.J743.Q942 A82.KQT.AT5.J853 JT63.842.Q862.A7 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-4H | Two way new minor forcing
222  3H-S       170          AK932.653.J32.K3 QJ86.Q7.T94.AQ82 T4.AKJ82.KQ5.J96 75.T94.A876.T754 | 1H-P-1S-P-1N-P-3H
223  3N-S       600          AKJ7.K9654.J4.T3 Q54.Q3.8732.Q876 T63.82.AKQ95.KJ2 982.AJT7.T6.A954 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-2N-P-3N | Two way new minor forcing
224  4S-N       420          J9842.2.Q52.AKQ7 3.J843.A984.T643 AT6.AKQ96.JT3.52 KQ75.T75.K76.J98 | 1H-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-4S | Two way new minor forcing
225  3N-S       400          AJ864.Q963.3.A53 T52.K84.QJ74.T96 Q7.AT7.AT862.KJ7 K93.J52.K95.Q842 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-3N | Two way new minor forcing
226  2H-N       110          A432.KT863.98.A4 Q987.J5.K764.J96 K65.72.AQ3.KT532 JT.AQ94.JT52.Q87 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H | Two way new minor forcing
227  4H-N       450          JT8.AK764.T.A984 A963.82.J854.K75 Q52.Q95.AKQ.JT62 K74.JT3.97632.Q3 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-4H | Two way new minor forcing
228  4S-N       620          QT943.QJ42.2.AK5 AK76.963.K76.J86 852.AK5.AJT95.43 J.T87.Q843.QT972 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-4S | Two way new minor forcing
229  3N-S       600          J632.AT987.Q4.A3 Q8.K65.T7532.842 A97.J2.AJ98.KT95 KT54.Q43.K6.QJ76 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-2N-P-3N | Two way new minor forcing
230  4S-N       420          AK532.A65.J94.86 84.J92.Q82.Q7532 T96.K87.AT65.AK4 QJ7.QT43.K73.JT9 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-4S | Two way new minor forcing
231  4S-N       620          KQ975.KJ6.3.QT65 863.QT95.Q94.K93 AJT.A73.K8652.J2 42.842.AJT7.A874 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
232  2S-N       140          KQT64.QJ2.K75.J4 J97.KT86.T6.8752 83.974.A432.AKQT A52.A53.QJ98.963 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S | Two way new minor forcing
233  4S-N       420          T8754.J8.A3.AK72 J96.A43.KJ76.J98 AK2.KT9.T95.Q653 Q3.Q7652.Q842.T4 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
234  3N-S       600          AT532.KJT5.T4.K4 J96.A94.J86.AJ96 KQ.Q82.AK52.7532 874.763.Q973.QT8 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-3N | Two way new minor forcing
235  4S-N       420          QT765.JT6.KQJ.K2 832.KQ42.32.9754 KJ4.85.A954.AT83 A9.A973.T876.QJ6 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
236  4S-N       620          A8542.K964.K7.Q3 K6.QT83.J653.A94 QJ9.J72.AQ9.K652 T73.A5.T842.JT87 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-4S | Two way new minor forcing
237  4S-N       650          AT763.Q.AJT4.972 Q8.T976.KQ76.853 KJ5.A5432.95.KQ6 942.KJ8.832.AJT4 | 1H-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
238  4S-N       450          KJ762.K2.QT4.K65 Q98.AQ86.96.Q987 AT4.J53.K7532.A4 53.T974.AJ8.JT32 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-4S | Two way new minor forcing
239  3N-S       600          AQT83.QT74.K6.43 K4.AK32.JT83.T95 97.J96.AQ7.KQJ82 J652.85.9542.A76 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-2N-P-3N | Two way new minor forcing
240  2S-N       140          AQT72.98.AQT.876 64.Q5.J6532.KT43 K9.AKT74.987.Q95 J853.J632.K4.AJ2 | 1H-P-1S-P-1N-P-2C-=1=-P-2D-P-2S | Two way new minor forcing
